Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d
P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase	6	6	1.73756e+06	1.96851e+06	2.09194e+06	2.0454e+06	2.08023e+06	2.0717e+06	1.92336e+06	2.14432e+06	2.0654e+06	1.81042e+06	2.02103e+06	1.86357e+06	1.94678e+06	1.89644e+06	1.88425e+06	1.92961e+06	1.98393e+06	1.95654e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	2	2										22517.6	29011.6	27805.5	32241.7	34060.4	31671	30469.5	33271.8	26803.3
P07806	SYV_YEAST	VAS1	Valine--tRNA ligase, mitochondrial	32	32	714000	723745	714351	691106	675670	679530	656372	698340	719325	370840	355733	359374	356007	370839	384098	365481	357206	379002
P07807	DYR_YEAST	DFR1	Dihydrofolate reductase	1	1	125264	111697	50205.5	84171.1	67809.1	49012	65332.1			109432	34869.1	57353.7	92776.3		50722.9	111519	103025	71472.7
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	17	17	59293.6	57839.8	51112	55195.3	57788.6	53815.5	60074.3	54176.9	58153.3	214377	196840	207445	218237	226156	222819	218693	217732	221161
P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	63	62	2.37079e+06	2.19129e+06	2.24798e+06	2.24865e+06	2.29958e+06	2.31294e+06	2.26427e+06	2.30551e+06	2.25333e+06	2.46475e+06	2.25694e+06	2.33861e+06	2.35078e+06	2.24138e+06	2.25707e+06	2.34352e+06	2.26074e+06	2.29291e+06
P07858	CATB_HUMAN	CTSB	Cathepsin B	3	3	315600	315317	307336	326481	325046	310823	309608	338869	316239	286174	295256	307881	280226	296849	314837	299316	284256	291356
P07866	LTE1_YEAST	LTE1	Guanine nucleotide exchange factor LTE1	2	2				19740.9	26530.8	31482.9	27701.6	23590.7	23725.7									
P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	32	15	1.41565e+07	1.38683e+07	1.34523e+07	1.38042e+07	1.32547e+07	1.36461e+07	1.28244e+07	1.33543e+07	1.27101e+07	1.42191e+07	1.39047e+07	1.36332e+07	1.37448e+07	1.32439e+07	1.34785e+07	1.41431e+07	1.37723e+07	1.35499e+07
P07902	GALT_HUMAN	GALT	Galactose-1-phosphate uridylyltransferase	1	1	21005.2	14420.9	16224.7	13184.9	21641.5	15721.4	14417	18282.5	23622.5	23039.4	20853.9	27384.3	17953.8	18278	16676.5	21616.5	21837.3	27847.2
P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	10	5	4.16052e+06	4.28389e+06	4.52516e+06	3.75552e+06	4.24844e+06	4.32707e+06	3.97293e+06	4.59256e+06	4.2006e+06	4.44705e+06	4.27231e+06	4.26902e+06	4.33799e+06	4.55171e+06	4.60384e+06	4.32166e+06	4.18374e+06	4.93382e+06
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	6	6	56076.6	56541.5	52857.3	55934.8	59430.5	58019.5	49541.2	57558.7	62900.4	198358	186477	210065	192947	196046	200855	195694	195927	207257
P07942	LAMB1_HUMAN	LAMB1	Laminin subunit beta-1	2	2				31805.1				19011		12638.1	34881.8	24981		41323.7	46490	22873.1	20383.1	37803
P07947	YES_HUMAN	YES1	Tyrosine-protein kinase Yes	8	5	92243.2	95623.4	84390.9	85995.1	84486.1	92006.5	83302.6	88617.9	84626.7	104956	94588	92038.1	95018.5	100918	93427.5	112754	95057.1	95005
P07948	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn	15	11	248083	247357	261183	279477	260126	295196	247769	290862	288284	249430	236561	296022	258784	265470	295984	256201	293545	301342
P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	15	15	2.29642e+06	2.35835e+06	2.18968e+06	2.1788e+06	2.31514e+06	2.2477e+06	2.34218e+06	2.36074e+06	2.22628e+06	2.34332e+06	2.4068e+06	2.37084e+06	2.39571e+06	2.38818e+06	2.23268e+06	2.40012e+06	2.44385e+06	2.21592e+06
P07991	OAT_YEAST	CAR2	Ornithine aminotransferase	8	8	732533	726608	765018	693518	654260	733434	697229	725776	681858	349452	333931	364757	330734	343713	348819	326199	327804	349878
P07992	ERCC1_HUMAN	ERCC1	DNA excision repair protein ERCC-1	4	4	196110	199294	211829	162789	209628	230192	215549	195826	195925	173508	190752	194614	163399	179749	201515	151776	161192	178267
P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	8	8	129182	133152	119284	121909	114263	107631	122578	129887	104560	131897	143451	132350	157783	141231	127062	154420	151614	128637
P08004	CHS1_YEAST	CHS1	Chitin synthase 1	8	8	95026.1	94506.8	95802	83313.6	92971.5	82471.7	84492.5	85124.7	71475.1	37212.7	43555.6	50791.2	43757.5	46176.6	41110.6	42935.4	42662.1	37516.9
P08018	PBS2_YEAST	PBS2	MAP kinase kinase PBS2	7	7	140837	138996	147484	137354	118040	136310	131462	129071	134699	66896.3	59081.7	64661.5	60508.4	65361.2	62514.5	62892.9	65741.8	57080.5
P08047	SP1_HUMAN	SP1	Transcription factor Sp1	1	1			76254.2	94083		64302.1	58633.5	84645.9	79312.1	57323.7		89563.3	54936.7			83439.7	83245.6	
P08067	UCRI_YEAST	RIP1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	3	3	74310.7	73920.5	70910.1	61648.1	53364.1	63505.7	64165	55232.1	67109.2	39295.8	39502	35066.6	43125.2	44244.4	37189.8	43417.1	42761	34993.4
P08133	ANXA6_HUMAN	ANXA6	Annexin A6	13	13	74500.1	78955.5	70794.6	82887.8	86483.1	74851.4	76042.3	88276.5	76746.1	78913	90385.7	87479.4	79475.2	73212.5	81542.6	73913.2	84431.9	87413
P08142	ILVB_ECOLI	ilvB	Acetolactate synthase isozyme 1 large subunit	1	1												28555.4						
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	2	2	24460.6				22177.7					83893	83534.7	60909.6	81356.5	56312.3	69054.1	66912.3	60119.3	74574.3
P08192	FOLC_ECOLI	folC	Dihydrofolate synthase/folylpolyglutamate synthase	4	4										21412.2	18885.4	19174.2	22657.1	21629.9	22555.1	19257.2	19981.2	22004.9
P08194	GLPT_ECOLI	glpT	Glycerol-3-phosphate transporter	2	2										46328.3	53733.7	62811.8	68282.1	55413.6	57942.5	57197.1	63985	56084.6
P08195	4F2_HUMAN	SLC3A2	Amino acid transporter heavy chain SLC3A2	16	16	1.25457e+06	1.21984e+06	1.25619e+06	1.28022e+06	1.25919e+06	1.38557e+06	1.21097e+06	1.18228e+06	1.31271e+06	1.26659e+06	1.24455e+06	1.31379e+06	1.26123e+06	1.38615e+06	1.38345e+06	1.28956e+06	1.30404e+06	1.32865e+06
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	15	15	466623	474258	291166	410701	369677	326627	418969	318614	270038	1.53638e+06	1.39007e+06	937962	1.5848e+06	1.16402e+06	1.14488e+06	1.65785e+06	1.05126e+06	1.10014e+06
P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase	3	3	19002.2			18545.3	21046.1	22098.1	17607.9	26548.2	14124.7	22950.1		18536.4	15728.8	13224.2	14336.9	16665	17366.6	15374.2
P08237	PFKAM_HUMAN	PFKM	ATP-dependent 6-phosphofructokinase, muscle type	13	13	152177	170739	171385	165343	173999	176659	155600	166261	180429	167490	170927	166760	165510	163353	169766	157679	172604	183515
P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	22	10	1.84942e+07	1.84848e+07	1.76477e+07	1.77806e+07	1.70044e+07	1.67514e+07	1.81158e+07	1.80245e+07	1.6861e+07	1.81818e+07	1.7879e+07	1.75197e+07	1.87665e+07	1.70748e+07	1.71682e+07	1.97502e+07	1.77075e+07	1.68651e+07
P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha	13	13	100840	111665	105266	104617	111762	122704	105736	116044	122213	103280	115222	121203	101465	114080	125973	105992	119462	122701
P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	22	22	4.07639e+06	4.32346e+06	4.19726e+06	4.3825e+06	4.20075e+06	4.17403e+06	4.07535e+06	4.29494e+06	4.27378e+06	4.29879e+06	4.24504e+06	4.39178e+06	4.34763e+06	4.62388e+06	4.54197e+06	4.64176e+06	4.45534e+06	4.74075e+06
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	4	4										195723	165639	206082	218061	192922	171382	162036	197626	165360
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	1	1						16189.7				23408.7	44281.7	54556.8	50785.3	45507.9	46529.2	54328.3	50751.4	41621.7
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	12	12	60704.3	66997	64656.9	67065.1	60116.6	58316	61455.1	60045.4	51927.3	198029	218165	223298	212279	220307	206881	227574	226081	211900
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	1	1											1945.47	1545.39	3734.56		2210.81			1294.99
P08397	HEM3_HUMAN	HMBS	Porphobilinogen deaminase	14	14	1.27964e+06	1.3474e+06	1.4355e+06	1.26612e+06	1.34504e+06	1.412e+06	1.28158e+06	1.42957e+06	1.45238e+06	1.27165e+06	1.28974e+06	1.42845e+06	1.22041e+06	1.37259e+06	1.33772e+06	1.27449e+06	1.3381e+06	1.37773e+06
P08417	FUMH_YEAST	FUM1	Fumarate hydratase, mitochondrial	8	8	448960	394572	402280	394876	390519	409856	397061	415392	453490	197837	192728	195121	194272	195481	218906	194136	187312	224871
P08425	SYFM_YEAST	MSF1	Phenylalanine--tRNA ligase, mitochondrial	1	1	24475.9	28540.8	25678.8	28967.3	23188.1	21663.1	19760.9	31298.6	28178.4			13876	12229.2	13269.1			9149.55	15559.7
P08456	PSS_YEAST	CHO1	CDP-diacylglycerol--serine O-phosphatidyltransferase	6	6	178802	188680	191537	176550	172688	189446	186283	182480	177095	99519.4	102899	94560.4	90057	100984	104513	114981	88345	99005.9
P08465	MET2_YEAST	MET2	Homoserine O-acetyltransferase	1	1	14420.8	10945.3	13254.6		13765.8		10648.2		12143									
P08466	NUC1_YEAST	NUC1	Mitochondrial nuclease	1	1				12678.1				12978.3										
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	1	1															13184.7			
P08518	RPB2_YEAST	RPB2	DNA-directed RNA polymerase II subunit RPB2	22	22	262459	271579	275826	263529	259465	267966	260533	263861	265338	121705	124896	128463	117668	127355	127297	122496	119541	127713
P08524	ERG20_YEAST	ERG20	Farnesyl pyrophosphate synthase	7	6	4.02253e+06	3.67393e+06	3.83769e+06	3.46636e+06	3.33097e+06	3.50838e+06	3.69894e+06	3.59923e+06	3.44124e+06	2.85288e+06	2.39194e+06	2.54703e+06	2.80192e+06	2.65053e+06	2.58002e+06	2.52711e+06	2.5315e+06	2.59968e+06
P08536	MET3_YEAST	MET3	Sulfate adenylyltransferase	5	5	52610.7	51241.9	60564	52113.6	52853.3	58145.8	52479.2	53630.9	49629.9	27192.7	21364.5	19043.7	24018	19531.9	21571.6	21155.5	21902.8	17567.9
P08539	GPA1_YEAST	GPA1	Guanine nucleotide-binding protein alpha-1 subunit	4	4	59502.6	49993.9	53880.1	54340.7	52028.3	60468.3	48990.8	49270.4	49018	35636.6	32837.5	27942	31699.2	27168.3	24100.5	24665.2	30362.4	30497.9
P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	10	8	448568	403256	406562	437932	408975	443234	408248	450678	435329	447235	431697	423198	436200	439966	443883	449397	389365	471570
P08566	ARO1_YEAST	ARO1	Pentafunctional AROM polypeptide	40	40	645169	664613	633139	612370	584883	595632	622637	636285	593695	311743	310896	291952	308030	289931	296866	316482	287565	296486
P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial	7	7	996694	1.05466e+06	1.08768e+06	1.05136e+06	1.09033e+06	1.09663e+06	1.02249e+06	1.03399e+06	1.06637e+06	1.05884e+06	1.04577e+06	1.03463e+06	1.01607e+06	1.06375e+06	1.09999e+06	1.01021e+06	1.04328e+06	1.09501e+06
P08575	PTPRC_HUMAN	PTPRC	Receptor-type tyrosine-protein phosphatase C	15	15	397963	389426	417955	429376	413291	439261	393834	430021	422509	417189	390398	421246	412802	424197	407136	398019	390155	434520
P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''	5	5	223543	200077	196188	218051	246923	202463	226110	217035	208139	219801	236056	221218	229095	228719	234638	207795	207807	216990
P08590	MYL3_HUMAN	MYL3	Myosin light chain 3	2	1		178601	208642		211106			129745								142810		
P08603	CFAH_HUMAN	CFH	Complement factor H	2	2											5445.73			5680.3				
P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	15	15	1.67854e+06	1.68385e+06	1.65231e+06	1.70502e+06	1.61181e+06	1.68087e+06	1.64117e+06	1.70825e+06	1.56166e+06	1.69176e+06	1.59517e+06	1.6886e+06	1.61758e+06	1.61386e+06	1.64542e+06	1.58359e+06	1.61063e+06	1.65214e+06
P08638	LEUR_YEAST	LEU3	Regulatory protein LEU3	2	2	23465	34510.4	27093.6	28596.1		7064.82	28779.3										15921.5	
P08648	ITA5_HUMAN	ITGA5	Integrin alpha-5	9	9	185271	179256	188080	188008	173910	205569	183710	171314	193580	174375	187684	178052	180864	165596	150765	169012	175670	175008
P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type	4	4	117336	119622	100308	106703	99210.7	110862	105372	72811.2	83026.7	109643	94152.8	106014	106246	106574	102689	103333	116161	102977
P08670	VIME_HUMAN	VIM	Vimentin	29	22	4.22618e+06	4.0739e+06	4.12317e+06	4.16838e+06	3.96045e+06	3.95429e+06	3.92569e+06	3.9558e+06	3.77204e+06	4.22496e+06	4.15165e+06	4.14836e+06	4.23404e+06	4.07254e+06	4.00641e+06	4.26306e+06	4.13157e+06	4.05311e+06
P08678	CYAA_YEAST	CYR1	Adenylate cyclase	11	11	79137.9	106168	98843.4	94820.2	91098.4	100960	103385	87971.1	106617	54659.1	40504.3	49176.8	46237.8	51159	60416.5	36800.4	44594.3	50682.2
P08679	CISY2_YEAST	CIT2	Citrate synthase, peroxisomal	12	11	147625	155226	152163	143003	141112	145631	148876	143470	146036	71584.3	68017	73596.7	76250.3	78446.2	80579.1	78050.9	77705.4	75638.4
P08697	A2AP_HUMAN	SERPINF2	Alpha-2-antiplasmin	1	1	44147.6	64797.4	67188.3	71295.6	67876.2	70037.1	62094.1	81192.7	65655.8	63232.1	54220.6	57232.9	50476.3	71924.1	50427.4	42666.1	49484.1	57322.5
P08708	RS17_HUMAN	RPS17	Small ribosomal subunit protein eS17	4	4	3.57159e+06	3.18751e+06	3.18769e+06	3.10803e+06	3.24123e+06	3.57843e+06	3.21964e+06	3.46359e+06	3.19457e+06	3.21827e+06	3.35427e+06	3.20025e+06	3.05373e+06	3.16359e+06	3.29551e+06	3.24612e+06	3.19545e+06	3.40772e+06
P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	21	16	977353	967381	964765	978170	906065	955477	978894	969499	936347	1.01073e+06	919063	932963	1.018e+06	968067	918706	998402	945409	910024
P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha-3	4	4	265184	265543	225535	273311	222044	215321	225912	213885	189578	359107	310949	285126	305443	302077	231749	324609	313275	258464
P08758	ANXA5_HUMAN	ANXA5	Annexin A5	14	14	884157	928369	1.00859e+06	975486	985520	970778	988603	926145	918075	917401	850515	1.00181e+06	937050	1.00643e+06	951953	920814	1.01431e+06	1.00384e+06
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	7	7				11868						67865.4	64260.5	57757.9	72405.2	65742.4	62209.8	81626.8	76800.3	75006.4
P08865	RSSA_HUMAN	RPSA	Small ribosomal subunit protein uS2	11	2	5.41072e+06	5.21216e+06	4.92056e+06	5.621e+06	5.14189e+06	4.82902e+06	5.0484e+06	5.29514e+06	4.69831e+06	5.23943e+06	4.90851e+06	4.88252e+06	5.20095e+06	5.11407e+06	4.98304e+06	5.37105e+06	5.02715e+06	4.80182e+06
P08949	NMB_HUMAN	NMB	Neuromedin-B	1	1											155378					132180		
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI methylase subunit	2	2										65777.5	40579.2	45910.1	44520.1	48355	46628.8	43021.9	42306.6	43728.9
P08962	CD63_HUMAN	CD63	CD63 antigen	1	1	126247	109857	78221.9	96440	105098	108751	75080.6	106335	97008.8	122550	126896	102218	129533	98585.8	106607	120498	102598	100438
P08964	MYO1_YEAST	MYO1	Myosin-1	12	12	52719.4	62847.1	62487.1	52974.6	56589.6	50983	62868.5	47131.4	52162.9	33443.8	32593.7	26900	30054.8	30108.8	29600.6	30750.8	21687.8	29399
P08997	MASY_ECOLI	aceB	Malate synthase A	7	7	37407.8	43629.8	28618.3	40051.2	37653.6	43617.2	44176.8	38650	38274.1	172624	146880	171225	170469	167678	172642	164787	173211	163882
P09001	RM03_HUMAN	MRPL3	Large ribosomal subunit protein uL3m	6	6	168183	163136	165524	168292	154022	158262	155034	177937	168243	172256	183059	170620	178384	175142	172970	190249	198178	176221
P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A	7	6	492798	450874	475830	420776	455528	476221	418772	451124	440607	530039	469271	501573	488707	487785	544295	552558	459995	522574
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	4	4										41534.7	44114	39690.7	49259.1	48243.9	49461.1	44093	38086.4	44286.3
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	8	8	29409.3	32927.8	24596.6	28783.3	26277.7	30387.2	22420.7	17952.2		101340	98304.9	95044.7	101017	91990.2	102500	95717.1	96897	98079.4
P09032	EI2BG_YEAST	GCD1	Translation initiation factor eIF2B subunit gamma	8	8	97429.9	91945.6	79378.8	86629.2	86407	79168	68962.9	91360	77608.4	35185.9	46469.9	39203.8		42340.5	47973.4	46349.7	39954.3	39742
P09064	IF2B_YEAST	SUI3	Eukaryotic translation initiation factor 2 subunit beta	6	6	285162	263592	252922	231568	258900	246507	232617	223567	273339	177681	154099	144494	164617	162769	140090	140875	150758	176013
P09099	XYLB_ECOLI	xylB	Xylulose kinase	1	1										11304.6	15270.4			8599.94				
P09104	ENOG_HUMAN	ENO2	Gamma-enolase	7	7	162672	171357	171605	170858	170948	166433	165009	146905	145576	155981	168997	152351	173296	166717	174005	160671	172684	179207
P09105	HBAT_HUMAN	HBQ1	Hemoglobin subunit theta-1	4	4	162353	162671	144858	166615	151405	163055	171405	161305	146758	162020	161535	151327	158038	170421	154087	162200	140119	160746
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal	8	8	557136	554876	587138	585477	558250	551400	526940	558373	561602	522727	510749	561012	544666	568897	575427	574833	576806	583234
P09127	HEMX_ECOLI	hemX	Protein HemX	1	1										16806.7	6375.61	15700.2	13451.3	20850.1	17289.3	20379.5	15470.3	16966.4
P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein	2	2	32136	42022.8	39751.6	36332.5	22740.9	34319.3	30854	50842.2	31877.8	30637.9	16693.9	51603.9	40112	48680.9	42950.5	36947.8	41539.7	42421.4
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	5	5					46686.6	41961				129284	123624	127501	149451	117434	122778	127537	129406	118801
P09158	SPEE_ECOLI	speE	Polyamine aminopropyltransferase	3	3										55015.3	23202.9		55366.1	50006.2	51375.5	53871.1	52655.5	53440.9
P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	11	11	6.70398e+06	6.59288e+06	6.05961e+06	6.76443e+06	6.57445e+06	6.03401e+06	6.46367e+06	6.32692e+06	6.03463e+06	7.05292e+06	6.79153e+06	6.15241e+06	7.15695e+06	7.37394e+06	6.26124e+06	7.52412e+06	6.45788e+06	6.67161e+06
P09232	PRTB_YEAST	PRB1	Cerevisin	7	7	140800	130970	155482	102352	102233	118058	119829	144891	146482	78665.8	71098.4	71043.8	81937.2	69349	77421.2	83006.9	71652.7	89239.8
P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	2	2	511963	415159	391971	435588	374332	372637	409705	416702	333150	470922	414654	414524	540561	474271	398419	502912	519570	468149
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	3567.47	4772.55	7831.51	5546.94		4740		4173.55	5113.36	27283.9	28882.1	30922.8	28043.9	32718.1	31823.7	33768.8	32780.6	37677.8
P09327	VILI_HUMAN	VIL1	Villin-1	4	4	25945.1	30013.5	30534	34623.4	27063.9	27740.7	41970.7	41016.7	29599	33562.7	25171.2	31331	39143.5	27428.8	34943.2	35925	34699.9	26668.1
P09368	PUT1_YEAST	PUT1	Proline dehydrogenase, mitochondrial	1	1					7954.47				9192.9									
P09372	GRPE_ECOLI	grpE	Protein GrpE	4	4	94953.2	192194	162247	129527	172622	114115	166352	131562	158538	518795	399071	550657	607918	626228	525951	587883	606167	667175
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	24	23	172390	191022	201029	182140	172627	194657	190752	198313	195413	616949	638867	685372	633893	682734	729113	662260	656719	713171
P09382	LEG1_HUMAN	LGALS1	Galectin-1	4	4	1.20601e+06	879187	943402	816990	901440	879555	858753	948504	743633	1.13932e+06	979172	1.01223e+06	1.0178e+06	1.00943e+06	1.0086e+06	1.09963e+06	987123	1.02424e+06
P09394	GLPQ_ECOLI	glpQ	Glycerophosphodiester phosphodiesterase, periplasmic	15	15	334032	336596	326995	311496	305626	322480	311884	325777	316579	1.15263e+06	1.07925e+06	1.1192e+06	1.1722e+06	1.17835e+06	1.18656e+06	1.20809e+06	1.17323e+06	1.1899e+06
P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	4	4	106764	120026	137324	126365	119004	126484	116163	141432	160216	139023	139470	147068	134608	152999	145371	143939	149096	160857
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	6	6	30616.8	27555.4	36884.7		22868.4	29719.2		23114.4		81755	49218.6	76066.8	84214.2	80330	69587.3	83050.7	83374.8	77037.8
P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1	6	4	6.82708e+06	6.47889e+06	6.31747e+06	6.44748e+06	6.24301e+06	6.16051e+06	6.29743e+06	6.37743e+06	5.9539e+06	6.54415e+06	6.38116e+06	6.15412e+06	6.47351e+06	6.53088e+06	6.36949e+06	6.66038e+06	6.4278e+06	6.13522e+06
P09435	HSP73_YEAST	SSA3	Heat shock protein SSA3	2	2	19938.2	59839.9		33870.4	23042.6	22329.4	45575.2	25727.3	19071			24096.8		28758.3	34016.3	35477.9	57234.7	20636.5
P09436	SYIC_YEAST	ILS1	Isoleucine--tRNA ligase, cytoplasmic	26	26	1.08358e+06	1.09242e+06	1.0674e+06	1.02851e+06	971316	1.00554e+06	996513	1.02136e+06	993194	537747	523536	524468	506018	521455	532397	543061	524681	520637
P09440	C1TM_YEAST	MIS1	C-1-tetrahydrofolate synthase, mitochondrial	15	14	113132	120805	117275	114420	109392	118333	105004	111165	108990	67738.2	63862.2	63637.8	65938.3	71114.4	64382.8	65803.9	68411.7	67528.1
P09457	ATPO_YEAST	ATP5	ATP synthase subunit 5, mitochondrial	6	6	154668	156869	160726	145352	154040	148119	145105	149749	160439	68327.3	71464.2	72823.4	76151.8	71201.2	79842.1	69718.1	74051.3	71922.2
P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	3	3	270811	225088	256093	271318	283006	284122	233402	258352	298708	275016	267344	248251	282281	285068	267560	280736	259241	270700
P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	3	3	987884	1.02933e+06	1.00185e+06	1.10482e+06	926770	938054	1.01388e+06	898854	1.06989e+06	1.00585e+06	956035	841973	998074	956670	911858	970189	872500	949412
P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	2	2	253631	170765	182597	190095	183530	190407	202098	177810	163089	215511	175182	195051	214017	200568	204291	195215	164013	200848
P09525	ANXA4_HUMAN	ANXA4	Annexin A4	7	7	95480.1	91539.4	77551.4	87340.6	86819.2	82811.9	91641.3	79999.9	73677	82168	88292.1	78582.2	92905.1	91715	86751.8	87065.3	89282.6	73284.7
P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	10	10	379848	355415	364451	367162	351386	320895	329941	336913	346042	383259	358749	357242	357647	371361	368446	370615	357408	362194
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	8	8	24269.4	14752.8		29555	21297.4		22536.2			82377.9	81960.4	76270.8	93359.9	79539.4	89546.5	87123.7	80339.2	93930.7
P09547	SWI1_YEAST	SWI1	SWI/SNF chromatin-remodeling complex subunit SWI1	2	2	49817.1	41578.7	43399	46804.5	45681	46140.7	33419	46269.7	45170.2	20329.3	24388.7	21584.3	16585.2	21444.9	21602.8	14676.5	12614.2	16602
