protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AAI3	707996027.4810405	711239806.6601293	710823852.395603	730427718.998918	713229710.4692577	719227705.609204	0	0.15745313028269375	-0.02206319287450527	False	0.008649581074420898	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACT6	938575.758996326	1069530.564318525	1069660.4847223144	1509745.3594857613	1067242.611425915	1312635.4994246017	0	0.15900732889425015	-0.3377465761647779	False	0.008674223755544604	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75792	3017707.9637119533	3919013.528422248	3768856.15509702	3376311.166060469	2585224.6332052066	2857465.916302325	0	0.1603533951035082	0.279675380775057	False	0.00869886643666831	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24192	1313578.6432868375	1433422.5020495923	1446658.6037271894	1531406.3871904588	1573656.0555022135	1415540.524405891	0	0.16185008192222325	-0.10830540134826194	False	0.008723509117792015	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A905	850869773.3165506	912237472.3068278	861190174.6154207	895411343.6679165	910217352.8732984	941062095.6900548	0	0.16201743586849132	-0.06576327407257203	False	0.008748151798915723	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7J3	5343092128.636046	6479348008.444602	6442276070.425183	6837907790.337098	6836002618.062455	6991987172.64421	0	0.16252763029394587	-0.17819268793801352	False	0.008772794480039429	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P09127	243221664.61474827	244999351.8836645	240186365.5443464	257435178.2528216	244596133.7003517	249574539.2860081	0	0.1640118974716382	-0.04523075478077544	False	0.008797437161163135	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6Z6	15721335.795862537	12815096.107052771	20713300.03022641	10834381.484814538	12820692.049518555	11132025.123962509	0	0.16475471969587666	0.5015635128266732	False	0.008822079842286841	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABU9	25193908.38783752	25958365.14369305	26710120.72593733	26640097.23657504	27230429.36665656	26692382.41881973	0	0.16481970912595365	-0.04918907009704863	False	0.008846722523410547	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P67095	36380088.72809035	38674265.33327002	33445822.6008134	34874912.392204545	30432582.46717272	33073852.05017297	0	0.16684615262852032	0.141240679882072	False	0.008871365204534253	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24173	7636337.540909482	7467315.756781395	6749540.399659806	7095950.800379668	6657555.263408912	6178404.821409515	0	0.1669113735243761	0.1327641064006863	False	0.00889600788565796	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P32685	1440960.7575870843	3105027.7458036724	3586478.15364373	4439176.336466161	3938348.684076435	3767166.3396197874	0	0.16750420924627996	-0.578560919055537	False	0.008920650566781667	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24251	47129261.18623132	40621231.48334892	42484800.00494878	37020127.83858525	40892430.99011109	40316176.14302756	0	0.1678174265296327	0.13953974098086674	False	0.008945293247905373	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P30852	6077487.96945555	6242059.447276172	4873490.629734572	6215717.730872665	6913199.9999999935	6695806.608395756	0	0.16809766261158463	-0.20547631091385254	False	0.008969935929029078	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P33224	5571840.230671225	4685612.197051648	4579859.210075304	5196589.313194541	6320721.056168655	5605205.911227262	0	0.16940584831820227	-0.20666501731732786	False	0.008994578610152784	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P36767	86911683.47655751	75162053.47996604	75679372.35231705	71573547.28856021	73371192.93411018	69341899.82811464	0	0.17003257846289851	0.14992230229328724	False	0.009019221291276492	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P08997	10069864.610477734	10323604.63475277	9517021.954852505	8658015.71996686	7448033.298648172	9754262.788991604	0	0.17029855505265878	0.20991193269655656	False	0.009043863972400198	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P08201	159550135.1067079	158403827.8971206	164295314.03164756	159940477.4519536	154239989.18835205	155587165.05238762	0	0.17051913147404416	0.03783176441796992	False	0.009068506653523904	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADS6	126098155.49049447	156240838.89550275	154092868.82991362	162040906.90985134	163415260.95926902	170426405.0449955	0	0.17129094627790342	-0.18424209034020164	False	0.00909314933464761	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AB98	71062.04711532188	3453397.692933362	5045903.293322195	9828694.841800848	4069084.563074912	5924871.443050811	1	0.1713415353681206	-1.2097216823801606	False	0.009117792015771316	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9M0	585468618.9369458	574385649.6474963	571591258.9556675	601950334.8407809	578194609.1049397	593961103.0371332	0	0.17158959932348555	-0.03511524906804311	False	0.009142434696895022	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AD12	91365971.46669357	93496698.01652844	82983770.1500607	85913567.05458218	80612096.65069786	81962950.4173282	0	0.17167169905431065	0.10822637079893417	False	0.009167077378018728	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7K6	2227705622.311244	2318606122.267753	2309156861.4829574	2305833784.370984	2371195003.7257214	2358042856.0625334	0	0.17196852149514938	-0.03730983083474878	False	0.009191720059142436	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P05458	31253497.854210515	31717259.429837253	32062739.612119045	29321108.69686461	31569461.362772167	28433531.20990698	0	0.1721309766857651	0.08938662320515933	False	0.00921636274026614	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7Y0	254886852.29042628	254662270.04503655	274647076.89963937	269148723.6469214	282306855.78651655	273036695.9540223	0	0.1721601252438474	-0.07229132765426655	False	0.009241005421389847	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P09394	141575392.22919777	134637336.35090995	134097807.07933928	139668867.72363207	142780226.7498553	142354881.39551005	0	0.17231491414619834	-0.05008106963097591	False	0.009265648102513555	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P09155	34715572.45511896	31663547.49212929	34378277.053177364	31578548.60648277	30996258.05702359	32377625.948193703	0	0.17272287247289853	0.08560888986033485	False	0.00929029078363726	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69411	75761262.81308451	72479283.8617413	77433985.79922703	79604802.25822593	81842594.72134031	75748513.2733021	0	0.17294828480109603	-0.07183551646809017	False	0.009314933464760967	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P31550	25997488.528750755	28792386.65995303	27624843.56992526	26600274.1096455	25187531.983108312	25759344.14280525	0	0.17322835076142024	0.08782825189420053	False	0.009339576145884671	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7F6	34403365.83003319	32454025.0784679	34923470.631055646	33234417.418870464	31990936.618231017	29076748.34136268	0	0.1739886904670605	0.11010446846276511	False	0.009364218827008379	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P33234	1383204.354525912	963676.4068985084	1038491.1149510348	759255.3563051401	865477.1249999998	989368.2494481382	0	0.17527699522280954	0.3729995852284743	False	0.009388861508132085	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P05055	1835068773.6347356	1902989675.8618555	1876739221.9324915	1842287495.6481173	1846615132.342564	1805021102.5892184	0	0.17582009167431534	0.03139715388452861	False	0.009413504189255791	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76440	1536109.5551344545	1829492.2030443605	2102502.638343124	2190152.3084936338	1953950.9831555795	2319530.902040398	0	0.1761078187922618	-0.241304764757197	False	0.009438146870379499	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P40191	28851215.679328565	25796445.982100114	24459912.423084784	22964594.77998582	23650455.16368233	24774479.604851253	0	0.17631712802512323	0.14810333611118548	False	0.009462789551503205	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P45799	20479893.45211729	20599676.67443968	17423144.94478715	17008426.885402333	17800739.003457602	17444579.824246194	0	0.17811265001245005	0.1629691229227759	False	0.00948743223262691	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AB18	21956396.535125487	18867397.18418609	21557703.290819924	18116833.03611356	18932486.36278332	19610306.64638683	0	0.1781621658885162	0.13879709450662545	False	0.009512074913750616	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8M0	1380758413.815935	1393840955.741742	1376709538.8727136	1356688674.6913342	1374130074.4952905	1378625046.6684358	0	0.17868266820015835	0.014623148655910866	False	0.009536717594874324	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39199	104143343.86215748	108767213.41823334	106574156.1267729	94204238.46964504	89344301.01206544	106175932.1628237	0	0.17933089510021974	0.14106535593048286	False	0.00956136027599803	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76297	71062.04711532188	62920.4716182855	2065743.913769164	1810724.1071512755	2084102.749999999	2293532.4348844043	2	0.17966098278547984	-1.4922328460277572	False	0.009586002957121736	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFT5	2592824.8458779277	2296840.647209694	2667894.132219817	3163763.374795178	2822937.239163644	2585635.1303213416	0	0.17993637773601348	-0.18176789971591423	False	0.009610645638245442	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P32680	44605565.14775084	49291143.96588589	46856326.14516891	57128915.52241624	50589980.43062261	48412321.2733986	0	0.18055464544057762	-0.14959298831004386	False	0.009635288319369148	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77718	82905399.70810911	77701508.14663965	76907154.93290459	76685589.49531738	76823308.64939773	71487759.23515697	0	0.18057637469251414	0.07810936691813565	False	0.009659931000492854	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P52095	959152.5774535496	965199.9477156566	849690.453009365	1030826.4997786784	939358.3411237184	1050628.1307939913	0	0.18147763511640158	-0.12294672544074929	False	0.00968457368161656	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23305	15859547.791392729	13434437.317404335	12748287.9199039	12788323.964672668	12733124.824655997	10845143.350001046	0	0.18197925565295547	0.20922693190434574	False	0.009709216362740268	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A879	5005510.133980823	4558972.5772676505	4969356.432053695	5316610.341546734	5205073.395478598	4918310.054617983	0	0.18208528053422443	-0.08725632834944849	False	0.009733859043863972	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P11447	29932555.23821737	26353040.06919666	30319639.9449767	32951345.14548683	30551079.197396938	30572804.95569336	0	0.18373234287167203	-0.11936066278087873	False	0.009758501724987679	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00448	194980220.22406307	173835897.03734297	176364652.78144884	161689551.9816843	170221078.1255829	174338716.2389167	0	0.183799017650663	0.10688653527694231	False	0.009783144406111386	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8D3	10566054.021114964	9798841.092699485	9809619.241616104	9773899.724991843	9649898.241464837	8739518.76164336	0	0.18437054576640025	0.09951330486188535	False	0.009807787087235093	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9C9	107922727.80092792	99770600.23335336	99538406.89658175	98613334.02806409	95763239.06472383	96881516.05276854	0	0.18595800761407003	0.07702912579370397	False	0.009832429768358799	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6T5	106672269.70908912	108402009.82594016	109355063.47911102	96253039.67995806	103285564.20440996	106823724.4321476	0	0.1864056684283376	0.08266540209147005	False	0.009857072449482503	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P08506	185412320.5089402	198856979.64392224	193506869.34083036	203512649.59666023	196560666.48319623	200219528.617022	0	0.18651229763495733	-0.05515577074067947	False	0.00988171513060621	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AG82	107949490.43639515	113995409.50668631	112220494.04923752	121914610.35523158	115849614.78001358	112559862.12428623	0	0.18664414779000757	-0.06812785071211767	False	0.009906357811729917	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFQ7	57152143.47221867	61449029.02116746	59567281.90643704	60666310.76976122	61552761.19716126	66065361.34412434	0	0.18671174821871858	-0.07967180474948969	False	0.009931000492853623	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77689	1780215.0055032496	1810264.680797688	1523778.698910075	1268155.816395261	1646310.750000001	1511518.0500828554	0	0.18705815589702063	0.20852661427592611	False	0.009955643173977331	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P27859	11076216.327155331	8959817.84552711	9592947.779355789	12000144.35096134	10387887.042137977	11012590.26604098	0	0.18937916582696104	-0.17286589834468366	False	0.009980285855101035	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9T6	5753782.516137164	5494254.732593624	4591080.630837987	5233396.079118011	7052598.4628985	6996855.69636629	0	0.1896421212830545	-0.283826324769475	False	0.010004928536224741	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39173	389874207.1703809	372056342.58851886	390265934.8969239	400831449.58423865	404208379.9225954	386009733.05117744	0	0.18992765669376835	-0.04784668732527118	False	0.010029571217348448	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9K3	169505588.0573918	174878374.00634	172553056.2461288	178849880.82746142	176226179.39378393	172881331.01546162	0	0.18994630621759837	-0.030432983051238576	False	0.010054213898472155	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P61889	673559608.1140438	697814596.185039	704003794.5869576	719464250.8220402	716423918.8271712	696051118.9589559	0	0.1904233100711385	-0.03879222935585256	False	0.010078856579595862	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AD40	330355.65304084594	306481.77489849285	438444.03465385287	368489.0960415878	89796.89843749993	58653.196647363	2	0.19054397217722713	1.0566478572241265	False	0.010103499260719566	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P52613	779700.7920274434	906264.5127599636	941114.8499118822	758318.3761823255	848170.6108641378	609819.4796978559	0	0.19063403794752182	0.24530152886858939	False	0.010128141941843274	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0CE47;P0CE48	46175540417.65325	53259841128.70729	52695313126.84008	54761607479.221565	55180680273.826775	55425072955.91355	0	0.1909692704060285	-0.12036324345335614	False	0.01015278462296698	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
