Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.82932e+07	3.71872e+07	3.64805e+07	3.64349e+07	3.27816e+07	3.42222e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	2	2	2.12252e+06	2.55066e+06	1.79059e+06	2.4574e+06	2.25346e+06	2.10038e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	2.82899e+07	2.52487e+07	2.74297e+07	2.73468e+07	2.87762e+07	2.85091e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	6	6	6.41042e+06	6.3586e+06	6.26325e+06	6.38615e+06	6.3919e+06	5.81879e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	15	15	8.66712e+08	8.52473e+08	8.78522e+08	8.34204e+08	8.81979e+08	8.91644e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	18	18	9.95186e+07	1.00835e+08	9.89677e+07	9.89932e+07	1.02808e+08	1.00718e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	3.14685e+07	3.27494e+07	3.01157e+07	3.09527e+07	3.34439e+07	3.08682e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	2	2	2.68713e+06	3.18009e+06	2.47813e+06	3.13362e+06	2.79607e+06	2.97252e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	20	20	2.5278e+07	2.52292e+07	2.59117e+07	2.56442e+07	2.50642e+07	2.54713e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	1.04516e+07	1.13668e+07	1.02689e+07	9.69611e+06	1.01651e+07	9.42369e+06
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	4.74993e+06	4.53798e+06	4.1406e+06	4.21593e+06	3.46794e+06	4.26751e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	1.86607e+08	1.82574e+08	1.91297e+08	1.81277e+08	1.87119e+08	1.88803e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	10	10	1.53583e+08	1.55685e+08	1.56881e+08	1.55745e+08	1.40278e+08	1.53172e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	17	17	2.01787e+08	1.95978e+08	1.864e+08	2.02505e+08	1.94831e+08	1.95386e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	30	30	4.10062e+08	4.07273e+08	4.03849e+08	4.02002e+08	4.07683e+08	4.03498e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	31	31	3.9901e+08	3.94127e+08	4.14298e+08	3.95174e+08	4.24815e+08	4.33304e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	4	4	1.81557e+06	1.72121e+06	1.79291e+06	1.21556e+06	1.96483e+06	1.19474e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	18	18	8.00212e+07	8.12047e+07	8.25075e+07	7.98545e+07	8.15705e+07	8.37601e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	16	16	7.90746e+07	8.03654e+07	7.72886e+07	8.09953e+07	7.80159e+07	7.95419e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	9	9	4.62322e+07	4.50983e+07	4.64983e+07	4.60014e+07	4.42789e+07	4.62511e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	23	23	8.41485e+07	8.50781e+07	8.75666e+07	8.58084e+07	8.91436e+07	8.6048e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.67962e+08	2.55118e+08	2.79391e+08	2.63967e+08	2.68262e+08	2.72742e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.29528e+07	2.15447e+07	2.05843e+07	2.12673e+07	2.38269e+07	2.3088e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	19	19	1.25494e+07	1.25084e+07	1.15558e+07	1.21833e+07	1.23091e+07	1.16877e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	4.84335e+07	4.9824e+07	4.69631e+07	4.92385e+07	4.86896e+07	4.67133e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	429591	433884	564426	579074	423034	429624
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	10	10	1.08997e+07	1.0381e+07	1.06617e+07	1.00422e+07	1.06719e+07	1.11663e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	14	14	4.15965e+07	4.18556e+07	4.16338e+07	4.27627e+07	4.17362e+07	4.21257e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	26	26	3.67831e+07	3.70676e+07	3.70711e+07	3.70288e+07	3.64532e+07	3.57312e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	4	4	8.13577e+06	7.86393e+06	8.33643e+06	8.51781e+06	8.29347e+06	8.30336e+06
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	9.2005e+06	1.06754e+07	1.14435e+07	1.12929e+07	9.69056e+06	9.92896e+06
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	3	3	2.06905e+07	2.23361e+07	1.9003e+07	2.18127e+07	2.00028e+07	2.1297e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	1.79103e+08	1.80545e+08	1.7755e+08	1.86384e+08	1.80417e+08	1.81173e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.52829e+07	2.65582e+07	2.43363e+07	2.55467e+07	2.17732e+07	2.23201e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	1.99449e+08	1.96016e+08	2.00982e+08	1.99284e+08	2.02126e+08	2.01393e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2	2.99434e+06	3.25539e+06	2.40483e+06	2.88128e+06	2.50456e+06	3.00091e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3	1.78866e+06	1.85183e+06	1.58754e+06	1.39186e+06	1.45912e+06	1.82652e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.36042e+06	1.30247e+06	1.14391e+06	1.44708e+06	1.51414e+06	1.16257e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	5	5	9.30479e+06	9.63053e+06	9.0993e+06	9.77693e+06	9.92474e+06	9.50019e+06
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	3	3	2.72323e+07	2.74324e+07	2.67473e+07	2.71159e+07	2.69847e+07	2.50668e+07
P0ABP3	DCUC_ECOLI	dcuC	Anaerobic C4-dicarboxylate transporter DcuC	3	3	256139	301086		327127	294009	231808
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	13	13	5.10769e+08	5.26818e+08	5.10548e+08	5.23872e+08	4.91103e+08	4.95612e+08
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	9	9	7.04001e+06	7.24116e+06	6.71116e+06	6.73216e+06	7.01113e+06	6.41414e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	3	3	4.33707e+06	4.32505e+06	4.02311e+06	4.31777e+06	4.22713e+06	4.36868e+06
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	5	5	2.78106e+07	2.68551e+07	2.68315e+07	2.76487e+07	2.61203e+07	2.63542e+07
P0ABR1	DINI_ECOLI	dinI	DNA-damage-inducible protein I	1	1	1.24775e+07	2.24805e+07	1.10825e+07	9.36265e+06		
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4	3.61789e+08	3.60772e+08	3.48807e+08	3.41708e+08	3.52375e+08	3.38888e+08
P0ABS5	PRIM_ECOLI	dnaG	DNA primase	5	5	3.13501e+06	3.07158e+06	3.37425e+06	3.38092e+06	3.68469e+06	3.62652e+06
P0ABS8	HOLE_ECOLI	holE	DNA polymerase III subunit theta	1	1	4.49232e+06	4.78847e+06		5.02007e+06	3.94637e+06	4.492e+06
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	18	18	4.49934e+08	4.37114e+08	4.30494e+08	4.45941e+08	4.31606e+08	4.24494e+08
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	8	8	3.06173e+07	2.89673e+07	2.87646e+07	3.08013e+07	2.89623e+07	2.84172e+07
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	15	15	1.44119e+08	1.41616e+08	1.4268e+08	1.42755e+08	1.47751e+08	1.44977e+08
P0ABU5	ELBB_ECOLI	elbB	Enhancing lycopene biosynthesis protein 2	3	3	9.04778e+07	8.98015e+07	8.58666e+07	8.30072e+07	8.90526e+07	8.70688e+07
P0ABU7	EXBB_ECOLI	exbB	Biopolymer transport protein ExbB	6	6	4.36755e+07	4.4048e+07	4.4057e+07	4.37147e+07	4.46332e+07	4.43212e+07
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	5	5	9.69059e+06	9.74028e+06	9.29798e+06	9.76245e+06	9.97158e+06	9.72572e+06
P0ABV2	EXBD_ECOLI	exbD	Biopolymer transport protein ExbD	3	3	1.45413e+07	1.54003e+07	1.38932e+07	1.42595e+07	1.48747e+07	1.50926e+07
P0ABV6	TOLR_ECOLI	tolR	Protein TolR	4	4	2.69302e+07	2.74887e+07	2.49517e+07	2.63029e+07	2.43606e+07	2.40144e+07
P0ABX2	FLGC_ECOLI	flgC	Flagellar basal-body rod protein FlgC	3	3	1.21589e+06	1.22128e+06	1.38342e+06	1.1868e+06	1.30741e+06	1.16646e+06
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	2	2	4.47302e+06	4.50283e+06	5.25968e+06	4.92864e+06	4.56209e+06	4.50362e+06
P0ABX8	FLIL_ECOLI	fliL	Flagellar protein FliL	8	8	7.62822e+06	7.2993e+06	8.49198e+06	7.70216e+06	8.98646e+06	7.9363e+06
P0ABZ1	FLIG_ECOLI	fliG	Flagellar motor switch protein FliG	9	9	9.68004e+06	1.03555e+07	9.69792e+06	9.67862e+06	1.0189e+07	9.75598e+06
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3	3	2.49055e+07	2.7155e+07	2.38884e+07	2.66893e+07	2.53427e+07	2.52365e+07
P0ABZ6	SURA_ECOLI	surA	Chaperone SurA	18	18	6.4469e+07	6.40886e+07	6.28013e+07	6.29633e+07	6.41023e+07	6.35015e+07
P0AC02	BAMD_ECOLI	bamD	Outer membrane protein assembly factor BamD	12	12	1.0133e+08	1.02433e+08	9.88591e+07	1.01463e+08	9.94466e+07	9.69545e+07
P0AC13	DHPS_ECOLI	folP	Dihydropteroate synthase	12	12	2.70669e+07	2.70726e+07	2.67459e+07	2.75787e+07	2.61755e+07	2.61376e+07
P0AC16	FOLB_ECOLI	folB	Dihydroneopterin aldolase	1	1			398229	647155		
P0AC19	FOLX_ECOLI	folX	D-erythro-7,8-dihydroneopterin triphosphate epimerase	6	6	2.18611e+07	2.19905e+07	2.27485e+07	2.2013e+07	2.16642e+07	2.11325e+07
P0AC28	YGFA_ECOLI	ygfA	Uncharacterized protein YgfA	1	1	450072	410283	412220	485434	511584	477566
P0AC30	FTSX_ECOLI	ftsX	Cell division protein FtsX	9	9	1.08381e+07	1.06348e+07	1.0337e+07	1.09569e+07	1.09807e+07	1.14529e+07
P0AC33	FUMA_ECOLI	fumA	Fumarate hydratase class I, aerobic	8	8	1.25076e+07	1.24679e+07	1.29929e+07	1.22092e+07	1.21981e+07	1.26547e+07
P0AC38	ASPA_ECOLI	aspA	Aspartate ammonia-lyase	22	22	6.36914e+08	6.20742e+08	6.34644e+08	6.29897e+08	6.35134e+08	6.3005e+08
P0AC41	DHSA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	13	13	1.89355e+07	2.02182e+07	2.00563e+07	1.89663e+07	2.11651e+07	2.06681e+07
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8	9.682e+07	9.48548e+07	9.09072e+07	9.66057e+07	8.85242e+07	8.80702e+07
P0AC51	ZUR_ECOLI	zur	Zinc uptake regulation protein	4	4	1.30557e+07	1.13642e+07	1.12394e+07	1.47451e+07	1.36125e+07	1.20881e+07
P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	25	25	5.37476e+07	5.56611e+07	5.47236e+07	5.43806e+07	5.48128e+07	5.30484e+07
P0AC59	GLRX2_ECOLI	grxB	Glutaredoxin-2	10	10	5.30742e+07	5.27426e+07	5.65178e+07	5.11291e+07	5.61167e+07	5.48019e+07
P0AC62	GLRX3_ECOLI	grxC	Glutaredoxin-3	4	4	1.3836e+08	1.35355e+08	1.40223e+08	1.33443e+08	1.38382e+08	1.36867e+08
P0AC69	GLRX4_ECOLI	grxD	Glutaredoxin-4	4	4	1.73425e+08	1.66204e+08	1.61545e+08	1.57844e+08	1.66719e+08	1.54195e+08
P0AC75	KDTA_ECOLI	waaA	3-deoxy-D-manno-octulosonic acid transferase	4	4	1.48901e+06	1.7339e+06	1.30227e+06	1.65939e+06	1.42218e+06	1.75349e+06
P0AC81	LGUL_ECOLI	gloA	Lactoylglutathione lyase	2	2	7.89061e+06	8.78875e+06	4.80656e+06	7.85107e+06	7.12998e+06	
P0AC84	GLO2_ECOLI	gloB	Hydroxyacylglutathione hydrolase	5	5	2.44815e+06	2.52286e+06	2.33925e+06	2.37391e+06	2.31781e+06	2.43565e+06
P0AC86	PHSG_ECOLI	glgP	Glycogen phosphorylase	13	13	6.87842e+06	7.13439e+06	6.50914e+06	6.97496e+06	7.0367e+06	7.0897e+06
P0AC92	GNSA_ECOLI	gnsA	Protein GnsA	4	2	5.89677e+07	6.12079e+07	5.53722e+07	5.76388e+07	5.2617e+07	5.34778e+07
P0AC98	YAAH_ECOLI	yaaH	Inner membrane protein YaaH	1	1	6.35086e+06	5.43425e+06			7.53486e+06	
P0ACA1	YIBF_ECOLI	yibF	Uncharacterized GST-like protein YibF	3	3	6.05405e+06	6.3736e+06	6.01212e+06	7.25199e+06	6.84553e+06	5.78524e+06
P0ACA3	SSPA_ECOLI	sspA	Stringent starvation protein A	12	12	2.16751e+08	2.17539e+08	2.08812e+08	2.23798e+08	2.05501e+08	2.10854e+08
P0ACA7	GSTB_ECOLI	gstB	Glutathione S-transferase GstB	8	8	1.9299e+07	1.8264e+07	1.93069e+07	1.87329e+07	1.88182e+07	1.76666e+07
P0ACB0	DNAB_ECOLI	dnaB	Replicative DNA helicase	12	12	6.23457e+06	6.1969e+06	6.75204e+06	6.96379e+06	6.92281e+06	6.68046e+06
P0ACB2	HEM2_ECOLI	hemB	Delta-aminolevulinic acid dehydratase	12	12	6.70164e+07	6.89442e+07	6.68628e+07	6.79281e+07	7.11052e+07	7.17776e+07
P0ACB4	HEMG_ECOLI	hemG	Protoporphyrinogen IX dehydrogenase [menaquinone]	10	10	7.53115e+06	7.59339e+06	6.60112e+06	7.60011e+06	7.1665e+06	7.34141e+06
P0ACB7	HEMY_ECOLI	hemY	Protein HemY	10	10	2.14484e+07	2.19405e+07	2.29784e+07	2.29486e+07	2.20551e+07	2.2031e+07
P0ACC1	PRMC_ECOLI	prmC	Release factor glutamine methyltransferase	2	2	8.04001e+06	4.26674e+06	4.61828e+06	7.71078e+06	6.08303e+06	2.94578e+06
P0ACC3	ERPA_ECOLI	erpA	Iron-sulfur cluster insertion protein ErpA	5	5	5.62932e+07	5.83692e+07	5.97005e+07	5.93445e+07	5.8187e+07	5.8458e+07
P0ACC7	GLMU_ECOLI	glmU	Bifunctional protein GlmU	14	14	7.12197e+07	7.08534e+07	7.21696e+07	7.11226e+07	7.40027e+07	7.19248e+07
P0ACD4	NIFU_ECOLI	nifU	NifU-like protein	5	5	9.80142e+07	9.861e+07	9.10015e+07	9.46584e+07	9.92487e+07	9.4407e+07
P0ACD8	MBHL_ECOLI	hyaB	Hydrogenase-1 large chain	17	17	2.35777e+07	2.36272e+07	2.3691e+07	2.40512e+07	2.32409e+07	2.3346e+07
P0ACE0	MBHM_ECOLI	hybC	Hydrogenase-2 large chain	19	19	7.5168e+07	7.53442e+07	7.34798e+07	7.37563e+07	7.36302e+07	7.30329e+07
P0ACE3	HHA_ECOLI	hha	Hemolysin expression-modulating protein Hha	2	2	2.72592e+07	2.79316e+07	2.5015e+07	2.73717e+07	2.81046e+07	2.81541e+07
P0ACE7	HINT_ECOLI	hinT	HIT-like protein HinT	5	5	8.06277e+07	8.03485e+07	8.15698e+07	8.09927e+07	8.12764e+07	8.00569e+07
P0ACF0	DBHA_ECOLI	hupA	DNA-binding protein HU-alpha	7	7	3.6662e+09	3.51891e+09	3.4683e+09	3.53381e+09	3.52699e+09	3.571e+09
P0ACF4	DBHB_ECOLI	hupB	DNA-binding protein HU-beta	6	6	2.80588e+08	2.83989e+08	3.03139e+08	2.79852e+08	3.12619e+08	3e+08
P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	8	8	9.89236e+08	9.42907e+08	1.04047e+09	9.82274e+08	1.02429e+09	1.03134e+09
P0ACG1	STPA_ECOLI	stpA	DNA-binding protein StpA	7	7	1.69121e+08	1.63933e+08	1.66418e+08	1.70159e+08	1.63659e+08	1.60649e+08
P0ACI0	ROB_ECOLI	rob	Right origin-binding protein	7	7	1.75721e+07	1.83827e+07	1.76786e+07	1.84501e+07	1.85791e+07	1.83874e+07
P0ACI6	ASNC_ECOLI	asnC	Regulatory protein AsnC	2	2	450881	417845	428955	460344	387186	307599
P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	10	10	4.30571e+07	4.30387e+07	4.12607e+07	4.09686e+07	4.01586e+07	4.04653e+07
P0ACJ8	CRP_ECOLI	crp	cAMP receptor protein	8	8	1.66694e+08	1.69906e+08	1.61842e+08	1.5907e+08	1.61499e+08	1.5976e+08
P0ACK2	AGAR_ECOLI	agaR	Putative aga operon transcriptional repressor	4	4	3.76224e+06	3.26533e+06	3.51349e+06	3.30518e+06	2.7135e+06	3.51013e+06
P0ACK5	DEOR_ECOLI	deoR	Deoxyribose operon repressor	2	2	456106		408795		403539	459924
P0ACK8	FUCR_ECOLI	fucR	L-fucose operon activator	1	1		1.01312e+06				
P0ACL0	GLPR_ECOLI	glpR	Glycerol-3-phosphate regulon repressor	8	8	9.04969e+06	1.02201e+07	9.38891e+06	9.78922e+06	9.56039e+06	9.74738e+06
P0ACL2	EXUR_ECOLI	exuR	Exu regulon transcriptional regulator	6	6	7.79119e+06	8.28742e+06	7.51436e+06	7.63937e+06	7.29772e+06	7.47242e+06
P0ACL9	PDHR_ECOLI	pdhR	Pyruvate dehydrogenase complex repressor	4	4	6.35267e+06	6.72816e+06	7.08252e+06	6.71581e+06	6.47766e+06	6.4904e+06
P0ACM2	YDFH_ECOLI	ydfH	Uncharacterized HTH-type transcriptional regulator YdfH	5	5	7.37998e+06	7.79924e+06	8.64104e+06	7.06155e+06	8.08968e+06	8.4507e+06
P0ACM5	YEGW_ECOLI	yegW	Uncharacterized HTH-type transcriptional regulator YegW	2	2	1.46293e+06	1.46165e+06	1.43161e+06	1.22096e+06	1.24923e+06	819877
P0ACN4	ALLR_ECOLI	allR	HTH-type transcriptional repressor AllR	5	5	1.19784e+07	1.18951e+07	1.30911e+07	1.22666e+07	1.27595e+07	1.27088e+07
P0ACN7	CYTR_ECOLI	cytR	HTH-type transcriptional repressor CytR	4	4	4.81745e+06	4.79526e+06	5.06564e+06	5.44618e+06	3.96584e+06	4.28151e+06
P0ACP1	CRA_ECOLI	cra	Catabolite repressor/activator	10	10	1.44501e+07	1.4244e+07	1.53132e+07	1.53961e+07	1.45018e+07	1.41728e+07
P0ACP5	GNTR_ECOLI	gntR	HTH-type transcriptional regulator GntR	5	5	1.91392e+06	2.16481e+06	2.05931e+06	1.73867e+06	2.22229e+06	2.19274e+06
P0ACP7	PURR_ECOLI	purR	HTH-type transcriptional repressor PurR	13	13	2.02396e+07	2.03384e+07	1.8474e+07	1.92917e+07	1.93679e+07	1.77305e+07
P0ACQ4	OXYR_ECOLI	oxyR	Hydrogen peroxide-inducible genes activator	9	9	2.00067e+07	2.06816e+07	2.11032e+07	2.03205e+07	1.9326e+07	1.93026e+07
P0ACR4	YEIE_ECOLI	yeiE	Uncharacterized HTH-type transcriptional regulator YeiE	8	8	6.47867e+06	7.27228e+06	7.44021e+06	7.27775e+06	7.56651e+06	7.30871e+06
P0ACR9	MPRA_ECOLI	mprA	Transcriptional repressor MprA	4	4	6.74706e+07	6.81182e+07	6.74345e+07	6.76628e+07	7.24781e+07	6.89364e+07
P0ACS7	RPIR_ECOLI	rpiR	HTH-type transcriptional regulator RpiR	3	3	1.73527e+06	1.85042e+06	1.73105e+06	1.81659e+06	1.84586e+06	1.87912e+06
P0ACT6	UIDR_ECOLI	uidR	HTH-type transcriptional regulator UidR	1	1		627307	565462	631708	547402	461055
P0ACU5	FABR_ECOLI	fabR	HTH-type transcriptional repressor FabR	6	6	1.16066e+07	1.19471e+07	1.16815e+07	1.15146e+07	1.09952e+07	1.14465e+07
P0ACU7	YJDC_ECOLI	yjdC	HTH-type transcriptional regulator YjdC	4	4	1.09668e+07	1.15641e+07	8.14067e+06	1.09604e+07	8.45466e+06	9.61932e+06
P0ACV8	YMJA_ECOLI	ymjA	Uncharacterized protein YmjA	1	1	2.36827e+06	3.24967e+06	2.69546e+06	3.08116e+06	2.66946e+06	2.69013e+06
P0ACX5	YDHZ_ECOLI	ydhZ	Uncharacterized protein YdhZ	1	1	1.04594e+07	1.04379e+07	1.08334e+07	1.1327e+07	1.0826e+07	1.08487e+07
P0ACY1	YDJA_ECOLI	ydjA	Putative NAD(P)H nitroreductase YdjA	10	10	4.10461e+07	4.08864e+07	4.32604e+07	4.11179e+07	4.16813e+07	4.25418e+07
P0ACY3	YEAG_ECOLI	yeaG	Uncharacterized protein YeaG	13	13	9.43237e+06	1.03503e+07	1.14205e+07	1.13028e+07	9.77567e+06	9.63649e+06
P0ACY9	YEBG_ECOLI	yebG	Uncharacterized protein YebG	1	1	1.946e+07	1.85524e+07	1.96163e+07	2.01869e+07	1.9202e+07	1.90623e+07
P0ACZ2	ETP_ECOLI	etp	Low molecular weight protein-tyrosine-phosphatase etp	6	6	6.98971e+06	6.96965e+06	6.77679e+06	6.90721e+06	7.1407e+06	6.71262e+06
P0ACZ4	EVGA_ECOLI	evgA	Positive transcription regulator EvgA	9	9	2.38774e+07	2.27996e+07	2.45737e+07	2.38809e+07	2.31124e+07	2.24878e+07
P0AD01	DCUR_ECOLI	dcuR	Transcriptional regulatory protein DcuR	2	2	2.44829e+06	2.18996e+06	2.18519e+06	2.32163e+06	2.18676e+06	2.78664e+06
P0AD05	YECA_ECOLI	yecA	Uncharacterized protein YecA	5	5	3.66238e+07	3.38403e+07	3.34956e+07	3.74608e+07	3.5185e+07	3.40664e+07
P0AD07	YECF_ECOLI	yecF	Uncharacterized protein YecF	2	2	3.45146e+07	3.35633e+07	3.39827e+07	3.53363e+07	3.6922e+07	3.98058e+07
P0AD10	YECJ_ECOLI	yecJ	Uncharacterized protein YecJ	3	3	2.73488e+07	2.93716e+07	3.14093e+07	2.88285e+07	3.39254e+07	3.08535e+07
P0AD12	YEEZ_ECOLI	yeeZ	Protein YeeZ	10	10	3.67022e+07	3.68476e+07	3.56267e+07	3.64554e+07	3.53938e+07	3.61939e+07
P0AD24	YEJL_ECOLI	yejL	UPF0352 protein YejL	2	2	1.62637e+07	1.7786e+07	1.57426e+07	1.43555e+07	1.56861e+07	1.6437e+07
P0AD33	YFCZ_ECOLI	yfcZ	UPF0381 protein YfcZ	3	3	5.20066e+08	5.21113e+08	5.21323e+08	5.18697e+08	5.23643e+08	5.02746e+08
P0AD37	YFEC_ECOLI	yfeC	Uncharacterized protein YfeC	3	3	6.67759e+06	5.85477e+06	6.55332e+06	7.42957e+06	6.24856e+06	5.25148e+06
P0AD44	YFHG_ECOLI	yfhG	Uncharacterized protein YfhG	5	5	2.39994e+06	2.00417e+06	2.16588e+06	2.27828e+06	2.51959e+06	2.3043e+06
P0AD49	RAIA_ECOLI	raiA	Ribosome-associated inhibitor A	7	7	4.88934e+07	4.65144e+07	4.98274e+07	4.94498e+07	4.75108e+07	4.85194e+07
P0AD57	ISPB_ECOLI	ispB	Octaprenyl-diphosphate synthase	5	5	3.53411e+06	3.60773e+06	3.64156e+06	3.6263e+06	3.37065e+06	3.20686e+06
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	6	6	2.65087e+07	2.54568e+07	2.51939e+07	2.81186e+07	2.50728e+07	2.4466e+07
P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	29	29	3.73257e+08	3.69324e+08	3.53944e+08	3.68058e+08	3.66348e+08	3.61788e+08
P0AD68	FTSI_ECOLI	ftsI	Peptidoglycan synthase FtsI	6	6	2.37628e+06	2.21729e+06	2.53393e+06	2.17421e+06	2.25633e+06	2.30652e+06
P0AD70	AMPH_ECOLI	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	3	3	2.27055e+06	2.71046e+06	3.60787e+06	2.5197e+06	2.88576e+06	2.93245e+06
P0ADA1	TESA_ECOLI	tesA	Acyl-CoA thioesterase I	5	5	4.80929e+06	4.5142e+06	4.38581e+06	4.35039e+06	4.51127e+06	4.68895e+06
P0ADA3	NLPD_ECOLI	nlpD	Murein hydrolase activator NlpD	8	8	2.12258e+07	2.22486e+07	2.19891e+07	2.17749e+07	2.12634e+07	2.16118e+07
P0ADA5	YAJG_ECOLI	yajG	Uncharacterized lipoprotein YajG	6	6	9.90908e+07	1.02965e+08	1.00692e+08	9.7859e+07	1.01717e+08	1.04239e+08
P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible lipoprotein E	3	3	6.81531e+07	6.87085e+07	6.3605e+07	6.83337e+07	6.31421e+07	6.27649e+07
P0ADB7	ECNB_ECOLI	ecnB	Entericidin B	1	1	1.30296e+08	1.32687e+08	1.47093e+08	1.31194e+08	1.37177e+08	1.36014e+08
P0ADC1	LPTE_ECOLI	lptE	LPS-assembly lipoprotein LptE	3	3	3.00736e+06	3.22097e+06	3.51854e+06	3.50092e+06	3.49774e+06	3.5023e+06
