Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML
P38013	AHP1_YEAST	AHP1	Peroxiredoxin AHP1	5	5	5.84948e+08	6.11362e+08	6.97054e+08	6.05722e+08	5.77094e+08	5.76038e+08	6.47315e+08	7.17105e+08	6.64239e+08	2.18298e+08	1.85005e+08	2.21812e+08	1.69414e+08	2.04644e+08	1.7699e+08	2.62554e+08	2.5044e+08	2.29578e+08
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	2	2										3.05603e+06	4.81245e+06				3.48049e+06	4.73886e+06	4.16201e+06	4.88412e+06
P38061	RL32_YEAST	RPL32	Large ribosomal subunit protein eL32	4	4	3.5898e+08	3.05083e+08	3.95322e+08	3.41822e+08	3.0476e+08	3.62811e+08	3.4857e+08	3.31623e+08	3.58402e+08	1.54799e+08	1.45678e+08	1.83423e+08	1.74734e+08	1.54018e+08	1.59656e+08	1.56563e+08	1.75012e+08	1.70301e+08
P38063	KPR4_YEAST	PRS4	Ribose-phosphate pyrophosphokinase 4	5	4	6.89979e+06	6.48381e+06	5.24083e+06	6.48206e+06	5.63195e+06	5.26516e+06	6.36199e+06	6.3772e+06	5.08291e+06	2.46074e+06	3.02584e+06			2.39032e+06	2.89281e+06	1.95671e+06	3.38733e+06	2.78185e+06
P38065	AP2A_YEAST	APL3	AP-2 complex subunit alpha	2	2	133342	131895	196451	149353	123539	189620	136358											
P38066	RIB1_YEAST	RIB1	GTP cyclohydrolase-2	2	2	3.67134e+06	3.65861e+06	6.46408e+06	2.93308e+06	3.75583e+06	4.26692e+06	3.43381e+06	3.48075e+06	3.93197e+06	1.47682e+06	1.4691e+06	1.64477e+06		1.41734e+06	908561	1.65709e+06	1.35788e+06	1.67455e+06
P38067	SSDH_YEAST	UGA2	Succinate-semialdehyde dehydrogenase [NADP(+)]	5	5	1.02363e+07	1.09204e+07	1.08615e+07	7.2464e+06	9.918e+06	9.71584e+06	8.426e+06	9.70319e+06	8.52233e+06	3.91757e+06	3.78994e+06	4.22738e+06		3.50277e+06	3.46223e+06	2.88118e+06	4.53304e+06	4.13641e+06
P38068	GLRX7_YEAST	GRX7	Monothiol glutaredoxin-7	3	3	1.74582e+06	2.17219e+06	1.73317e+06	1.94001e+06	2.10946e+06	1.42624e+06	2.15889e+06	1.9981e+06	1.89125e+06	926045	912809	618677		695938	418566	824981	751541	659503
P38069	MNN2_YEAST	MNN2	Alpha-1,2-mannosyltransferase MNN2	12	12	1.02642e+07	9.04723e+06	1.05658e+07	6.28454e+06	8.47279e+06	8.52782e+06	8.33866e+06	9.00262e+06	8.8973e+06	3.69745e+06	4.29905e+06	5.0578e+06	2.81592e+06	3.99584e+06	4.22668e+06	3.72683e+06	4.2464e+06	4.07692e+06
P38071	ETR1_YEAST	ETR1	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	10	10	6.82802e+07	6.18778e+07	5.72625e+07	5.90448e+07	5.39453e+07	5.4662e+07	6.24222e+07	6.07455e+07	5.76855e+07	2.71815e+07	2.33567e+07	1.9556e+07	2.32183e+07	2.07346e+07	2.18657e+07	2.48886e+07	2.08103e+07	2.05558e+07
P38072	SCO2_YEAST	SCO2	Cytochrome c oxidase assembly factor SCO2	2	2	6.35945e+07	5.82093e+07	2.35736e+07	2.82549e+07	3.92092e+07	6.09642e+07	2.78543e+07	4.49483e+07	6.18662e+07									
P38074	ANM1_YEAST	HMT1	Protein arginine N-methyltransferase 1	4	4	4.96855e+06	5.50474e+06	5.37007e+06	4.9114e+06	5.48322e+06	4.54349e+06	4.84393e+06	5.30646e+06	4.70123e+06	2.25751e+06	2.3918e+06	1.64679e+06	1.10008e+06	2.20609e+06	1.95787e+06	2.24823e+06	2.4464e+06	1.90523e+06
P38075	PDX3_YEAST	PDX3	Pyridoxamine 5'-phosphate oxidase	7	7	4.28185e+07	3.86245e+07	4.70978e+07	3.83249e+07	3.91086e+07	4.17102e+07	4.01968e+07	3.61094e+07	4.13026e+07	1.98076e+07	1.94762e+07	2.20281e+07	1.45555e+07	1.86149e+07	1.97001e+07	1.92086e+07	2.09144e+07	2.0266e+07
P38077	ATPG_YEAST	ATP3	ATP synthase subunit gamma, mitochondrial	9	9	5.28389e+07	5.55007e+07	5.85137e+07	5.19066e+07	5.11699e+07	5.11075e+07	5.2108e+07	5.09094e+07	5.26494e+07	2.5425e+07	2.66674e+07	2.77742e+07	1.91782e+07	2.56509e+07	2.70163e+07	2.5774e+07	2.61293e+07	2.62863e+07
P38079	YRO2_YEAST	YRO2	Protein YRO2	3	2	1.90076e+08	2.0978e+08	2.02107e+08	2.04505e+08	1.90426e+08	1.7346e+08	2.05959e+08	1.94556e+08	1.72232e+08	1.02104e+08	1.01324e+08	9.84688e+07	9.80638e+07	9.56334e+07	9.80716e+07	1.04658e+08	1.02195e+08	9.79984e+07
P38080	AKL1_YEAST	AKL1	Serine/threonine-protein kinase AKL1	17	16	9.60596e+06	1.08253e+07	1.22907e+07	5.66621e+06	1.03025e+07	9.94921e+06	9.99386e+06	7.7273e+06	1.15261e+07	3.35386e+06	4.53749e+06			4.49997e+06		2.89836e+06	5.72728e+06	5.24002e+06
P38081	YBQ6_YEAST	YBR056W	Uncharacterized glycosyl hydrolase YBR056W	11	11	1.57753e+07	1.52355e+07	1.32568e+07	1.26958e+07	1.4128e+07	1.2691e+07	1.35819e+07	1.37999e+07	1.36195e+07	6.51991e+06	7.25852e+06	4.88373e+06	3.97912e+06	6.85756e+06	4.84881e+06	6.29619e+06	5.76969e+06	6.29663e+06
P38088	SYG_YEAST	GRS1	Glycine--tRNA ligase 1, mitochondrial	28	28	1.15992e+08	1.17121e+08	1.21524e+08	1.08142e+08	1.07473e+08	1.13813e+08	1.14544e+08	1.11075e+08	1.12958e+08	5.42008e+07	5.48424e+07	5.86013e+07	5.2796e+07	5.48426e+07	5.6845e+07	5.64333e+07	5.41899e+07	5.54525e+07
P38089	PP2C4_YEAST	PTC4	Protein phosphatase 2C homolog 4	4	4	318041	383066	186942		360579	255225	305187	271798	262693									
P38109	ATG42_YEAST	ATG42	Vacuolar serine-type carboxypeptidase ATG42	2	2	1.36606e+07	9.7252e+06	1.03467e+07	1.13811e+07	9.6543e+06	7.96781e+06	9.31335e+06	9.77035e+06	9.63861e+06	4.73243e+06	5.17029e+06	2.41686e+06		5.25746e+06	4.58157e+06	5.28776e+06	6.34554e+06	4.20956e+06
P38112	MAK5_YEAST	MAK5	ATP-dependent RNA helicase MAK5	6	6	2.32409e+06	2.40363e+06	2.67611e+06	1.84545e+06	2.45239e+06	2.52825e+06	2.24831e+06	2.14922e+06	2.60257e+06	1.15493e+06	1.09229e+06			1.42527e+06	1.36505e+06		1.46965e+06	
P38113	ADH5_YEAST	ADH5	Alcohol dehydrogenase 5	4	4	1.33748e+06	1.28721e+06	478552	1.15292e+06	1.01629e+06	349730	1.2046e+06	1.20021e+06	650528	365551	593938			698252			460771	
P38115	ARA1_YEAST	ARA1	D-arabinose dehydrogenase [NAD(P)+] heavy chain	16	16	6.84182e+07	6.76912e+07	7.41337e+07	6.29537e+07	6.27983e+07	6.69718e+07	7.18443e+07	6.96363e+07	6.91963e+07	3.06438e+07	2.82863e+07	3.02245e+07	2.67514e+07	2.92921e+07	3.12538e+07	3.21944e+07	3.23147e+07	3.04891e+07
P38116	ARL1_YEAST	ARL1	ADP-ribosylation factor-like protein 1	3	3	6.72903e+06	7.27833e+06	1.01621e+07	7.10218e+06	6.6682e+06	7.34018e+06	7.42486e+06	6.89505e+06	7.46419e+06	3.62267e+06	3.75641e+06	5.11765e+06	2.55536e+06	3.29327e+06	3.54259e+06	3.24577e+06	3.14937e+06	3.39039e+06
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	15	15	1.07298e+08	1.00592e+08	1.01221e+08	1.10362e+08	1.02786e+08	1.02429e+08	1.00676e+08	1.02685e+08	9.98342e+07	1.12336e+08	1.11433e+08	1.04755e+08	1.10189e+08	1.06695e+08	1.04244e+08	1.02094e+08	1.02227e+08	1.0141e+08
P38121	DPOA2_YEAST	POL12	DNA polymerase alpha subunit B	4	4	988464	1.31625e+06	2.04586e+06		979053	1.48494e+06	954696	815315	1.22304e+06								638793	
P38129	TAF5_YEAST	TAF5	SAGA complex/transcription factor TFIID complex subunit TAF5	13	13	1.77578e+07	1.88329e+07	1.94883e+07	1.79229e+07	1.79398e+07	2.07119e+07	1.57546e+07	1.62829e+07	1.65093e+07	1.03751e+07	1.01384e+07	9.65807e+06	9.54516e+06	8.16286e+06	9.42912e+06	1.00898e+07	1.10779e+07	8.98535e+06
P38130	KTR3_YEAST	KTR3	Probable mannosyltransferase KTR3	9	9	9.71247e+06	9.50771e+06	1.15774e+07	7.01147e+06	9.05524e+06	8.82624e+06	8.8196e+06	9.55171e+06	7.91598e+06	4.2383e+06	5.29862e+06	5.0832e+06	3.99087e+06	4.48168e+06	4.29345e+06	3.99026e+06	4.89497e+06	4.23814e+06
P38131	KTR4_YEAST	KTR4	Probable mannosyltransferase KTR4	6	6	4.82634e+06	3.49555e+06	4.74689e+06	3.62428e+06	3.55138e+06	4.09718e+06	3.04768e+06	4.05763e+06	4.55291e+06	1.77611e+06	1.21707e+06	1.82981e+06		995893	1.59485e+06	1.77066e+06	1.61395e+06	2.16634e+06
P38132	MCM7_YEAST	MCM7	DNA replication licensing factor MCM7	1	1	8.48332e+06	8.17258e+06	3.83223e+06		7.91612e+06			6.4325e+06	7.67076e+06									
P38137	FAT2_YEAST	PCS60	Oxalate--CoA ligase	15	15	2.87769e+07	2.93149e+07	2.74934e+07	2.67393e+07	2.65245e+07	2.94204e+07	2.92758e+07	2.82449e+07	2.72273e+07	1.48184e+07	1.36447e+07	1.56413e+07	1.16823e+07	1.38896e+07	1.45457e+07	1.44414e+07	1.33917e+07	1.42345e+07
P38138	GLU2A_YEAST	ROT2	Glucosidase 2 subunit alpha	5	5	7.14847e+06	7.14976e+06	7.15072e+06	5.35465e+06	6.63009e+06	7.48532e+06	6.59974e+06	5.83628e+06	6.4823e+06	3.10563e+06	2.95057e+06	2.74376e+06	2.07762e+06	2.55629e+06	3.14675e+06	2.50337e+06	2.58268e+06	3.76388e+06
P38143	GPX2_YEAST	GPX2	Glutathione peroxidase-like peroxiredoxin 2	5	5	2.06082e+07	2.05318e+07	1.96712e+07	1.89257e+07	1.84081e+07	1.65954e+07	1.75707e+07	1.90473e+07	1.91799e+07	9.98933e+06	9.2812e+06	8.76208e+06	6.81242e+06	9.39469e+06	9.01651e+06	9.0887e+06	8.93538e+06	9.84e+06
P38144	ISW1_YEAST	ISW1	ISWI chromatin-remodeling complex ATPase ISW1	20	20	9.62918e+06	9.23921e+06	1.05582e+07	7.5577e+06	8.54229e+06	9.58195e+06	8.59005e+06	8.28697e+06	8.97045e+06	3.65645e+06	3.95081e+06	4.04435e+06	3.29277e+06	4.05058e+06	4.13746e+06	3.63823e+06	3.5102e+06	3.88257e+06
P38145	RISA_YEAST	RIB5	Riboflavin synthase	4	4	2.17642e+07	2.28369e+07	2.41366e+07	1.8012e+07	2.14807e+07	2.06722e+07	2.10194e+07	2.36442e+07	2.47039e+07	8.47298e+06	9.28981e+06	6.76477e+06	1.41205e+07					
P38146	YPT10_YEAST	YPT10	GTP-binding protein YPT10	3	3	1.88951e+06	2.20538e+06	2.10132e+06	1.35481e+06	1.78103e+06	2.10721e+06	1.53609e+06	1.93648e+06	2.10469e+06		768766	1.10542e+06		1.05618e+06	779491	786462	956712	803098
P38149	DUG2_YEAST	DUG2	Probable di- and tripeptidase DUG2	6	6	8.70586e+06	7.55967e+06	7.34183e+06	8.48479e+06	8.84189e+06	8.2025e+06	8.65718e+06	1.00225e+07	9.45355e+06			3.2875e+06		2.99633e+06	5.3049e+06		4.82058e+06	4.6514e+06
P38153	AP3M_YEAST	APM3	AP-3 complex subunit mu	6	6	2.24783e+06	2.47438e+06	2.76293e+06	1.94013e+06	2.18019e+06	2.61525e+06	2.02279e+06	1.95451e+06	2.52458e+06	1.35341e+06	966639	1.23581e+06		823478				1.14177e+06
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	15	4	3.71626e+08	3.78081e+08	4.55283e+08	3.59763e+08	3.94082e+08	4.25521e+08	3.91051e+08	3.96954e+08	3.98288e+08	3.7781e+08	3.79764e+08	4.36541e+08	3.3129e+08	4.08278e+08	3.99214e+08	3.89363e+08	4.21258e+08	3.94826e+08
P38162	MIX23_YEAST	MIX23	Mitochondrial intermembrane space cysteine motif-containing protein MIX23	1	1		6.49827e+06		1.49248e+07			1.421e+07	1.43851e+07			7.17194e+06							
P38164	SEA4_YEAST	SEA4	SEH-associated protein 4	4	4	561222	698849	553557	514636	532685	669375	428220	447595	536833		361101							
P38165	RTG3_YEAST	RTG3	Retrograde regulation protein 3	3	3	207073	285700	251811		319555	270610	224650	268280	281255						143581			
P38166	SFT2_YEAST	SFT2	Protein transport protein SFT2	4	4	1.28692e+07	1.31297e+07	1.66695e+07	1.17209e+07	1.33793e+07	1.25942e+07	1.31852e+07	1.42529e+07	1.19577e+07	6.38919e+06	5.99196e+06	6.36537e+06	4.11865e+06	6.58985e+06	6.5767e+06	5.61435e+06	6.26863e+06	6.86779e+06
P38167	ECM21_YEAST	ECM21	Protein ECM21	6	6	4.81906e+06	5.41182e+06	6.30973e+06	3.97109e+06	5.0626e+06	5.80034e+06	5.08942e+06	4.77589e+06	6.15106e+06									
P38169	KMO_YEAST	BNA4	Kynurenine 3-monooxygenase	1	1			902268	755569				1.11469e+06										
P38174	MAP2_YEAST	MAP2	Methionine aminopeptidase 2	8	8	1.13712e+07	1.05828e+07	1.57391e+07	7.96059e+06	9.74019e+06	1.30944e+07	1.08953e+07	1.13e+07	1.21985e+07	5.21878e+06	4.63933e+06	7.03042e+06	2.63191e+06	5.19286e+06	6.07553e+06	5.27986e+06	5.50191e+06	5.72279e+06
P38177	YBI6_YEAST	YBL086C	Uncharacterized protein YBL086C	3	3	5.00525e+06	7.3141e+06	5.43055e+06	6.55537e+06	7.07903e+06	5.87957e+06	5.91512e+06	5.27308e+06	4.5575e+06							2.08269e+06		
P38179	ALG3_YEAST	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	2	2	7.8944e+06		7.65466e+06	7.14492e+06	7.06053e+06		7.84035e+06	6.49178e+06										
P38181	NU170_YEAST	NUP170	Nucleoporin NUP170	8	8	1.0801e+06	1.11162e+06	996128	762611	965123	1.04243e+06	1.07175e+06	980645	1.08479e+06	294233	472354	356658			496433	336183	409466	283315
P38182	ATG8_YEAST	ATG8	Autophagy-related protein 8	1	1		7.30836e+06	4.26271e+06	9.65865e+06		5.25996e+06	9.81753e+06	5.27258e+06										
P38187	UBP13_YEAST	UBP13	Ubiquitin carboxyl-terminal hydrolase 13	3	3	3.21799e+06	2.97387e+06	4.04137e+06	1.93684e+06	2.7537e+06	4.15705e+06	2.55371e+06	2.21688e+06	4.0145e+06	1.25705e+06	1.07925e+06	1.80349e+06		1.20733e+06	1.13798e+06	881751	856013	1.49785e+06
P38197	PLPHP_YEAST	YBL036C	Pyridoxal phosphate homeostasis protein	5	5	1.43912e+07	1.34192e+07	1.3942e+07	1.18023e+07	1.27749e+07	1.14692e+07	1.25983e+07	1.24637e+07	1.09764e+07	6.20663e+06	5.91546e+06	5.93772e+06	4.11793e+06	4.54325e+06	6.66824e+06	6.04003e+06	4.0744e+06	5.1995e+06
P38198	STU1_YEAST	STU1	Protein STU1	2	2	232935	217589			175488													202594
P38199	HEK2_YEAST	HEK2	Heterogeneous nuclear rnp K-like protein 2	8	8	2.60912e+07	2.74153e+07	3.34844e+07	2.56828e+07	2.32968e+07	2.75617e+07	2.77606e+07	2.36735e+07	2.69316e+07	1.29099e+07	1.35448e+07	1.32269e+07	1.22373e+07	1.26523e+07	1.39252e+07	1.38231e+07	1.35392e+07	1.29318e+07
P38203	LSM2_YEAST	LSM2	LSM complex subunit LSM2	2	2	1.03902e+08	8.81068e+07	9.91678e+07	7.12588e+07	9.4083e+07	9.03044e+07	9.52796e+07	9.24057e+07	9.29273e+07		4.24354e+07	4.86543e+07	3.77318e+07			3.25092e+07	4.23563e+07	4.50436e+07
P38205	NCL1_YEAST	NCL1	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	14	14	1.09794e+07	1.02543e+07	1.3737e+07	8.46067e+06	9.5042e+06	1.0946e+07	9.88702e+06	9.83926e+06	1.07021e+07	4.56168e+06	4.6378e+06	5.9488e+06	2.36622e+06	4.52215e+06	5.9515e+06	4.63643e+06	4.79175e+06	5.20263e+06
P38206	RFT1_YEAST	RFT1	Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1	1	1		765058		206216	603298		581883	484605	501319									
P38217	IMB2_YEAST	KAP104	Importin subunit beta-2	7	7	6.47736e+06	6.22251e+06	6.28035e+06	7.18478e+06	6.12087e+06	5.3282e+06	6.24542e+06	6.04361e+06	5.73586e+06	2.51614e+06	2.41733e+06	1.72049e+06	2.29306e+06	2.17142e+06	1.7959e+06	2.66745e+06	2.53244e+06	1.78548e+06
P38218	POA1_YEAST	POA1	ADP-ribose 1''-phosphate phosphatase	1	1	2.87583e+06	3.52065e+06	3.41677e+06	2.71429e+06	2.89328e+06	3.14509e+06	2.61636e+06	3.26203e+06	2.90449e+06	2.25444e+06	1.20537e+06	985563		1.64537e+06	916538	913435	1.95946e+06	991874
P38219	OLA1_YEAST	OLA1	Obg-like ATPase 1	15	15	1.23628e+08	1.13794e+08	1.16316e+08	1.16135e+08	1.04839e+08	1.06793e+08	1.10138e+08	1.15277e+08	1.0675e+08	5.69148e+07	5.55495e+07	5.07485e+07	5.70911e+07	5.28742e+07	5.23242e+07	5.45504e+07	5.46676e+07	5.2742e+07
P38221	CDS1_YEAST	CDS1	Phosphatidate cytidylyltransferase	5	5	1.40808e+07	1.33351e+07	1.30164e+07	1.28348e+07	1.30057e+07	1.22009e+07	1.22707e+07	1.24743e+07	1.28336e+07	6.10663e+06	6.75956e+06	6.02465e+06	6.28344e+06	5.71251e+06	6.04107e+06	5.9246e+06	6.04139e+06	5.65626e+06
P38225	FAT1_YEAST	FAT1	Very long-chain fatty acid transport protein	7	7	1.23435e+06	1.69925e+06	2.13756e+06	1.20289e+06	1.61815e+06	1.64923e+06	1.43363e+06	1.32246e+06	1.22156e+06	622751	325596	856324		669573	882162	566608		
P38226	CST26_YEAST	CST26	2-acyl-1-lysophosphatidylinositol acyltransferase	4	4	1.81363e+06	2.3455e+06	2.42184e+06	2.05384e+06	2.09347e+06	1.73249e+06	1.92708e+06	2.07467e+06	1.7341e+06		971190	637274		756374		964729		687373
P38230	QOR_YEAST	ZTA1	Zeta-crystallin	7	7	1.30933e+07	1.30772e+07	1.2165e+07	1.2868e+07	1.18645e+07	1.13863e+07	1.04642e+07	1.29071e+07	1.19416e+07	5.74824e+06	6.94308e+06	4.94184e+06	5.78196e+06	6.66299e+06	5.44195e+06	5.95847e+06	5.32204e+06	6.03131e+06
P38234	RFS1_YEAST	RFS1	Protein RFS1	5	5	1.24542e+07	1.20467e+07	9.05487e+06	1.24155e+07	1.03819e+07	8.96881e+06	1.24799e+07	1.42043e+07	1.31218e+07	5.40606e+06	3.80113e+06	4.35827e+06	4.14192e+06	4.02662e+06	3.77116e+06	5.37157e+06	4.27679e+06	4.37308e+06
P38235	YBQ3_YEAST	YBR053C	Uncharacterized protein YBR053C	7	7	1.96939e+07	1.952e+07	1.92069e+07	2.06585e+07	1.77747e+07	1.75891e+07	1.92017e+07	1.90102e+07	1.89978e+07	8.23792e+06	8.3819e+06	8.36887e+06	8.6799e+06	8.50801e+06	8.59307e+06	9.28281e+06	9.33973e+06	9.14298e+06
P38237	UBP14_YEAST	UBP14	Ubiquitin carboxyl-terminal hydrolase 14	6	6	3.90891e+06	3.61209e+06	4.49854e+06	1.98139e+06	3.46787e+06	3.6448e+06	3.18091e+06	3.88067e+06	3.68744e+06	1.4875e+06	1.16858e+06	1.17341e+06	752532	1.34691e+06	1.44821e+06	1.0281e+06	1.48704e+06	1.4534e+06
P38241	SLT11_YEAST	ECM2	Pre-mRNA-splicing factor SLT11	1	1		1.5156e+06	1.95374e+06		954431	1.4195e+06	1.25125e+06	1.45171e+06	1.76914e+06									
P38242	ALG14_YEAST	ALG14	UDP-N-acetylglucosamine transferase subunit ALG14	1	1		2.45264e+06	857352		1.81591e+06	1.36397e+06			1.80828e+06									
P38244	PFF1_YEAST	PFF1	Vacuolar membrane protease	2	2	3.54376e+06	3.19562e+06	3.7363e+06		2.49098e+06		4.04277e+06		3.31056e+06									
P38247	SLM4_YEAST	SLM4	Protein SLM4	2	2	8.043e+07	7.13191e+07	5.49458e+07	6.6235e+07	5.76881e+07	6.76256e+07	6.41763e+07	4.47466e+07	7.52395e+07	1.69735e+07	1.76666e+07	2.41886e+07		2.39809e+07	1.61189e+07	3.06927e+07	1.28457e+07	2.51363e+07
P38248	ECM33_YEAST	ECM33	Cell wall protein ECM33	3	3	1.64467e+08	1.54272e+08	1.63244e+08	1.70193e+08	1.47973e+08	1.50596e+08	1.53795e+08	1.50315e+08	1.48506e+08	8.23051e+07	8.00196e+07	7.64907e+07	8.37851e+07	7.78523e+07	7.17592e+07	7.60915e+07	7.93904e+07	7.43764e+07
P38249	EIF3A_YEAST	RPG1	Eukaryotic translation initiation factor 3 subunit A	46	46	1.26664e+08	1.23489e+08	1.30946e+08	1.23346e+08	1.15315e+08	1.161e+08	1.21239e+08	1.17659e+08	1.14559e+08	5.52803e+07	5.65979e+07	5.8099e+07	5.10721e+07	5.38387e+07	5.59774e+07	5.54702e+07	5.33125e+07	5.73981e+07
P38250	IST2_YEAST	IST2	Increased sodium tolerance protein 2	14	14	1.66307e+07	1.78139e+07	2.80566e+07	1.57636e+07	1.58044e+07	2.14588e+07	1.67349e+07	1.45168e+07	1.95004e+07	7.33095e+06	7.7974e+06	1.10022e+07	6.37559e+06	7.43623e+06	9.65991e+06	7.94083e+06	7.49811e+06	8.64065e+06
P38251	RFC5_YEAST	RFC5	Replication factor C subunit 5	3	3	2.73195e+06	2.92356e+06	2.0002e+06	1.29262e+06	2.93048e+06	2.15509e+06	3.05384e+06	2.82899e+06	1.65122e+06	869237				1.1475e+06	1.13059e+06	1.35223e+06	1.20574e+06	1.09488e+06
P38254	TTL_YEAST	PBY1	Probable tubulin--tyrosine ligase PBY1	6	6	4.25326e+06	4.87233e+06	4.67208e+06	2.8196e+06	4.48134e+06	4.31485e+06	3.45585e+06	3.86407e+06	4.36631e+06		2.16906e+06	2.37622e+06		1.92096e+06	1.748e+06	1.37398e+06	2.50486e+06	1.683e+06
P38255	RXT2_YEAST	RXT2	Transcriptional regulatory protein RXT2	3	3	1.28932e+06	1.37478e+06	1.81371e+06	1.21409e+06	1.31166e+06	1.21772e+06	449384	1.1614e+06	1.53489e+06					559424				450814
P38256	YBU6_YEAST	YBR096W	Probable thioesterase YBR096W	2	2	8.45442e+06	1.1903e+07	9.14697e+06	1.11683e+07	1.06819e+07	9.49772e+06	1.05264e+07	9.94861e+06		4.90673e+06	5.26946e+06	4.46799e+06	4.86762e+06	4.85503e+06	4.50654e+06	4.43496e+06	5.13099e+06	5.01662e+06
P38260	FES1_YEAST	FES1	Hsp70 nucleotide exchange factor FES1	6	6	1.12621e+07	1.51182e+07	1.47408e+07	1.59062e+07	1.39072e+07	1.4939e+07	1.53292e+07	1.73803e+07	1.51352e+07	5.61348e+06	6.48769e+06	6.19817e+06	6.81051e+06	7.30259e+06	7.12802e+06	5.88121e+06	7.49243e+06	5.61325e+06
P38261	EXO84_YEAST	EXO84	Exocyst complex component EXO84	2	2	369075	466638	576660	342127	304381	465159	455936	383682	381825	105552						181525		
P38262	SIF2_YEAST	SIF2	SIR4-interacting protein SIF2	1	1	803196	648753	875367	465695	606993	606498	482591	647802	661119			435574						
P38264	PHO88_YEAST	PHO88	SRP-independent targeting protein 3	5	5	1.19154e+08	1.29255e+08	1.49605e+08	1.41755e+08	1.06483e+08	1.17349e+08	1.63617e+08	1.25614e+08	1.19713e+08	1.92621e+07	5.45407e+07	3.24348e+07	1.11073e+08	5.18519e+07	3.82989e+07	7.4257e+07	4.68866e+07	4.72572e+07
P38266	AIM3_YEAST	AIM3	Altered inheritance of mitochondria protein 3	10	10	2.25726e+06	2.01518e+06	1.23785e+06	1.28209e+06	2.16715e+06	1.62696e+06	1.48539e+06	1.93381e+06	1.7145e+06	338045	690481			799817		304937	655955	736438
P38272	SHE3_YEAST	SHE3	SWI5-dependent HO expression protein 3	5	5	791636	912074	739828	719823	1.01265e+06	719950	833737	773754	672403	348992	583849			346648	331356	385804	425944	
P38273	CCZ1_YEAST	CCZ1	Vacuolar fusion protein CCZ1	1	1		169396			146907													
P38274	HSL7_YEAST	HSL7	Protein arginine N-methyltransferase HSL7	2	2	1.71142e+07	1.33115e+07																
P38276	YBY7_YEAST	YBR137W	UPF0303 protein YBR137W	1	1	2.93793e+06		6.31155e+06				4.96203e+06	4.11297e+06										
