protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Ids	Protein.Group	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A7U3	36516994.37150778	32718518.24108883	19393788.0095709	52656.44822399959	28897746.816123214	29912615.778690405	19745392.55064822	32783620.86240262	25930356.30197239	133214417.46453102	128058947.1971904	149499604.69843984	149445662.71225935	137380776.7451236	152086712.2813397	134161354.60847072	164581866.2464066	142728637.00461182	P0A7U3	P0A7U3	1	1.875512429670986e-13	-2.514579282835163	True	0.0010258266956311851	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P0A8L1	17735683.518526983	14210153.013151702	12539284.184374848	13477243.298295392	12731645.277191147	11956113.124835271	13626967.043840092	15311333.051422767	16286228.773796525	74845724.72322865	77791634.13859706	70142895.01635857	70821213.66224654	81590154.88226432	80896341.37710585	77657295.86314766	74032493.49248734	79878233.28937408	P0A8L1	P0A8L1	0	1.8860872397468624e-13	-2.42695670282909	True	0.0010318609703113687	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P47047	17812404.077722225	16522934.155817747	15753345.21245393	16315922.55033413	16629586.295081137	14607946.437543014	16736176.054453092	16909154.268954888	16191415.7208263	7101443.297359579	7493529.576787198	8525402.289890107	6903395.382136741	7621320.508859212	7133630.24356846	7055891.240775054	9084497.11097142	7569403.487764268	P47047	P47047	0	1.9365940751047592e-13	1.1065744666820383	True	0.001037895244991552	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P38235	45102246.26995083	50855726.48117848	52196394.66343239	53746596.54514064	47696546.034721725	48327966.367958136	50472999.30352715	46853555.44917271	47965456.78305776	18665670.895761512	19330375.58522424	25909818.031547315	24953898.052160136	20199435.833124083	20459302.05878991	21341055.92009486	22275096.9472184	20249711.981689632	P38235	P38235	0	1.9961066051917117e-13	1.1965436456364216	True	0.0010439295196717354	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P47122	31548216.24495418	28682057.08854669	27925680.14274833	28719015.57621472	30002769.98732712	25727962.93088683	29052803.857632376	30013152.65209927	30836043.409677006	12402653.000027375	13131826.53215016	10022510.86959972	9791681.567939185	12291966.59720576	10687183.661389165	13531133.742503105	11426640.34482542	11811841.920952955	P47122	P47122	0	2.0235178343120362e-13	1.320632247746412	True	0.001049963794351919	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P32582	1257629938.9361866	1294151078.9591973	1312463721.6640382	1164704219.4781408	1203406941.9103866	1251166636.2705188	1215036367.2477968	1170412449.5456927	1271990011.5666358	588834939.616696	584579650.9104621	609435235.6830275	514502735.50494623	538160921.435305	567872112.2192945	575550211.5573032	564965849.3399754	567243181.0510122	P32582	P32582	0	2.0321638026066457e-13	1.1241553502897759	True	0.0010559980690321023	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0C0V8	1296147538.937377	1287627545.582393	1313421505.4903097	1206781522.1399796	1202113199.634725	1300979677.7195792	1147648946.182771	1252640837.5246112	1313584071.330706	576131421.9588641	578679611.0613093	546381671.3586777	658575765.2428452	538695201.5465815	554774688.4185451	558868965.1058233	566428059.2099725	552796925.0608506	P0C0V8	P0C0V8	0	2.0770193284628884e-13	1.141589006639791	True	0.001062032343712286	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P32527	451885372.9714637	410112258.547	381267538.9700056	447740213.39899385	404628855.0486046	420653676.15569097	438862925.3988262	413985930.76258695	416793504.92228377	200982168.3304568	197775013.88273573	201767014.2069455	156051224.66958877	185021416.82543984	176110908.79371554	227311205.5184137	207036732.0224048	205828974.16691864	P32527	P32527	0	2.1575605922111318e-13	1.1068074289935763	True	0.0010680666183924693	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P24783	146811568.75330102	150076315.65197527	153384973.2503211	137146276.67649874	143615929.78072032	133762945.67765796	140090521.4093519	148764849.94921705	147479461.9134834	63363357.326980345	55736426.82657782	62817526.71016	45276252.06934725	72952157.12469898	52263639.03567391	62232248.49530503	67975335.27156124	62859768.62850823	P24783	P24783	0	2.1823999128320626e-13	1.2541787571120653	True	0.0010741008930726526	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q12068	154653878.5815454	160036392.08435708	157453134.50796244	150427735.68772334	155332926.87095562	151239619.05025908	150891681.07383797	176797868.45919293	162487258.8618668	77198821.86695717	75794384.37949492	74796630.62734757	57653176.95715462	68960194.318508	71844921.46995658	68801862.44784012	72971896.02831575	72338352.49410518	Q12068	Q12068	0	2.2053016518426464e-13	1.1482447594756817	True	0.0010801351677528362	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P27616	854551645.9888245	873734174.3456331	911432085.3830332	752190595.639138	853042083.1661009	815501051.0924494	827353119.0503756	853753738.01446	876957564.0144123	387891643.1797292	399999653.07182	432898180.2598984	315296647.9347546	372783729.9729988	398696717.368691	380156025.14570814	389713680.8532711	359438652.0596054	P27616	P27616	0	2.327318517575806e-13	1.1484126632480804	True	0.0010861694424330196	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0C0W1	1288030307.21244	1329545618.1729689	1218217425.759657	1101289174.0256102	1240492302.0075746	1144863779.328674	1172985662.2789817	1251872280.8079913	1209616462.5709853	536023197.7538177	512976336.3444998	388134701.77819294	543122167.7408506	576386720.3984253	407052221.0910186	533555472.68854266	544745158.4771295	534420675.9199345	P0C0W1	P0C0W1	0	2.3283851838059545e-13	1.2595510813721826	True	0.0010922037171132032	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P49095	114118878.95793895	119467148.2477399	123931521.39094818	115117987.21409704	110594587.50454892	104918890.4467674	118468886.11369476	117932238.99017066	117517013.03017864	50223115.1486629	47553523.38481213	45230841.71053502	47704181.481684215	51513906.050158605	54483079.61747926	53269054.31147041	53348344.72870702	52386146.752692685	P49095	P49095	0	2.337237170656336e-13	1.1932533719718967	True	0.0010982379917933863	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P09457	15836843.460957326	16848082.222396296	18595503.36075643	17640703.889528308	17506580.531907473	15035609.283480378	16843341.117807552	16474668.389080636	15869037.483595248	7039906.16163832	6049149.779192613	7524469.080943153	6391410.516780162	5718133.843720796	5765690.183629638	5455695.534597892	5184855.031688875	4743300.2678631	P09457	P09457	0	2.4281610450998534e-13	1.4835803358826185	True	0.0011042722664735699	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P05373	85514247.1853596	79596122.35998735	87591189.41133402	79390738.24344079	77683321.14617902	76437304.12251817	81896485.39876305	83065775.2164547	87436655.12061591	32121651.68531625	41544892.515685074	37849698.33604693	46914671.54668905	37829685.87627796	34516566.872212924	36311226.95821047	40953420.148927785	39329774.93180748	P05373	P05373	0	2.5564597860654506e-13	1.088336623245579	True	0.0011103065411537535	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P19097	1977373004.739256	2004285448.929684	1985376634.2067688	1774655401.5689871	1877276942.732404	1895434185.586728	1947846069.7325425	2023594095.7799127	1938941249.994631	924765328.5798357	917367425.8545184	862110699.3266423	805620543.0298238	847882108.6585045	851757890.0608033	885469720.5170438	875457444.0435704	890653485.8248953	P19097	P19097	0	2.568426158763401e-13	1.148340402801946	True	0.0011163408158339368	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P47068	227354353.62534496	219449651.5322261	206932770.08705893	211511147.3705077	203108365.39208603	192939225.4786861	212339423.2120963	218606510.77390376	198339591.25849107	109714143.26269752	98912818.8805368	82601250.55422543	96728592.05095626	108271878.40270714	95803936.9142486	102491123.99292707	101914000.51014936	96394127.89861757	P47068	P47068	0	2.5694682714851335e-13	1.082369256213832	True	0.0011223750905141204	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P21242	208169852.3118188	219230093.75070933	201222168.82811967	202479801.16550305	198208298.27239883	180855358.67547515	198979262.47544485	209551416.2667403	198441529.4583645	102882522.45940492	105034067.99849948	80088863.0657281	107791022.75323004	102072984.27694231	83342837.45911452	87797759.85091376	99139346.67836444	86308552.34193581	P21242	P21242	0	2.7807707726309456e-13	1.0885864017017797	True	0.0011284093651943035	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0AG67	229193934.1326013	239586976.918718	217433986.20305344	196057135.709235	246798853.75815365	193594881.77706227	225544716.7434748	240055277.7448758	217176564.49705657	980596319.279803	945514714.4155544	928436752.671901	1034458098.5879704	1008164547.2974128	895749079.3355654	1017894156.6641887	1000266582.4420112	937300855.0267977	P0AG67	P0AG67	0	2.9189199948339756e-13	-2.1250955921570585	True	0.0011344436398744871	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P00968	4300365.745411101	4276867.670325077	71389.35561504764	52656.44822399959	68345.26959387641	72084.26238152731	3939118.283676111	52184.13399835013	39806.19090300663	19107981.357884083	20004713.056983247	23033408.04842158	19632140.62942662	21571441.60766731	24578500.838163435	21662377.125154804	21421910.62812333	23096762.862115663	P00968	P00968	6	2.9307604797890316e-13	-3.914469023176292	True	0.0011404779145546707	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P10080	398261408.2220769	385663510.9360895	366360279.1765134	399961862.3915984	344550943.4416445	352312655.5495264	362103587.1917775	393690077.97220784	374544330.6971807	200411490.2907321	171119388.55990574	176950236.60256264	206774201.94781736	172827551.26355696	141469998.97088984	175747396.20787704	172809246.63084063	173620181.80417752	P10080	P10080	0	3.4440270669618137e-13	1.0853384796344845	True	0.001146512189234854	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P38624	211748833.33310163	212119941.05779347	182447591.7878458	201731677.02454165	199570027.25590128	180676829.2222544	196577263.6967318	199997475.0438693	195532682.7526925	106917991.57433803	96665774.09775151	90289563.41864371	77712630.28540947	98150470.04019684	93923356.195761	80117833.54815441	89464728.0161032	94071778.762935	P38624	P38624	0	3.455868929505811e-13	1.1056961660881293	True	0.0011525464639150374	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0ABP8	13695833.96090929	18562627.61985837	18468558.68708936	15463891.161643822	12598503.086437428	18272566.24125572	16030195.648234392	17853896.327241365	13939048.234404096	60023973.67368466	58865600.65703264	64256355.427680805	53702686.488204055	62512667.18797191	57671574.64493202	63779088.34939002	66693559.70917343	63203892.62655019	P0ABP8	P0ABP8	0	3.93696248617377e-13	-1.92638178628763	True	0.001158580738595221	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P0A6F5	210067282.0867899	195146545.63680127	154953844.24367845	183778600.0430901	183292147.84768444	162984080.92957306	174912071.2134456	214264941.1327738	171778258.90864703	852282557.4395074	776369565.4645379	690191848.2749374	769645247.3448994	806234120.8626109	769855056.6380684	792054087.8277051	814048981.8850143	785274485.2026182	P0A6F5	P0A6F5	0	3.9768657403964183e-13	-2.095346099822087	True	0.0011646150132754044	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P32769	20844994.418475155	23171476.820409667	21708764.899062976	22240181.5234056	20591001.869920533	19979441.267484386	21017821.89461629	24258600.0121968	22382083.937666737	9520998.745947557	8491227.812345697	6791715.235865169	6059466.072193486	10639582.477683192	8509204.05284442	8442069.880395254	8382161.177472225	8250022.790928359	P32769	P32769	0	4.021982531851028e-13	1.3856591620217973	True	0.001170649287955588	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0A9A6	66800.99946900703	33682.76185417935	71389.35561504764	52656.44822399959	68345.26959387641	286860.8465749996	67036.65912848967	52184.13399835013	39806.19090300663	1234839.4847073047	1018568.6973139008	1134375.9169233218	1219962.9853546438	1346301.5751735766	1341882.474686518	1154706.5469733174	1097909.9327867366	1115915.736868027	P0A9A6	P0A9A6	8	4.0805080219486163e-13	-3.8515565999573083	True	0.0011766835626357713	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P0AFH8	77267080.25010024	73102152.67228363	67581307.48489678	70038695.71920155	64389106.273268335	67142886.62602001	70784982.82325712	75980799.48172514	65049815.537668005	300921959.7703782	298229965.96443367	327725178.1106797	297049660.87593704	320333096.8833659	335603900.52236587	315697589.00349367	309541988.26702017	324313735.24614286	P0AFH8	P0AFH8	0	4.261215625495697e-13	-2.1640230417907413	True	0.0011827178373159546	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q12363	1242515441.6586976	1182437425.171459	1145233607.8727198	1109796078.9011958	1071631479.4770396	1054037505.8273772	1159543574.7985728	1108021980.8627326	1129303781.0167286	544302656.6267781	541143046.9129255	568116255.1766313	453782278.8119319	525859313.6505816	496360035.2723759	530855940.0550748	573912928.8908288	526940363.7599469	Q12363	Q12363	0	4.303522479175217e-13	1.0995064602636397	True	0.0011887521119961382	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P00957	25177842.61585533	20005035.22447809	19014232.45611552	16132547.194815785	14828841.923391968	19433819.33178488	20694411.754145883	17476052.931121103	21858382.20985962	88568452.50838009	93377097.48540714	93155517.02929027	95840049.5205852	97109052.30025896	83646703.3017231	104380475.5460645	98102377.22614548	99269222.61744072	P00957	P00957	0	4.543965593008103e-13	-2.289076418193117	True	0.0011947863866763216	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P53075	51062025.226753496	55508190.85843642	50611653.94361338	51163425.0830278	54062820.955732256	50794947.210805714	48281504.54756844	56777398.970205046	50782498.69387962	25150549.225097217	24290621.58502429	24924355.98385592	23107236.74301898	24578908.23752261	19781566.047681656	24144255.52489429	22138933.44372667	24772863.140240643	P53075	P53075	0	4.593674675452317e-13	1.1396213246638554	True	0.0012008206613565052	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0AC69	6023472.030107221	4742717.159739605	6744162.378671564	4845966.002276202	4784382.390861715	5804352.271575396	5798535.326117977	5200214.690857996	4507459.93535282	30168210.721744742	32571667.568457853	31752079.211372294	34801008.12663955	33833502.71565539	35275001.809059225	30599183.421395693	33471595.929390296	34521031.80899056	P0AC69	P0AC69	0	4.632612688392729e-13	-2.6158241398895354	True	0.0012068549360366883	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q05933	71253084.06811446	74405702.14426254	68915892.12036747	81679118.77496688	71166247.79523087	71495874.83278975	72416182.24656282	72566176.50173195	77494149.78189442	29533609.037410688	31938223.389128808	31946162.36669754	40056336.08760511	39257614.37609043	27372518.26226221	34635390.070727475	32504315.818490844	30890754.633043285	Q05933	Q05933	0	4.714072457619353e-13	1.1495411443784656	True	0.0012128892107168719	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P42943	157895287.88784295	170552233.9272454	183213795.17160028	157261220.0600916	158705843.8394259	168166626.7040616	156843989.78284013	166664705.01694477	163827022.4527834	73281018.87967469	79809147.47416854	82289149.76282747	95680167.510496	75239227.38643624	83083769.92597134	80574946.6731428	85026450.28155613	79966690.05728202	P42943	P42943	0	4.737160822672617e-13	1.0129266401093402	True	0.0012189234853970555	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P16521	4552353546.410689	4546303012.508186	4405197590.549609	4129115273.206792	4136565021.201632	4100394417.825052	4299062056.729973	4539981626.782469	4526302580.00724	2163768338.2050023	2075231789.4808843	2032007774.8925	2214325226.212005	1865011899.994941	1934122072.7013617	2031123025.0452445	2064916204.999961	2045521790.299255	P16521	P16521	0	4.755189779443533e-13	1.0904061966962557	True	0.0012249577600772388	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
