protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P38795	327957.5802617819	338758.6814112411	344733.3337229703	308577.4169632169	331421.9829346144	311134.0056720217	302693.66950013884	300138.0942192875	326710.98197016487	169319.63883101937	171070.2961353342	174567.28937031468	182173.29806983532	170287.362448822	177232.64413415352	173068.87531429908	170437.27533976574	173962.33969350965	P38795	P38795		QNS1	0	7.012810015864304e-10	0.8886259025726707	True	0.007877408734385591	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P12994	15529.479760591286	16244.90332	16410.955548626513	16566.604253919802	13288.110945727678	15122.52353763364	13587.903029999734	13826.708218986303	11148.891329972845	25559.5897046057	25484.12556807097	31171.24540217808	28527.29458324133	26311.522763082103	25072.24408476665	27659.2018743798	25019.768314913617	29223.05166239665	P12994	P12994		ybhB	0	7.059388742075262e-10	-0.8895059457594435	True	0.007882250411542559	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P16095	13016.93586094964	13290.078549181751	16224.54483980208	15095.15651159806	14715.21819546878	14678.204372861928	11427.52783007769	18020.96916061865	12677.043971231722	42553.24295666104	50968.43642288372	54251.50376342164	43047.14469707995	53241.93753523844	50677.67690364578	42791.11130823326	47501.71853832591	52134.55416225917	P16095	P16095		sdaA	0	7.07699159696006e-10	-1.759186201242744	True	0.007887092088699525	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P53628	30846.87166088628	27962.98000507453	26204.526616593957	25162.74141691033	26235.11346592409	24472.93015895568	27803.164046618407	28393.753063502085	26835.997537906445	17973.366846306675	14764.826478089206	16528.781027703237	14380.185179169232	16860.722124822038	15078.52861947074	17680.024710440757	14554.04682985308	16555.58307433743	P53628	P53628		SNF12	0	7.127324416205398e-10	0.756565099734986	True	0.007891933765856493	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P32621	172472.38733746903	169502.39838327398	152276.51089824238	165721.03813581102	144632.1459214343	157230.9551652504	152646.81840152628	144444.2992197862	149769.19982077487	99555.53990639928	88977.11087801897	92295.31858002378	105440.7216402415	96085.8892358671	83958.01582457626	103903.526561059	90245.60034479752	98131.14426904648	P32621	P32621		GDA1	0	7.149049250326949e-10	0.714313962730653	True	0.007896775443013461	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q12168	42309.37108481804	41697.4499950188	40719.64554006557	44318.208651066365	38348.95472410156	42805.28417434935	44067.90182390884	44765.19034165624	36387.07559335821	24751.78082367433	23753.761925047485	26438.91662465862	23754.66747672625	28878.41485627457	21937.286645421733	27476.363324773727	26283.10356400033	25886.05740971151	Q12168	Q12168		ACF2	0	7.153017621794537e-10	0.7121445188059669	True	0.007901617120170427	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P39708	7653.293599951722	8515.161651500186	8729.797500072975	7802.8183481931055	6937.19916995782	7555.549789503834	8150.159964507	7974.241081205529	8484.845199335281	4955.942757591308	4965.095180056297	4327.04706699247	3324.041698214052	4165.141925706989	4766.553390228184	5081.008821193127	4931.7448247238135	4539.767501557832	P39708	P39708		GDH3	0	7.1667441793715e-10	0.8064403204915991	True	0.007906458797327395	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P28496	179447.650287781	230247.4265372344	205089.76665624863	212734.88281172665	214717.6342737164	214247.48685043157	196671.373289949	213349.44272634605	211643.4621657284	106282.64816961484	110763.25666459984	113715.43342447546	113465.79485002744	102523.8997173315	95868.9036791507	105997.09769392808	114665.91304482784	109557.71892488882	P28496	P28496		LAC1	0	7.283360606294426e-10	0.9490361760284215	True	0.007911300474484361	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P38856	41135.46898193159	33936.037744087625	37690.87090379609	34404.33965482983	37910.50022288871	34687.612440018434	36257.972324907176	38005.77484405334	38951.677656334105	20790.705622983827	21184.88976377146	21857.75081913749	22635.520505527023	18727.11878664288	21873.25204075351	21943.04083033676	21235.5916273927	22864.011401740096	P38856	P38856		YAP1801	0	7.288853701728749e-10	0.7859996999422899	True	0.007916142151641329	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P39180	3296.4696279989357	2896.483487568435	2382.814111282498	2471.3549551645824	2833.417374968584	4025.220882429134	2458.2004540763137	238.83518783211463	2748.510937410548	7460.088570328238	8648.214864428364	9035.726403291945	8060.126165129283	9585.408061794882	10163.386903393724	7279.016782472057	9770.493107535509	8813.480482012676	P39180	P39180		flu	1	7.319839573924487e-10	-1.7549841565254873	True	0.007920983828798297	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P32589	6954489.516820679	6884473.530217798	6663086.22592436	6329091.741874957	6406203.674729205	6112422.784744529	6201219.838941749	6444481.76681115	6038268.364321274	3861383.293453336	3932119.500778115	3716963.4986185296	3843092.49793194	3947429.304266082	3698467.557630078	3930440.368528401	4037568.609153556	3763175.582356815	P32589	P32589		SSE1	0	7.345316790370182e-10	0.7406828381151385	True	0.007925825505955263	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P32642	409312.759149182	340406.02075464395	395658.08472076827	333392.881280831	351099.235656596	404143.9711173573	381805.73818739183	407098.0172852565	419741.3671355046	214943.5393357495	220042.81163471416	206864.00265514635	184014.7537359392	165377.53580588457	224319.08249942376	172138.62110957914	181490.31824134648	171850.64912050002	P32642	P32642		GRX4	0	7.357941773926613e-10	0.9835724616795631	True	0.00793066718311223	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P53295	87240.14458493917	91795.76028384882	91502.9390076799	86363.65568450005	79178.88325333266	78025.54577335804	85490.65914694258	75039.33867869954	87711.23679938514	43541.12967742971	44023.01588421146	51759.551012348005	49689.90870427923	46315.20765934636	45227.53663160353	48250.63819743695	53555.68868557353	48813.90206082485	P53295	P53295		RBG2	0	7.408095661941542e-10	0.8221712116778663	True	0.007935508860269197	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P53965	54360.113101117786	61093.421951926975	56047.97333071448	62580.69240223597	50629.3234449064	61329.72712178624	55452.398988678586	57033.24905054221	49633.627566851625	26578.83141385984	30358.902381035576	24681.58951431848	29518.752222907748	30942.443399974087	27381.88023311312	25103.83141163592	26859.01623325273	24118.68908748438	P53965	P53965		SIW14	0	7.427999823636865e-10	1.0493031203597343	True	0.007940350537426165	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P89886	344417.6472825365	400405.0793786307	416189.99275112816	366047.5597688708	388397.2924066693	392531.4338251109	372355.7954292175	386054.8802723979	374576.9740251415	226051.77758277892	209503.9750397979	224603.4546363429	210830.7850581482	221725.02452636417	226220.0403937776	210895.77239413172	224962.5238437203	211484.38833329463	P89886	P89886		TMA20	0	7.436347912075224e-10	0.8073509838582691	True	0.007945192214583133	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q08818	60866.24982812045	52345.73328630697	56401.94026556466	59486.68519705035	55206.04689652145	57462.836718324186	60366.4362545888	54092.31596909391	58463.31019502522	33438.77563996688	25988.817555406345	36806.92290758969	35103.83463285315	34980.87148411069	38032.52614025521	36224.94321648262	39674.92687326855	33750.77276053059	Q08818	Q08818		MSC6	0	7.467095593370712e-10	0.7129325644129861	True	0.007950033891740099	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P19955	43943.335215594736	42761.17756100884	43149.27661290529	47619.44149276868	45645.423013867694	47703.92233064489	46307.25914314027	46861.06328119443	50130.84185780616	26251.07872294309	32239.640546613613	29406.826842693063	29695.106914693923	32872.98494699999	25561.516717120303	31372.85241393033	26633.481697088704	24968.355568946543	P19955	P19955		YMR31	0	7.493965460819353e-10	0.6770925716262951	True	0.007954875568897067	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P04819	47157.85056334911	43003.642918583726	46869.96398451001	37790.60533092216	42109.71579263345	42603.236886435225	38639.98842302016	42755.4232679756	44564.52763164103	29496.112743211437	22693.170108643146	24021.55454748678	24344.533749256847	20768.41824954068	24635.622315751592	25757.78677644351	24277.45909905489	24381.20693773457	P04819	P04819		CDC9	0	7.56064922166879e-10	0.8067457496580748	True	0.007959717246054033	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q02896	77031.18980897979	75473.24999999997	82338.51208171413	73256.04324212288	78832.24041018338	77944.42125923744	76034.80545670037	83235.19667043586	87642.37393289617	40248.81707674223	41504.49101966802	43758.98217055408	42676.90457499777	41170.89217452399	43656.76734784096	39722.17276683611	42080.717379839865	40634.01771267022	Q02896	Q02896		YDC1	0	7.57506143216596e-10	0.922812429028781	True	0.007964558923211	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P23542	1806780.730748943	1699501.7840598258	1791081.5344790006	1703268.45191822	1609154.3686956994	1606114.774073755	1656787.453550139	1664368.141301064	1572752.0342729113	969638.3888316064	934500.0293941994	933167.2568107354	957949.2220246828	993856.5265931597	945172.1596519676	987733.7730277224	965855.1194206154	952717.7773545748	P23542	P23542		AAT2	0	7.575904565484833e-10	0.8062836761128573	True	0.007969400600367969	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P07913	34930.929344044154	38187.04042109282	37817.2557260147	33661.72805427035	34080.24795077099	38203.818551508055	37133.64298457349	32263.874031572905	39125.373324864144	131539.1200163647	115210.92341366448	136944.6304021689	127335.93457663045	120597.66375480714	150408.0531539079	126637.9489874964	136005.22105178496	135442.8698312515	P07913	P07913		tdh	0	7.671704110166543e-10	-1.8586329651761344	True	0.007974242277524935	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
P76569	2701.459298439778	2303.1372069999998	2416.608990858247	2461.075045507951	2476.776379664884	2682.9564848009927	2780.2163084490044	2808.8303589753127	1681.6380243198885	8556.96976429913	7633.747545048948	6173.403712571881	6903.386583998604	7289.055843488986	6790.059394740912	7210.235911827063	6414.049966374003	7076.545826586675	P76569	P76569		yfgD	0	7.695238291465027e-10	-1.5212762565571762	True	0.007979083954681903	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
Q08273	14687.720339523645	17151.69727	15011.099589931644	15471.512023089352	16283.210140717969	18628.454276595818	17273.305748090115	18319.438252658198	17999.062632989062	7634.058716768458	8599.490123956884	10417.644308414565	8561.352021251312	8180.474471868172	8047.12421418818	6729.03582675059	6778.152051585337	10016.645934231385	Q08273	Q08273		HRT1	0	7.699987150563722e-10	1.0086109565661088	True	0.007983925631838869	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P41814	41844.75462495271	44167.12163642447	43172.84012246918	46942.436585211086	46355.26787095831	43404.55920243172	51818.44603207981	42221.79206073998	40890.699282715024	25775.671383542707	27647.34940982277	20225.523088745224	26578.36464893333	25120.03022516873	22595.08430739829	24479.78669484912	26038.288279109427	24207.428435726582	P41814	P41814		GCD10	0	7.71200552420249e-10	0.8480558287277065	True	0.007988767308995837	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P39013	157154.98144167336	149140.88340253464	156832.56122566923	151576.26783085053	143733.55667128536	148176.957544905	171702.23025541936	144163.96618959395	160815.6285485864	87775.45413873439	87239.05763035346	86889.30472266054	86244.73231486429	90632.24664995549	88875.53443904727	93049.60425417993	81140.18873060921	83271.5316278446	P39013	P39013		END3	0	7.782549667723645e-10	0.8171302056276523	True	0.007993608986152805	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q06677	53267.89663737342	51826.75424265056	51467.955465638726	44862.76321737259	51896.87518480623	57155.33887153023	53417.03716553691	58051.5897695962	47699.685366908576	27476.178663885486	31545.015933956445	29954.90423040856	31417.07836088	26423.63976225879	29857.380973002106	31026.21974832338	22384.699294577367	26850.95758677778	Q06677	Q06677		SWA2	0	7.881502697307688e-10	0.8701639390846689	True	0.00799845066330977	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P53316	74030.77204617207	74663.92461120067	71028.82155915255	70224.89280081062	74850.20214983616	65277.44866209174	73580.23620153614	65940.47187720453	71054.64501848843	39767.85262426524	40979.4888617461	41709.92660674023	38680.58724660053	41327.890335983306	39444.52149754226	40781.081022308346	41677.82388276107	40423.63691932401	P53316	P53316		YGR250C	0	7.905006537841416e-10	0.8124622944443242	True	0.008003292340466739	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P33755	198437.0113306536	186892.64721263607	180446.55773231355	172171.8117362077	166673.59405232064	171044.0567350811	171293.57139512047	174437.4669435903	170392.71941066906	116240.131025181	102909.59187919408	113091.04750990577	110323.65323361862	106741.78451814872	102275.67005022588	105234.27238642186	111216.97911539384	112254.59645398644	P33755	P33755		NPL4	0	7.921585384611665e-10	0.6993723426570673	True	0.008008134017623705	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P33448	486166.79652844695	507584.8893114334	588517.0750737035	533152.1081903514	508917.2566140607	498028.8207372502	483484.2251686255	508748.6402542368	488952.4296201888	281393.0948701741	281499.7300811543	283469.4303649409	262566.745667725	286343.14887847845	299890.2164456812	276855.99672047753	276594.71490328124	314044.15044601704	P33448	P33448		TOM6	0	8.02846502822752e-10	0.84510699650122	True	0.008012975694780673	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q07623	55519.84090476269	53368.8499545774	61259.43492283367	49484.59025794523	52209.71325828079	53999.6163420628	60088.4964034631	59211.65276380014	49972.619934006165	24451.125877451992	28236.882508146355	29026.81178290624	27846.9052598664	29820.587133178306	30690.161243490016	24751.75100462777	25093.79900015316	26382.134376409354	Q07623	Q07623		NOP6	0	8.029863387002594e-10	1.007345563615098	True	0.00801781737193764	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
Q04066	8488.053339978871	9278.317383	7929.776954429625	7747.338893355607	7649.281657678566	9532.979725749385	7702.268140845988	8502.888881232744	9313.78263999014	3851.299910511067	3499.27983734564	4642.402766361984	3336.790802559792	4071.319427083236	4474.27433282165	3492.061185349752	4236.570084560559	4485.062039423736	Q04066	Q04066		BNA7	0	8.04463840508064e-10	1.077181806021647	True	0.008022659049094607	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P0AC41	124654.32530060828	111506.03543938826	112699.39904335856	125211.60965622806	115010.3782425086	124150.06257790633	141255.14826171164	135371.74762735225	110961.99884550176	316341.3274969564	366720.7878477207	357956.00026880007	389195.59650478855	389411.3266002532	339990.85173305543	416993.7134548615	398867.9867579023	359169.4766475205	P0AC41	P0AC41		sdhA	0	8.0967145183985e-10	-1.598954566786411	True	0.008027500726251574	True	True	Ecoli	False	True	False	True	diatracer	directlfq	min	0.5
Q12063	29426.452007457443	28839.39501408192	28264.273210294807	24248.36792592	27993.25700929172	29347.26092703962	25299.585085900057	27654.410444993788	25126.639355354004	14766.526881587548	13462.65094891257	13966.45990269558	14250.799491957536	17648.634405667482	12443.574367882153	11688.750555229368	18329.64949307947	12803.70023691052	Q12063	Q12063		NUS1	0	8.105599669237485e-10	0.9284287511437573	True	0.00803234240340854	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P06208	535866.7194941441	488442.8371269412	519221.12331954535	508960.1020425968	504889.1365250126	437151.3863578788	475460.8686909248	483040.8537216996	442269.7165875449	297886.9907761372	306804.4811566997	274466.1023297786	316305.9490470469	269478.2143490526	285701.7938667133	340136.0770675924	306135.89189453336	274461.57099506794	P06208	P06208		LEU4	0	8.171141169099846e-10	0.7183789097992629	True	0.008037184080565508	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
P38787	239996.33911668145	234557.1405964536	230487.52983663452	212341.40206878164	200855.37586159445	223506.6708186232	221850.0448208842	218484.8643869004	226929.64301411388	141269.98828241174	134688.55773134538	137430.66561678748	136868.51921757057	136743.9798576367	131745.68031916942	134429.9495477428	125663.65082959524	140095.72280284608	P38787	P38787		PAN5	0	8.213243801877077e-10	0.720860809823589	True	0.008042025757722476	True	True	Yeast	False	False	True	True	diatracer	directlfq	min	0.5
