protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P06778	155409.3218998896	188620.67737250528	199382.29967050377	178971.45138717006	195339.82773154983	200365.4052624684	170499.51112525398	173146.77498852758	184757.79448414437	103723.78221406012	96070.02421157224	81631.96978779133	86905.62661384193	85628.12474656895	85503.74719663698	79284.17799896907	80547.88596227068	90027.59370685463	0	8.270221355470231e-10	1.0607088643921145	True	0.00630044630139588	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P14020	3682240.834965901	4101054.158354719	4312196.892952478	3606575.124025066	3693626.624512771	3814563.650787751	3685824.8720215326	3746710.16644708	3914039.038087764	2024032.5450184837	2081997.8553296195	2066247.6510211	1987686.1096051296	2139389.6078156848	2284605.106783159	2021108.7598572683	2133280.422666037	2128943.919529941	0	8.29256686756126e-10	0.8730835699837601	True	0.00630519418858608	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P40165	983695.5034563136	1010077.58915862	1062096.2638012276	858799.3917537404	881950.7271382271	949096.1861170754	949102.142073488	946804.3708119144	903429.9729884238	458372.3903296028	488153.5199961326	482422.92684750905	516189.9991542648	467285.2565752434	512682.1305838392	444757.1830750005	453691.1003267383	470311.58181931375	0	8.310636457591772e-10	0.9928120970884271	True	0.00630994207577628	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P49017	491646.2039436388	570088.2058148314	587835.1099451699	541235.7241929561	545645.2048396829	564224.2562344564	508530.9169590001	472734.9030066122	586740.9408415477	312082.0039267559	333648.47069006803	343686.54328191426	345136.4067584657	242230.94420035876	254182.1011955368	288613.2754485125	305181.43955883896	278591.55651207705	0	8.342559669043235e-10	0.8487813438226087	True	0.00631468996296648	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P00448	551845.9146312826	594534.370869015	688028.7999274537	580335.0006167567	567059.8298391085	561594.4707709358	525440.8845273646	622545.6109632255	480948.6729541641	2388466.1637309487	2460889.907277588	2477309.201838729	2243670.2520300243	2639854.112814723	2701192.1142297843	2799981.445718127	2453311.375938725	2964830.4504607264	0	8.356269406489015e-10	-2.1608471721068847	True	0.00631943785015668	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P0A7R1	837368.064129367	921969.3377027964	908926.4961599928	858800.0635756493	1008959.7020159548	953183.278012042	1011528.5518048086	961997.462340104	1102338.814368529	2816587.39450851	3246636.6086282795	3202178.0635782587	3214172.701137141	3249709.4991416447	3037882.1887078406	3712453.200483628	3445248.211047725	2916261.230331595	0	8.370260878935014e-10	-1.7515904051800422	True	0.006324185737346882	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P32916	542449.3914992649	509643.0357077121	623021.5360716053	492189.0144127782	506890.7042912403	541556.2993714338	524769.2709336999	520096.62059714185	547318.4046296802	284578.7218153083	304556.7632453228	272548.138156631	262858.86739539413	300463.00804215006	301590.99374279747	257477.67107039984	297419.15078087733	265408.6984800845	0	8.384526130274441e-10	0.9166737194376915	True	0.006328933624537082	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P23639	2672600.4373056903	2862575.67685349	3333428.014213031	2822142.1328022843	2800128.7999138003	2940077.3389008995	2802053.7044996186	2769248.167114933	2691724.246520773	1549079.249937849	1512845.6723965262	1400491.7929516668	1507293.5976195843	1586356.9598277889	1556469.1522626465	1745252.7409374062	1480748.184811739	1615099.200555844	0	8.398613718693159e-10	0.8807891364052536	True	0.006333681511727282	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q12452	800568.7954676265	881400.613117622	886403.0569684943	817314.4625344337	847079.506627891	704224.6868532458	876051.4715144722	825619.373444277	812903.4974149629	411558.1840558209	387959.0805518385	434719.00735013216	449700.1450898302	407606.9960835763	451061.9503407894	437932.87327828887	449344.67248864815	401854.5114523844	0	8.4008502180373e-10	0.9595448461489774	True	0.006338429398917482	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P18759	1698976.7885047616	1546820.832257499	1723162.9688747404	1448576.053698809	1534982.0503026105	1413770.4434910344	1548980.5596312897	1549090.518415826	1692783.1715741977	812415.4407878843	691094.9613939126	750071.3022877399	830226.5439846736	803968.209955696	765851.1316193372	769199.8883437462	727163.3689004317	803821.9199604851	0	8.432848770170855e-10	1.0256540614687377	True	0.006343177286107682	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P07014	152131.43215223568	81132.02271277059	77304.24288148324	3305.974221644704	103122.19703981516	1925.5209543992617	3057.879962560125	64.00020139558238	92155.383875853	362620.6953680259	385535.9361131365	350622.51723240846	383250.7923649161	393932.2744376807	452227.6068677586	319688.2585890211	397406.8204863713	413034.0240090829	4	8.465223849581755e-10	-2.7496731813563255	True	0.006347925173297883	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P08192	2119.799798099851	2313.963134765624	3194.173020424595	3305.974221644704	2828.13854412934	1925.5209543992617	3057.879962560125	64.00020139558238	3260.081237243999	63068.02581582354	59890.122690245065	63430.972906870105	73886.17583803061	69667.38546855087	75227.99690068096	79124.23572394975	63801.4558740069	65919.40232893314	9	8.567212842069117e-10	-4.798147836491263	True	0.006352673060488083	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P15639	389944.8777848447	257076.46631313287	316355.18446454033	285509.15856692207	307159.47795947065	274305.5793843586	272383.4233050917	263558.98495214613	272638.65781583835	1138581.937112274	1243593.532619178	1152260.3634033606	1393155.27248327	1288324.343238373	1319625.332544246	1425786.402672528	1373505.821964179	1522940.2404471352	0	8.879430217295802e-10	-2.167807136457039	True	0.006357420947678284	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P00452	153654.85486266066	112260.08522165145	91277.44674160922	130619.92967201624	106481.1754209616	1925.5209543992617	3057.879962560125	64.00020139558238	93807.17994636467	482929.04610005073	518698.4562071707	496308.4834944598	482506.27796826	472105.52012813406	543270.9516054202	507647.5213148718	517977.7517187714	465867.6049641121	3	8.901368147866102e-10	-2.694615888408253	True	0.006362168834868484	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
P02992	3274645.639525816	3585396.2873523133	3640561.667386136	3350940.321515932	3228963.952897749	3126601.844897648	3575423.127615043	3099887.102285417	3115498.1342570656	2177848.738254585	2022063.2791167377	1840574.279437741	1786787.0768628488	2056260.6565182344	1976579.507632257	1970975.3562612769	1945644.8069219585	2066580.0330897411	0	9.009980511999662e-10	0.7494788106844253	True	0.006366916722058684	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P39173	2119.799798099851	2313.963134765624	3194.173020424595	3305.974221644704	2828.13854412934	1925.5209543992617	3057.879962560125	64.00020139558238	3260.081237243999	41273.22262303241	42535.6622377726	41457.98203786172	43084.62594951853	39216.49660112263	30715.78549899109	39846.76570906874	34904.8164396288	42704.79802882556	9	9.035242833766101e-10	-4.010695950471988	True	0.006371664609248885	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q05785	733926.6993648659	750728.5400289907	617699.9371670624	594047.2834398276	598288.1858955992	644590.9873342481	666343.7065879036	682475.8939141295	680308.5113662963	322992.3573450866	374172.8189677821	297683.0072187872	376891.6337128765	340043.435433593	341141.30439455423	269470.0549209503	339363.0407248403	328269.9312330004	0	9.05381460658604e-10	0.9971877895327074	True	0.006376412496439085	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0AGG2	2119.799798099851	2313.963134765624	3194.173020424595	3305.974221644704	2828.13854412934	1925.5209543992617	3057.879962560125	64.00020139558238	3260.081237243999	159302.73777362023	130094.70467023904	153808.02216686893	158988.49283053563	124575.1201966486	130385.53689111072	138807.21650201434	133668.44521403094	143478.10192836722	9	9.063316158323515e-10	-5.850155453036557	True	0.006381160383629285	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q04371	1927016.0729664688	1705841.072085221	1952983.732269921	1691483.9489726175	1851824.5087011768	1796930.8176329369	1773970.3701044945	1842803.810401456	1976331.327603509	992609.3137046386	1064322.5457782715	1019297.6926993048	981300.530072306	1020185.3625854696	997785.3844449016	1036050.6168767166	1022164.4378108128	946782.9258557326	0	9.143512337871254e-10	0.8632991136785757	True	0.006385908270819485	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P05694	7717158.245422649	8096332.2147955	8324113.973755117	7572178.451093558	7456576.797605852	7351370.685147779	7854675.315799966	7903750.261543013	7062676.10664716	4223233.68677437	4143651.429599674	4150651.133345381	4142916.753527426	4379242.629846534	4090023.246348369	4129080.154214343	4108850.891576381	4084770.739197248	0	9.150271954497544e-10	0.8886045684001702	True	0.006390656158009686	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P64503	29265.492381832097	23927.31565107624	25065.81353421097	21622.16361283184	18520.92029639957	18182.680346888486	22645.409665064257	29382.14411285165	19170.20438239136	148101.80515043688	131745.1155395958	145807.91340681192	142988.9113671352	135954.118428846	122081.79197739017	154477.85654767227	138802.65298712975	110023.06916860504	0	9.244180552895187e-10	-2.5654950659871427	True	0.006395404045199887	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q08985	555681.8748944951	516070.50308269536	560343.044449442	530391.5580007301	482517.9838463032	490799.3429446618	515852.5792218022	528310.3886719791	458669.9203426722	307367.6259336751	241194.6693999277	236089.87664418155	354147.1518197703	264382.4122355164	267982.68190560874	273587.4634557625	331457.97810603335	245699.14834840733	0	9.319303819325708e-10	0.8791847890073606	True	0.006400151932390087	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P34163	665332.9119787969	661459.7219046168	609277.7989321825	572856.6508460707	561990.244113843	584705.3284772218	590310.0251270483	619981.0195854628	525846.2111402524	278819.8236803628	310071.1993729068	247967.75699620863	291049.243819385	301045.9551558618	319474.8830350366	302967.4645625416	287434.3798747735	307108.06197619287	0	9.348835330549517e-10	1.0269765810754767	True	0.006404899819580287	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q03713	141875.77853406724	136667.2172626721	135003.3746346506	105156.366407417	134834.0521485318	125827.1775594452	139860.1966981839	134344.34709144215	123189.81413370596	80716.67815319925	64421.78667953134	62134.95669891668	49806.65069456804	75398.96397309423	65229.94796725822	74607.84513049938	69038.82606165476	60309.57387313435	0	9.36381778207324e-10	0.9677851691268926	True	0.006409647706770487	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P53847	295377.89347576216	280172.8474866087	302796.6076260419	261548.14290335824	295008.54511805234	292018.3091165626	359820.32633782463	329436.1414901178	302636.0518627322	161407.5812641894	155586.8265231981	119529.85177486652	147379.66556327633	145173.58182125064	111515.99175025118	125012.03301819948	140478.35457036307	119382.49309980402	0	9.3938145665098e-10	1.1496470115669355	True	0.006414395593960687	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P32909	245316.1606732354	285704.75092163327	245451.26929129253	269048.3176301728	292804.6368049016	262586.7844469046	300267.260460819	267643.40671867185	242505.64488026957	133651.2387364778	145667.78865072707	150920.12406605203	129401.0627440276	134096.005729187	155245.4115179568	181437.14576410057	138466.42478364345	154087.969562663	0	9.405080995609934e-10	0.8660442394108063	True	0.006419143481150889	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0AF50	2119.799798099851	2313.963134765624	3194.173020424595	3305.974221644704	2828.13854412934	1925.5209543992617	3057.879962560125	64.00020139558238	3260.081237243999	140339.52810068196	142129.55325336044	136057.87915685325	155627.01305994325	149784.6410724513	173078.4005455001	175997.189201632	166799.09136577588	157600.30339645376	9	9.424090223624316e-10	-5.984559298956018	True	0.006423891368341089	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
Q04439	952713.8502357518	953303.268493364	896413.0095293313	869875.1818189757	890524.5559667544	900725.2052248692	888727.8029292877	823025.3883688468	781047.5084259008	520197.35301516217	460616.4027540421	469869.0678530034	484613.2536763332	451726.4469442982	489543.8857958715	487294.7202119964	500334.03978767	459559.24713818566	0	9.424294812754025e-10	0.8798232057182909	True	0.006428639255531289	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P02829	4530396.862066259	4210146.030680118	3983853.164780785	4123321.395767716	3855007.558352228	3857501.75494271	4268701.551163607	4102532.4254662106	3772934.7628548993	2246318.2635250064	2131677.5351440376	2263856.5162908547	2303911.582982301	2062316.9264309052	2221824.9432084635	2100886.9113070616	2232852.687862723	2154765.104453231	0	9.558165279433829e-10	0.8964095834993407	True	0.006433387142721489	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q00055	3333447.8907868937	3979989.22838636	3720681.403858051	3396275.870834804	3480491.7069705664	3299728.769789018	3374583.976226723	3322838.936745683	3445650.713336885	1910823.555579159	1960692.91235178	1849171.8893981064	1958563.8532722543	1962093.9508907064	2137261.170825214	2176717.682104759	2076016.644048244	1948030.3946940815	0	9.566111006534752e-10	0.8022925396889771	True	0.006438135029911689	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P38321	72289.31617916879	69676.01042392316	65393.16265938753	80855.56098629876	79859.33494180335	82672.35002646578	60251.4801772498	69172.9342717726	86524.7381558816	2584.501687683985	24268.361710600024	1168.2671276071508	1834.350879113806	1561.653803918976	2624.002180958289	1103.0783057606543	31952.410266604355	1371.1742506297453	7	9.577003029052184e-10	3.2835290984039673	True	0.0064428829171018906	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P40564	1102806.7692398955	1090970.1294499834	978677.52603359	1224978.6425539304	1122638.1248829337	1047182.346481868	1128495.7848544838	1096962.5733448698	1173272.4512786297	633063.6095504235	552975.1093173472	607195.9514823556	552059.7107022313	572617.0613343379	587530.1862749412	586285.5324693632	600446.3608464993	565649.050115779	0	9.599721704552578e-10	0.9225468499302759	True	0.006447630804292091	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P25451	1626530.639319501	1621179.676877367	1511996.6758607451	1585398.8426092118	1467807.5935195817	1363073.321750966	1453890.7477906386	1411612.0232971376	1361879.8573052983	965054.8550023568	753482.3006270588	805597.6833323679	876019.6935958476	922857.55931213	862773.4570679556	887093.9145109642	893192.1571358558	904001.535450774	0	9.657356852186746e-10	0.7681467637510956	True	0.006452378691482291	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P07991	1654108.0775233523	1649113.0834947168	1778540.1649438182	1490936.6579564847	1517393.5207948457	1690015.1437030605	1725051.0020286106	1467453.9786944347	1457374.284501473	778304.9927285042	804778.1438829888	900171.6754830909	817157.1243579953	802782.6172550091	754869.8385849157	793620.654806585	773443.014150128	935022.9937463409	0	9.723224902501464e-10	0.9712626108484411	True	0.006457126578672491	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P0AEP3	57066.47759075478	2313.963134765624	59816.70997882197	93271.25791531366	82273.22116045043	69637.12529256061	80046.42317520814	83060.61502340312	3260.081237243999	248045.5007723895	264981.85904485587	273984.0939068664	188819.6452924154	257747.430979981	292379.39800840686	273844.7006167716	276517.1702031068	319339.55985341495	2	9.767279833415387e-10	-2.1743296271777464	True	0.006461874465862691	True	True	Ecoli	False	True	False	True	diann231	directlfq	min	0.5
