Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	3	3.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	1351680.0	1351980.0	1181020.0	1405290.0	1577400.0	1471280.0	1955840.0	1519690.0	1605080.0	9	4.1357944727405704e-08	-4.765222022849261	True	0.010152596603494955	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P53959	COG6_YEAST	COG6	Conserved oligomeric Golgi complex subunit 6	7	7.0	717830.0	988939.0	968170.0	838554.0	797263.0	750180.0	901451.0	684294.0	829684.0	255822.0	409141.0	389353.0	84229.4	341948.0	368820.0	444250.0	237783.0	397577.0	1	4.152925962688969e-08	1.3519665409462045	True	0.01015874969234556	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P09440	C1TM_YEAST	MIS1	C-1-tetrahydrofolate synthase, mitochondrial	16	16.0	7948280.0	6982520.0	6843110.0	5430410.0	6140380.0	5295700.0	6909440.0	6080800.0	6660790.0	3342380.0	3001640.0	2726150.0	2612110.0	2602530.0	2721620.0	2704620.0	1715300.0	2714500.0	0	4.1713156005917784e-08	1.2718073198208415	True	0.010164902781196162	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P02293;P02294	H2B1_YEAST;H2B2_YEAST	HTB1;HTB2	Histone H2B.1	4		461436000.0	431413000.0	481990000.0	466971000.0	467626000.0	418773000.0	418595000.0	541135000.0	423532000.0	242763000.0	232513000.0	252489000.0	220643000.0	243812000.0	229063000.0	242440000.0	257934000.0	228680000.0	0	4.177620087895858e-08	0.9350918768088534	True	0.010171055870046764	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase ERG2	3	3.0	24418200.0	22770000.0	25438500.0	16341500.0	23200700.0	21756000.0	23101700.0	24482700.0	19978400.0	12151400.0	10883200.0	10767700.0	8011870.0	12520100.0	8584110.0	8076480.0	10499800.0	10551800.0	0	4.2524869477399356e-08	1.130257627431492	True	0.010177208958897366	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P12904	AAKG_YEAST	SNF4	5'-AMP-activated protein kinase subunit gamma	7	7.0	5156210.0	4740780.0	4990150.0	4470780.0	3849950.0	4263930.0	5261160.0	5458150.0	4701050.0	2190940.0	2068330.0	2102130.0	1754860.0	2054550.0	2026320.0	2120890.0	2319290.0	1817440.0	0	4.2747809940802924e-08	1.216721776236853	True	0.01018336204774797	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P07560	SEC4_YEAST	SEC4	Ras-related protein SEC4	6	5.0	57843000.0	59434100.0	71714200.0	56475000.0	53606500.0	57924800.0	53691200.0	51651400.0	54737600.0	24759300.0	28021700.0	32264900.0	25819700.0	25802900.0	28672700.0	26157100.0	27007700.0	27722100.0	0	4.2801743723655395e-08	1.0703859518830738	True	0.010189515136598574	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P27697	COQ8_YEAST	COQ8	Atypical kinase COQ8, mitochondrial	1	1.0	7130650.0	5970210.0	5285270.0	6183010.0	5903330.0	4472710.0	5564490.0	4698490.0	3909110.0	45168.4	48198.2	2737090.0	84229.4	41383.1	63730.1	59394.8	2405260.0	32238.3	7	4.307568105215102e-08	3.1543549563057502	True	0.010195668225449176	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	3	3.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	1431770.0	1403050.0	1424550.0	1105700.0	1753990.0	1625040.0	1337910.0	1339350.0	1146400.0	9	4.3140366347488714e-08	-4.670644441596418	True	0.010201821314299779	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P00370	DHE4_ECOLI	gdhA	NADP-specific glutamate dehydrogenase	5	5.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	889284.0	1057390.0	1050570.0	708669.0	1017340.0	1254660.0	1034500.0	1013720.0	1083370.0	9	4.3858516857976805e-08	-4.206361156127645	True	0.010207974403150381	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q03705	CG121_YEAST	CGI121	EKC/KEOPS complex subunit CGI121	3	3.0	2123420.0	2264540.0	2314420.0	2093510.0	2044030.0	1996690.0	2003140.0	1843180.0	2059800.0	900908.0	1045690.0	923864.0	84229.4	612419.0	674087.0	943302.0	831032.0	831550.0	1	4.3967713546076845e-08	1.452770037375129	True	0.010214127492000985	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P46682	AP3B_YEAST	APL6	AP-3 complex subunit beta	9	9.0	3325480.0	3223320.0	3981970.0	2747600.0	2932390.0	3232340.0	2778630.0	2887100.0	3025440.0	1255440.0	1258020.0	1567870.0	84229.4	1472980.0	1422220.0	1354760.0	1108610.0	1387880.0	1	4.39723028190781e-08	1.3664117380029384	True	0.010220280580851589	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q9P305	IGO2_YEAST	IGO2	mRNA stability protein IGO2	4	4.0	4227920.0	4209090.0	3297400.0	3371490.0	3692640.0	3166940.0	3285540.0	3153250.0	2973770.0	1254390.0	48198.2	79550.9	1319520.0	41383.1	977068.0	1556460.0	1188480.0	1263160.0	3	4.404096473171605e-08	2.021548998761319	True	0.010226433669702191	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40188	RGI2_YEAST	RGI2	Respiratory growth induced protein 2	3	3.0	3359510.0	3289620.0	2903270.0	2534400.0	3715080.0	2097410.0	3007190.0	3705360.0	2742140.0	1071470.0	1400140.0	79550.9	84229.4	41383.1	63730.1	1008300.0	955793.0	651465.0	4	4.440406395702791e-08	2.3525063288502905	True	0.010232586758552794	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q06214	JIP5_YEAST	JIP5	WD repeat-containing protein JIP5	4	4.0	4862960.0	4529980.0	5106240.0	4046220.0	4318100.0	5023460.0	5083450.0	2651570.0	5741850.0	45168.4	1799330.0	79550.9	84229.4	41383.1	63730.1	1429620.0	70385.6	2039360.0	6	4.456399752328707e-08	2.871343062603227	True	0.010238739847403398	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P47082	AVT1_YEAST	AVT1	Vacuolar amino acid transporter 1	4	4.0	10919000.0	10829800.0	9140980.0	9379360.0	9581340.0	7423970.0	10919300.0	9374490.0	10165300.0	5332230.0	4709010.0	4227320.0	5159530.0	5090100.0	3678930.0	4987620.0	4207920.0	4098130.0	0	4.456641416693129e-08	1.0803373547624298	True	0.010244892936254	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P16622	HEMH_YEAST	HEM15	Ferrochelatase, mitochondrial	5	5.0	9469620.0	9470870.0	8732580.0	9939130.0	8808060.0	7783330.0	6994770.0	8702930.0	7711130.0	3175360.0	3918780.0	4623620.0	4080960.0	4444540.0	3648060.0	3967680.0	4215670.0	4053890.0	0	4.465055007415766e-08	1.1031477860459442	True	0.010251046025104604	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P02358	RS6_ECOLI	rpsF	Small ribosomal subunit protein bS6	4	4.0	29924500.0	29577300.0	23323200.0	30715300.0	27129200.0	29872200.0	26690000.0	29920300.0	28892800.0	116643000.0	113154000.0	106767000.0	162084000.0	125765000.0	125415000.0	124036000.0	126327000.0	124558000.0	0	4.470219864097031e-08	-2.1351349193543787	True	0.010257199113955206	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P21827	RCC1_YEAST	SRM1	Guanine nucleotide exchange factor SRM1	6	6.0	12194500.0	14551200.0	12693300.0	12780100.0	13092300.0	11362000.0	12941400.0	14660800.0	9121290.0	5174630.0	5779560.0	4832180.0	6021620.0	5418420.0	4744870.0	5254670.0	4961900.0	32238.3	1	4.549767005294218e-08	1.4253795726782008	True	0.010263352202805808	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q08601	MCA1_YEAST	MCA1	Metacaspase-1	5	5.0	6267080.0	6504170.0	5646450.0	5991260.0	5339170.0	5610440.0	5934090.0	4436700.0	4903960.0	3206610.0	2934110.0	2522190.0	2555940.0	2620000.0	2096910.0	2648570.0	2299970.0	2650780.0	0	4.590643222833561e-08	1.1052743270823528	True	0.010269505291656413	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q03327	UGO1_YEAST	UGO1	Mitochondrial fusion and transport protein UGO1	2	2.0	1411380.0	1482480.0	1743550.0	1432970.0	1810600.0	1186190.0	1536710.0	1579370.0	1541080.0	740118.0	597496.0	79550.9	821252.0	518251.0	619590.0	724304.0	404296.0	662093.0	1	4.594013279500458e-08	1.409350641430276	True	0.010275658380507015	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25372	TRX3_YEAST	TRX3	Thioredoxin-3, mitochondrial	3	3.0	15928100.0	14113900.0	15011500.0	16217800.0	12892800.0	14682300.0	14991200.0	13278900.0	11719800.0	5784400.0	6784780.0	5790650.0	6608990.0	6918000.0	6154310.0	6972010.0	6239230.0	6313300.0	0	4.5960809301676865e-08	1.1622585300508157	True	0.010281811469357619	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P45577	PROQ_ECOLI	proQ	RNA chaperone ProQ	3	3.0	47822.5	29353.8	4995890.0	5526500.0	73026.5	4910130.0	5093520.0	5870660.0	61327.0	23996000.0	26232600.0	16435100.0	20038900.0	31005200.0	20051100.0	28531800.0	21291800.0	21016600.0	4	4.623309064045165e-08	-2.9707884947361953	True	0.010287964558208221	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q06089	YP098_YEAST	YPR098C	Uncharacterized mitochondrial outer membrane protein YPR098C	2	2.0	35050000.0	36050500.0	28875300.0	28886500.0	30954600.0	27891600.0	34587200.0	30597600.0	30445300.0	45168.4	15550300.0	11683400.0	10637300.0	10638800.0	9693980.0	59394.8	10224900.0	9481460.0	2	4.624410443566352e-08	1.8607092022614502	True	0.010294117647058823	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38810	SFB3_YEAST	SFB3	SED5-binding protein 3	14	14.0	10441400.0	10494900.0	12865500.0	9018850.0	10427800.0	11131000.0	8941520.0	9633230.0	10057400.0	4769290.0	4495960.0	4821180.0	3949440.0	4521600.0	5052870.0	3530540.0	4520570.0	4956490.0	0	4.647391544851249e-08	1.1952935810201877	True	0.010300270735909427	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	23	23.0	30544300.0	29388000.0	37217200.0	24909600.0	27553400.0	31468100.0	29223600.0	27671500.0	30732100.0	13285900.0	12929400.0	15592800.0	10288900.0	13639300.0	14800300.0	12938200.0	13299900.0	13890500.0	0	4.6849771881058144e-08	1.1550285392810857	True	0.01030642382476003	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40956	GTS1_YEAST	GTS1	Protein GTS1	7	7.0	2727260.0	2546870.0	2736810.0	1810680.0	2171780.0	2360620.0	2332600.0	2336000.0	2172520.0	950313.0	1164380.0	1075020.0	84229.4	1041150.0	1051680.0	1010140.0	630163.0	1062630.0	1	4.6850310294547884e-08	1.393145584599856	True	0.010312576913610634	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	7	7.0	550442.0	891742.0	66903.0	1066930.0	73026.5	362663.0	47997.3	51770.1	496142.0	2250220.0	2413990.0	2214040.0	1771210.0	2155680.0	2305770.0	2312310.0	2103700.0	2103030.0	4	4.6889884042870714e-08	-2.443938848792492	True	0.010318730002461236	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q12186	BBP_YEAST	MSL5	Branchpoint-bridging protein	1	1.0	443131.0	396921.0	635986.0	465915.0	471406.0	505667.0	532070.0	457112.0	401076.0	45168.4	48198.2	79550.9	84229.4	41383.1	63730.1	59394.8	70385.6	32238.3	9	4.703483924162504e-08	3.0390420666651163	True	0.01032488309131184	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q12514	NOT5_YEAST	NOT5	General negative regulator of transcription subunit 5	5	5.0	5042660.0	5124750.0	4977840.0	3869350.0	4542520.0	5687410.0	4197750.0	4364660.0	5389150.0	2132710.0	2210960.0	2504390.0	1606040.0	1895470.0	2337680.0	1889810.0	2043900.0	2561810.0	0	4.724742825369167e-08	1.1710896680545486	True	0.010331036180162442	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40454	PTPA1_YEAST	RRD1	Serine/threonine-protein phosphatase 2A activator 1	2	2.0	751790.0	834985.0	970267.0	595168.0	788408.0	930692.0	879657.0	731216.0	773561.0	45168.4	273236.0	329335.0	84229.4	290424.0	63730.1	293790.0	196026.0	445091.0	3	4.814762162133296e-08	1.8440328892964568	True	0.010337189269013045	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P33202	UFD4_YEAST	UFD4	Ubiquitin fusion degradation protein 4	8	8.0	2016200.0	1991630.0	1463880.0	1897560.0	1478230.0	1152980.0	1771060.0	1575190.0	1878340.0	571467.0	1021730.0	79550.9	84229.4	41383.1	63730.1	59394.8	70385.6	32238.3	7	4.827802036001648e-08	2.9110898310478417	True	0.010343342357863649	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q96VH4	HBN1_YEAST	HBN1	Putative nitroreductase HBN1	3	3.0	6142530.0	5985190.0	5471300.0	5731080.0	5583980.0	7611490.0	5807260.0	4931280.0	6344760.0	2846190.0	2824260.0	3799940.0	1596080.0	2582820.0	3356200.0	2832760.0	2454290.0	2943940.0	0	4.837456348177239e-08	1.08696102908035	True	0.010349495446714251	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32864	RAEP_YEAST	MRS6	Rab proteins geranylgeranyltransferase component A	3	3.0	3909710.0	4078730.0	2899440.0	3932860.0	4155330.0	2765700.0	3412480.0	3021040.0	3775860.0	45168.4	48198.2	79550.9	84229.4	41383.1	63730.1	59394.8	70385.6	32238.3	9	4.871568740631554e-08	5.929389838508131	True	0.010355648535564855	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q01560	NOP3_YEAST	NPL3	Serine/arginine (SR)-type shuttling mRNA binding protein NPL3	6	6.0	171407000.0	158291000.0	207441000.0	152170000.0	146948000.0	170736000.0	157749000.0	157189000.0	160028000.0	78000600.0	73384800.0	93135900.0	65994500.0	78445600.0	88246800.0	77894100.0	82467200.0	81984900.0	0	4.87255276320922e-08	1.0423298671461416	True	0.010361801624415457	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q06287	NEP1_YEAST	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	5	5.0	4018430.0	3677960.0	2773220.0	4096520.0	3645020.0	3179490.0	3736000.0	3766020.0	3318320.0	1790000.0	1916810.0	1683430.0	1704350.0	1574070.0	1296540.0	2029480.0	1687410.0	1510140.0	0	4.8808164069011317e-08	1.0842189023468254	True	0.01036795471326606	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q05359	ERP1_YEAST	ERP1	Protein ERP1	5	5.0	23854400.0	24885200.0	32401500.0	21686900.0	23276800.0	25091800.0	24476700.0	23274000.0	24594600.0	11820800.0	11052900.0	11553900.0	8040280.0	12924500.0	11211200.0	11786400.0	9910540.0	9683610.0	0	4.9160444002516205e-08	1.1899252638824498	True	0.010374107802116663	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q03088	SVL3_YEAST	SVL3	Styryl dye vacuolar localization protein 3	10	9.0	9591980.0	9341530.0	8807160.0	5734560.0	8649310.0	8993330.0	8417940.0	7321660.0	9088090.0	3677090.0	3384740.0	3572480.0	84229.4	3370260.0	3890110.0	3235820.0	3580490.0	3081180.0	1	4.920962631629606e-08	1.4459213926250567	True	0.010380260890967266	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0ACC7	GLMU_ECOLI	glmU	Bifunctional protein GlmU	5	5.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	3206830.0	3847020.0	2843340.0	3787930.0	2704670.0	2537880.0	3574710.0	2915840.0	2987780.0	9	4.924837696319498e-08	-5.847112598253009	True	0.01038641397981787	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0AEZ9	MOAB_ECOLI	moaB	Molybdenum cofactor biosynthesis protein B	5	5.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	2461800.0	3143270.0	2755020.0	1824750.0	3187290.0	2821580.0	3057470.0	2860470.0	2759940.0	9	4.95514301005468e-08	-5.655415645621475	True	0.010392567068668472	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P54885	PROA_YEAST	PRO2	Gamma-glutamyl phosphate reductase	13	13.0	38190200.0	37954300.0	47580700.0	31435000.0	36432900.0	41579300.0	35468600.0	38107000.0	39587000.0	18313200.0	18823100.0	21611500.0	13728900.0	18074800.0	20605800.0	18006100.0	17121300.0	19044100.0	0	4.9794736733251076e-08	1.0668301295197482	True	0.010398720157519074	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P26321	RL5_YEAST	RPL5	Large ribosomal subunit protein uL18	9	9.0	630941000.0	568701000.0	697535000.0	496084000.0	558213000.0	605065000.0	502744000.0	573622000.0	593121000.0	279103000.0	271459000.0	279814000.0	208380000.0	275176000.0	286315000.0	266182000.0	277979000.0	273213000.0	0	5.007713250719828e-08	1.1121262049837919	True	0.010404873246369678	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q06709	REH1_YEAST	REH1	Cytoplasmic 60S subunit biogenesis factor REH1	3	3.0	7626120.0	7849450.0	8274640.0	7460260.0	7267470.0	10347500.0	7971290.0	7205500.0	8385330.0	3485150.0	3762860.0	5685040.0	3661090.0	3679520.0	4141600.0	3823590.0	4012800.0	3847950.0	0	5.059370568561814e-08	1.0037589360413541	True	0.010411026335220282	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P50086	PSD10_YEAST	NAS6	Probable 26S proteasome regulatory subunit p28	4	4.0	72168600.0	85678400.0	86538400.0	53534900.0	78000900.0	73434700.0	85111700.0	72086300.0	73065800.0	36286400.0	36493900.0	28569700.0	26518000.0	30220300.0	18929300.0	38734900.0	33175800.0	35716000.0	0	5.091065367013171e-08	1.2555674621793744	True	0.010417179424070885	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q03483	YD22A_YEAST	TY2A-DR2	Transposon Ty2-DR2 Gag polyprotein	4	1.0	2149900.0	2072470.0	1790510.0	1184490.0	1449580.0	1771350.0	1643580.0	1412700.0	2330560.0	45168.4	48198.2	79550.9	84229.4	41383.1	731915.0	59394.8	70385.6	32238.3	8	5.0956573465447176e-08	3.7283765598404837	True	0.010423332512921487	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q08232	DSC2_YEAST	DSC2	DSC E3 ubiquitin ligase complex subunit 2	1	1.0	378060.0	433762.0	543367.0	435956.0	352774.0	520293.0	370298.0	326306.0	365048.0	45168.4	48198.2	79550.9	84229.4	41383.1	266098.0	59394.8	70385.6	32238.3	8	5.099728198474872e-08	2.358249021850171	True	0.01042948560177209	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P33599	NUOCD_ECOLI	nuoC	NADH-quinone oxidoreductase subunit C/D	4	4.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	1328740.0	1825960.0	1362070.0	1317930.0	1600010.0	1478750.0	1974210.0	1498670.0	1765420.0	9	5.1120321418012834e-08	-4.841898392640666	True	0.010435638690622693	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P32347	DCUP_YEAST	HEM12	Uroporphyrinogen decarboxylase	7	7.0	5156590.0	5076390.0	4667490.0	4661730.0	3902740.0	3057750.0	5017050.0	5085230.0	5031500.0	45168.4	48198.2	79550.9	84229.4	41383.1	63730.1	59394.8	70385.6	32238.3	9	5.1205247172714184e-08	6.312062569796003	True	0.010441791779473297	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q12160	YP063_YEAST	YPR063C	Uncharacterized protein YPR063C	1	1.0	2878570.0	3285670.0	4155320.0	1840790.0	3078650.0	3443900.0	3349450.0	2604950.0	3409090.0	45168.4	48198.2	79550.9	84229.4	41383.1	63730.1	817426.0	1314750.0	1122360.0	6	5.1230951267998424e-08	2.9550309136120414	True	0.0104479448683239	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P13482	TREA_ECOLI	treA	Periplasmic trehalase	4	4.0	47822.5	29353.8	66903.0	49927.2	73026.5	3691810.0	47997.3	51770.1	61327.0	5570380.0	5225100.0	5380510.0	6829890.0	5987630.0	4468470.0	6617790.0	5290560.0	5697320.0	8	5.123407843121314e-08	-3.631715349722487	True	0.010454097957174502	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	1	1.0	14101300.0	14294000.0	66903.0	15930900.0	12458200.0	10503300.0	13792100.0	12770000.0	11062800.0	63569200.0	60876600.0	48813900.0	86981400.0	65123900.0	53077700.0	60395600.0	61984600.0	58474100.0	1	5.14515016982375e-08	-2.4135069193186407	True	0.010460251046025104	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P22140	EPT1_YEAST	EPT1	Choline/ethanolaminephosphotransferase 1	1	1.0	2553420.0	3116510.0	2366910.0	2575270.0	3148290.0	1915090.0	2665210.0	2156780.0	1855120.0	45168.4	1013140.0	79550.9	84229.4	1062640.0	829422.0	607290.0	70385.6	32238.3	5	5.1468173560234864e-08	2.547263851829571	True	0.010466404134875708	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P49334	TOM22_YEAST	TOM22	Mitochondrial import receptor subunit TOM22	4	4.0	57757600.0	50423800.0	58834100.0	42563200.0	44246300.0	53047300.0	47586600.0	45866200.0	50705100.0	30835000.0	25701800.0	25151500.0	18816400.0	23862200.0	25132700.0	25802400.0	24425500.0	24625600.0	0	5.167266962366396e-08	1.007452917835686	True	0.010472557223726312	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38247	SLM4_YEAST	SLM4	Protein SLM4	2	2.0	80430000.0	71319100.0	54945800.0	66235000.0	57688100.0	67625600.0	64176300.0	44746600.0	75239500.0	16973500.0	17666600.0	24188600.0	84229.4	23980900.0	16118900.0	30692700.0	12845700.0	25136300.0	1	5.199483532147665e-08	1.7962506763093222	True	0.010478710312576914	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38822	BZZ1_YEAST	BZZ1	Protein BZZ1	8	8.0	7056750.0	7123710.0	7685400.0	5421260.0	5973460.0	7324170.0	6567180.0	6355970.0	6769550.0	2722420.0	3106910.0	3417880.0	2795160.0	3129130.0	3080900.0	3378840.0	2854290.0	3173240.0	0	5.201319728110103e-08	1.123881385400804	True	0.010484863401427517	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P53741	BRE5_YEAST	BRE5	UBP3-associated protein BRE5	12	12.0	44384100.0	40614300.0	52263100.0	38188000.0	38859800.0	45143800.0	39232600.0	38163800.0	40266500.0	17681200.0	18736800.0	20376200.0	15282600.0	18129200.0	17031100.0	15813200.0	17332400.0	17491900.0	0	5.211027231304866e-08	1.2562292826572665	True	0.010491016490278119	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q12009	TRMB_YEAST	TRM8	tRNA (guanine-N(7)-)-methyltransferase	4	4.0	3186670.0	3258400.0	3418710.0	2735880.0	3068290.0	2886910.0	2768960.0	2674180.0	2821010.0	1178760.0	1385000.0	1269050.0	84229.4	1178490.0	1313730.0	1315690.0	1428770.0	1462430.0	1	5.223394977227918e-08	1.3369954035502603	True	0.010497169579128725	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P31120	GLMM_ECOLI	glmM	Phosphoglucosamine mutase	4	4.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	3785790.0	4059270.0	4865850.0	3575120.0	4337320.0	3190820.0	4841630.0	4989680.0	4815720.0	9	5.274013596636556e-08	-6.284320681849607	True	0.010503322667979327	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38861	NMD3_YEAST	NMD3	60S ribosomal export protein NMD3	9	9.0	2266070.0	2382100.0	2982360.0	2102300.0	2332790.0	2537710.0	2645910.0	2314330.0	2350650.0	1065580.0	989752.0	1001900.0	854324.0	979317.0	930808.0	949504.0	996353.0	1040830.0	0	5.307230071445175e-08	1.3149206806170874	True	0.01050947575682993	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
