Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P29295	P29295		HRR25		68382.0	72558.1	69283.5	73051.6	74318.6	72650.4	38744.2	39116.0	39364.4	76509.8	40035.9	72782.3	76938.4	37215.8	39170.4	38509.5	42050.5	37875.8	0	1.2246716581027685e-12	0.8988258910040869	True	0.0028337531486146094	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0AGJ9	P0AGJ9		tyrS		15981.2	14482.2	15286.9	13488.5	12446.1	14709.2	36390.6	35149.7	34043.6	14624.7	30836.1	13464.7	15952.6	37545.6	35716.0	37025.5	36185.9	36784.6	0	1.242315396966934e-12	-1.2932744464606265	True	0.002838597171090874	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P00509	P00509		aspC		49649.0	49686.8	52000.2	47628.2	49590.9	51898.6	169093.0	163024.0	152906.0	48294.5	155836.0	54209.1	54218.0	174691.0	157497.0	165131.0	161140.0	169800.0	0	1.2503424040147844e-12	-1.6841309125623023	True	0.0028434411935671384	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P23883	P23883		puuC		13056.6	12195.8	11721.1	11273.5	14586.7	12954.3	39081.5	40563.1	40652.3	13314.1	40479.9	13789.5	13004.2	42988.9	37505.4	43132.6	44823.1	42611.9	0	1.2708087267541205e-12	-1.6818486451831283	True	0.0028482852160434027	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P32657	P32657		CHD1		61611.9	65098.2	65595.5	62730.9	59220.8	65391.3	35125.3	33508.3	33466.4	64113.0	34902.8	68378.4	68487.4	36637.8	36186.0	33665.8	34983.1	39447.1	0	1.2985002532810944e-12	0.8689370785895245	True	0.002853129238519667	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P29012	P29012		dadX		7397.34	9350.94	7157.32	8057.53	8648.55	8504.61	27030.1	25771.9	23887.9	8540.2	23583.9	8553.07	8774.41	26926.1	25015.4	27009.6	26001.9	23740.2	0	1.3003446200650006e-12	-1.610485568311934	True	0.0028579732609959312	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P08518	P08518		RPB2		108812.0	102998.0	106683.0	105437.0	106986.0	103532.0	58977.1	55511.8	54730.1	107195.0	57246.2	107730.0	115745.0	57248.1	57710.8	56856.6	54685.5	58131.4	0	1.3037376125003396e-12	0.917106527265515	True	0.0028628172834721955	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P08536	P08536		MET3		17590.9	16651.3	16748.7	17222.6	17714.9	18331.7	9729.02	10177.0	9806.85	18054.6	10126.9	18843.8	19267.7	8036.21	10224.9	10320.7	10506.6	10315.3	0	1.3037386089172441e-12	0.8460910978470646	True	0.00286766130594846	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P36160	P36160		RPF2		60125.0	57126.1	66191.9	56566.5	62401.4	64956.1	34969.8	31057.3	32455.5	60811.8	34885.7	64272.4	61692.3	29156.5	30113.6	27802.0	30617.3	31776.6	0	1.3074262546422487e-12	0.9703025324823952	True	0.002872505328424724	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P22256	P22256		gabT		25501.7	25767.4	26872.1	27747.7	25031.4	26322.1	88713.8	82578.7	84083.6	25743.2	82903.6	27340.1	27286.4	89739.9	89548.9	86946.1	88890.6	92566.7	0	1.3074588680007712e-12	-1.725869429447693	True	0.0028773493509009884	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P49095	P49095		GCV2		253199.0	249236.0	251882.0	246031.0	242233.0	251488.0	144263.0	140459.0	151157.0	268630.0	143057.0	263073.0	260746.0	150811.0	141603.0	146203.0	146436.0	146711.0	0	1.3125108013377062e-12	0.8028147648036168	True	0.0028821933733772526	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A991	P0A991		fbaB		10947.2	12534.0	13829.0	12588.6	13023.5	12693.5	41702.9	44535.5	41827.1	14319.1	42106.5	15278.3	11382.2	44630.2	44401.3	48743.5	47381.3	48374.7	0	1.3158932929479008e-12	-1.7917834363339207	True	0.002887037395853517	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
Q12515	Q12515		PAR32		73919.1	74731.0	69566.5	74919.2	73456.6	71511.0	38229.5	37953.1	39684.6	72563.4	40418.3	77500.9	81462.1	38300.6	41742.4	35545.5	36709.3	36733.1	0	1.3338768180746542e-12	0.9554448791547373	True	0.002891881418329781	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P13035	P13035		glpD		8109.63	7568.18	6302.55	7823.54	8492.22	7165.71	26350.1	23427.2	28898.2	7701.06	24841.2	7513.59	10421.3	28979.7	27988.2	25823.9	27600.0	27786.5	0	1.3360710454442e-12	-1.7653112099686086	True	0.0028967254408060455	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P35728	P35728		MPE1		13637.3	14338.3	13820.3	13708.5	14486.3	13187.1	8850.37	8347.69	8514.33	15110.8	8446.98	13598.2	14437.1	8321.3	8735.16	9847.8	9154.06	8728.19	0	1.3376047326963996e-12	0.6781917350498511	True	0.0029015694632823098	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P13029	P13029		katG		28750.6	27730.0	26751.4	29075.5	27620.4	28096.4	85171.2	85773.1	84135.4	27305.2	87493.8	29902.3	29652.5	85559.5	89409.1	88292.4	89643.5	95983.0	0	1.33959354911246e-12	-1.6346757509087957	True	0.002906413485758574	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0AG67	P0AG67		rpsA		93494.8	94739.7	96275.3	98405.0	98996.7	95296.5	349489.0	324154.0	333516.0	100601.0	330599.0	102303.0	98784.7	362474.0	351485.0	345138.0	341615.0	357626.0	0	1.3434455418897606e-12	-1.8166846903905711	True	0.0029112575082348383	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P40471	P40471		AYR1		164417.0	167323.0	158373.0	172234.0	172496.0	180394.0	87946.7	89768.3	83013.8	176442.0	81717.0	179867.0	171834.0	88665.4	84509.5	89263.0	90289.4	82316.1	0	1.3460161021023736e-12	0.9891987755045736	True	0.0029161015307111026	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0ABZ6	P0ABZ6		surA		12023.7	11762.1	12457.8	12112.8	11973.8	10839.7	44903.7	40016.1	41552.0	13339.9	43066.4	12828.6	13136.4	46451.1	45504.2	44976.7	41988.9	44577.9	0	1.3635411797159856e-12	-1.8309478130521906	True	0.002920945553187367	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P25299	P25299		RNA15		26503.8	26712.7	26726.5	27946.5	27042.7	27258.9	14170.5	14955.5	14613.3	30251.0	12880.7	28898.3	30690.5	13914.2	14895.3	13778.2	15504.4	11319.2	0	1.388258097719898e-12	0.9998185517851097	True	0.002925789575663631	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P13185	P13185		KIN1		34439.8	34255.6	35911.5	33120.3	37383.0	33437.7	19168.5	18267.4	17439.6	38066.1	19950.0	36448.7	35008.1	19059.9	20441.6	20083.4	17736.3	20451.5	0	1.3903839973406744e-12	0.88193051460853	True	0.0029306335981398954	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P05793	P05793		ilvC		1252.11	2011.16	1318.84	2297.0	1872.55	2046.41	5671.03	6054.57	5525.25	2088.64	6567.76	2345.89	2589.16	5755.21	6164.85	5510.15	6498.6	5733.23	0	1.392694757908442e-12	-1.5853771817273643	True	0.0029354776206161597	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0AEI1	P0AEI1		miaB		2259.07	3043.09	1934.97	1505.59	2392.67	1405.85	9310.79	7760.06	9238.68	2385.18	7660.54	2860.15	2736.11	8432.34	7631.36	9147.3	7944.76	8571.7	0	1.3972087673523626e-12	-1.8830270852371116	True	0.002940321643092424	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P40961	P40961		PHB1		63344.8	64929.9	69967.6	69376.0	67245.0	67135.8	42968.7	37124.4	40267.6	75077.9	38938.2	67495.5	67253.6	40352.2	37307.7	40677.0	36390.3	33722.5	0	1.4281259004496883e-12	0.8150769457591817	True	0.0029451656655686883	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0AEQ3	P0AEQ3		glnH		78408.0	81112.4	83559.0	82602.1	79163.5	78807.6	270323.0	274137.0	258228.0	83069.1	264482.0	85839.7	86082.9	273777.0	291908.0	287146.0	279911.0	284263.0	0	1.4299173674700207e-12	-1.7498151136104463	True	0.002950009688044953	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0AFJ1	P0AFJ1		yjdM		3678.08	3125.88	3085.61	4368.56	2786.38	4148.1	12271.1	10768.7	12913.1	2293.44	11354.8	4258.18	3633.11	12860.5	11584.6	13010.7	12312.5	13968.2	0	1.4317336081633076e-12	-1.8233390820193769	True	0.002954853710521217	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P75823	P75823		ltaE		9671.37	8898.81	9386.64	10128.4	9273.41	8686.5	23698.5	21977.8	21240.0	10203.5	22769.2	9446.22	9517.8	24704.6	23467.0	22820.4	24458.5	23314.0	0	1.4468312092057283e-12	-1.2905618495218978	True	0.002959697732997481	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P40469	P40469		MET18		28186.9	26203.8	26309.9	29504.0	28971.8	28193.5	13264.4	15508.5	14115.8	29845.0	13529.8	27753.2	30017.3	14982.4	14605.3	14406.5	13058.4	14927.6	0	1.4549837762441353e-12	0.9897840476954711	True	0.0029645417554737454	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q02630	Q02630		NUP116		54869.3	50203.2	51050.7	52404.1	48015.2	49585.5	27983.1	27180.5	29902.2	54773.1	28561.1	55639.6	51700.5	28963.8	27045.2	29135.5	27010.3	33569.0	0	1.464863840651631e-12	0.8523476174881499	True	0.0029693857779500097	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P53929	P53929		YNL108C		61030.0	60090.6	58510.4	59496.1	53744.0	54792.8	33215.0	33358.4	29036.5	57593.6	27852.4	61101.8	63800.0	31206.0	28004.6	33646.2	28649.3	32449.9	0	1.4759016429698553e-12	0.9343629609459653	True	0.0029742298004262744	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P52490	P52490		UBC13		152546.0	149211.0	156844.0	151705.0	147055.0	148085.0	84691.2	92836.4	87593.0	164432.0	83483.6	163525.0	159387.0	90215.2	93161.2	91031.4	88413.1	95252.1	0	1.4782077825192547e-12	0.7879143646760158	True	0.0029790738229025383	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P15028	P15028		fecB		304.13	345.452	238.318	266.48	176.173	292.121	11452.1	9411.98	10441.9	368.991	11017.7	2800.88	327.208	11040.4	11087.9	11907.1	11934.7	13749.7	8	1.5108987510613865e-12	-4.316965985272303	True	0.0029839178453788025	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P07275	P07275		PUT2		34429.3	32462.4	33270.8	36820.2	35246.9	34718.4	18290.6	18439.8	17136.7	34900.5	19057.8	36553.1	37529.2	19963.9	18702.5	16730.9	18344.4	18207.1	0	1.534184227706884e-12	0.9382473077266688	True	0.002988761867855067	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A805	P0A805		frr		26718.4	31079.6	31744.2	26824.8	27818.8	30218.7	99024.3	102516.0	107868.0	33621.3	95563.3	32384.5	31613.4	105957.0	107619.0	112691.0	112511.0	101462.0	0	1.5502586914800986e-12	-1.7969049833154553	True	0.0029936058903313315	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P38720	P38720		GND1		919644.0	930699.0	929351.0	916797.0	925644.0	920099.0	515537.0	522890.0	509088.0	971332.0	509005.0	1000080.0	970454.0	546213.0	526411.0	528134.0	525744.0	528141.0	0	1.5591227758254191e-12	0.8486783774533307	True	0.002998449912807596	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P38694	P38694		MSC7		36264.5	33666.0	34501.7	36919.1	36173.2	34408.4	20303.4	19151.3	21113.4	35364.2	20163.4	38300.3	37872.2	24208.6	22935.6	19960.3	21810.4	19670.3	0	1.5777729871596275e-12	0.7728284530164575	True	0.0030032939352838597	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q12018	Q12018		CDC53		70758.4	66280.4	68956.5	68363.0	69037.9	66048.9	39739.7	37806.0	39398.7	72010.3	39615.4	73120.0	69350.5	40128.4	39146.9	38506.0	38952.1	36981.5	0	1.6069092741399562e-12	0.8328879114313134	True	0.003008137957760124	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q08954	Q08954		NBR9		44452.9	43394.6	41691.1	39642.2	42082.8	40145.7	22244.2	24227.1	25195.3	45792.9	21835.7	45243.3	44001.7	21504.4	21346.2	24733.8	27527.4	22934.8	0	1.6407768572087643e-12	0.8692801291703283	True	0.0030129819802363882	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P00927	P00927		ILV1		32016.6	31566.6	31758.0	33394.5	32391.1	31254.2	16997.1	18571.3	16722.1	33736.6	19747.5	36938.1	32483.4	15767.9	19117.9	16657.1	16712.8	17336.9	0	1.64958825128574e-12	0.9068013876602543	True	0.003017826002712653	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0C8J6	P0C8J6		gatY		4585.88	3775.71	4625.48	5963.21	4421.11	5567.77	18945.1	16579.4	15214.1	4480.61	16244.1	4160.72	5008.27	18077.5	18830.6	17375.3	16849.4	17253.6	0	1.6566687811423267e-12	-1.8671549766991422	True	0.0030226700251889172	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P36151	P36151		YKR070W		26692.1	25523.8	24817.7	27234.3	25255.7	25302.4	13516.7	14525.0	15836.1	25768.1	15041.4	28222.0	26337.8	16936.8	14397.8	17025.7	16356.2	14647.8	0	1.672691552403893e-12	0.7659762350712583	True	0.003027514047665181	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P00960	P00960		glyQ		10840.4	7205.31	9196.33	6982.32	9333.85	8494.96	22165.2	24800.1	21574.1	10440.4	23652.1	7804.92	10192.4	20521.2	24777.9	22652.2	20792.7	22883.4	0	1.708767977125687e-12	-1.3403904253031547	True	0.0030323580701414454	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P38066	P38066		RIB1		60725.1	52777.6	54114.0	55333.9	57547.0	55964.5	29639.3	31673.3	31459.0	55140.3	31843.8	60808.7	57851.2	28247.9	32150.7	33190.4	34641.8	30008.4	0	1.7329514877768913e-12	0.8511784208072616	True	0.00303720209261771	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P53274	P53274		YGR126W		25127.2	22535.1	23034.9	22286.1	21727.8	22618.1	12930.5	12666.2	11351.0	23465.6	11650.7	23510.1	21079.1	10580.0	12501.6	11754.7	11779.0	11308.8	0	1.749346353646357e-12	0.9471656029848834	True	0.0030420461150939744	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q12008	Q12008		GPM2		140659.0	137561.0	140087.0	136812.0	138210.0	132391.0	84043.4	82231.9	72929.2	146414.0	79416.8	155375.0	147001.0	76771.1	78030.4	69417.4	78888.7	81485.1	0	1.753076381900355e-12	0.8579069951044707	True	0.0030468901375702386	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P21367	P21367		ycaC		41812.0	45329.4	45443.3	41681.0	44628.3	45424.2	160879.0	169095.0	153948.0	47998.3	163279.0	46249.6	47253.7	160434.0	168379.0	178877.0	170834.0	161637.0	0	1.7613466842086262e-12	-1.873844657706861	True	0.0030517341600465025	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P53742	P53742		NOG2		20998.8	18045.2	19347.1	19245.9	21114.0	19309.6	11744.1	9968.55	10962.2	18382.5	9701.51	19567.8	20481.9	9778.07	10709.4	8934.98	9948.14	10222.2	0	1.768594705722961e-12	0.940387418276545	True	0.0030565781825227668	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P40825	P40825		ALA1		222553.0	223768.0	224658.0	219333.0	221423.0	219651.0	119560.0	118128.0	121407.0	231631.0	121803.0	238256.0	233698.0	121035.0	120895.0	119688.0	115051.0	121190.0	0	1.7778676236927e-12	0.9156383140442457	True	0.0030614222049990315	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0AAI5	P0AAI5		fabF		7022.06	6629.34	7684.41	6077.89	6725.34	7243.81	23658.9	20051.6	21946.9	7479.96	21679.7	7480.68	6894.26	22587.9	23652.7	23631.1	22600.4	23414.9	0	1.7808321278100652e-12	-1.6842135563908023	True	0.0030662662274752958	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
Q03769	Q03769		ENT5		32461.4	30692.2	33886.1	32312.8	30795.8	30164.8	16895.9	17785.4	18180.1	33786.5	17037.9	33422.3	32533.9	17447.9	17240.4	18275.4	18019.2	19353.3	0	1.7825969230192338e-12	0.8561366572933745	True	0.00307111024995156	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P38218	P38218		POA1		78822.7	73971.1	70435.8	76280.3	75224.4	76132.3	42169.2	39415.1	32695.0	78545.2	41428.5	77234.8	81486.8	38054.8	42647.1	47522.5	41238.8	37144.9	0	1.785535480200079e-12	0.925440150746293	True	0.003075954272427824	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q06833	Q06833		NVJ2		49926.0	46689.8	45347.2	44642.1	47329.2	46542.8	26610.3	27633.7	28683.6	46375.5	26768.6	52536.4	48354.0	22745.2	25723.2	25408.2	24702.0	29282.2	0	1.7965256379308558e-12	0.8484705265409761	True	0.0030807982949040886	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P15992	P15992		HSP26		1558210.0	1575160.0	1605850.0	1557910.0	1533650.0	1548490.0	879596.0	900170.0	849074.0	1641740.0	866022.0	1642110.0	1677340.0	889651.0	884771.0	893267.0	909246.0	900534.0	0	1.7973680053621037e-12	0.8470177870105159	True	0.003085642317380353	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A8K5	P0A8K5		yaeP		8907.02	9454.3	6885.54	6435.43	8223.92	6746.67	22155.7	22088.4	22498.8	8809.07	22356.2	9303.92	9665.04	19229.2	21676.3	22059.1	25415.2	21311.9	0	1.8208434246987242e-12	-1.417277211085388	True	0.003090486339856617	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P64503	P64503		yebV		6647.81	7455.72	7569.41	9125.56	6303.06	5626.33	22676.2	29034.8	27368.1	10554.9	30146.6	5414.37	5407.71	27057.4	28612.9	30867.9	28092.1	29359.0	0	1.8328231580780133e-12	-1.981857003345323	True	0.0030953303623328814	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0AB71	P0AB71		fbaA		33696.8	32264.7	31843.6	32106.9	32556.1	31129.8	109412.0	101214.0	103107.0	33474.8	104505.0	35186.7	33221.2	110848.0	109974.0	111712.0	114718.0	106826.0	0	1.918088097388413e-12	-1.7183618496314959	True	0.0031001743848091453	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P36112	P36112		MIC60		20757.6	21232.5	19217.6	20887.6	19866.6	19795.5	12061.3	11396.8	12492.4	19549.9	11125.1	22266.3	21189.3	13036.4	10776.5	12407.3	13168.2	10961.0	0	1.9426016429879192e-12	0.7823453186063557	True	0.00310501840728541	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P52489	P52489		PYK2		60074.9	60105.2	57414.8	59861.1	58326.8	59941.2	37668.1	37156.7	35469.9	66031.2	34238.2	63825.6	60060.1	39937.2	36801.8	41557.5	38164.5	37630.6	0	1.9481812097836586e-12	0.6882654313515437	True	0.0031098624297616743	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P39451	P39451		adhP		10686.0	10667.5	10844.8	11078.7	11617.8	12338.1	23102.1	23898.6	27609.9	9929.67	25628.0	12194.4	11498.1	24766.4	23896.7	24686.0	26267.8	24932.1	0	1.9790275071198914e-12	-1.156278843822988	True	0.003114706452237938	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P32485	P32485		HOG1		71017.7	72562.9	72305.8	75069.8	70890.8	70892.7	38851.1	40619.2	39446.2	71602.9	38763.0	78277.0	77013.8	40685.9	36495.9	38776.0	39649.3	39478.1	0	2.0017212918813427e-12	0.9029582479295317	True	0.003119550474714203	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P48415	P48415		SEC16		2777970.0	2897700.0	2663370.0	2681400.0	2551810.0	2618480.0	1432650.0	1603750.0	1597870.0	2885730.0	1517710.0	2918400.0	2792830.0	1482410.0	1500820.0	1543930.0	1738270.0	1540190.0	0	2.0216437170917466e-12	0.8285729384671725	True	0.003124394497190467	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q08977	Q08977		CUB1		115678.0	110093.0	116418.0	114902.0	110746.0	111312.0	61904.4	60230.9	59617.2	117142.0	60512.0	120142.0	118087.0	59999.8	58116.7	60813.3	61034.4	59234.6	0	2.0384209039579524e-12	0.9340260751583834	True	0.003129238519666732	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P48562	P48562		CLA4		18416.8	16921.5	18619.8	19602.6	19103.5	18904.4	8631.55	9013.59	9687.48	16589.3	9941.9	19183.0	19556.0	7591.33	8796.62	8217.14	10646.4	9940.27	0	2.0741106856843906e-12	1.0170809227172029	True	0.0031340825421429957	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0AC41	P0AC41		sdhA		68475.3	64215.4	64442.0	64462.6	61674.4	59792.8	203690.0	188973.0	205302.0	63980.3	205070.0	63433.0	64134.2	203857.0	213711.0	216379.0	215774.0	211425.0	0	2.0950193946251195e-12	-1.6978869376343604	True	0.0031389265646192595	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P0A7A9	P0A7A9		ppa		25754.8	26617.7	28784.1	25769.5	27261.8	28113.0	97658.9	88825.9	86468.2	27365.0	91214.2	26437.9	28765.5	98830.4	94009.7	90803.0	94683.6	94582.6	0	2.0997897133598863e-12	-1.7733475657476956	True	0.0031437705870955243	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P40506	P40506		CAB2		51387.4	46817.8	46447.8	46424.9	49132.2	46498.3	28860.9	24862.7	24364.4	47908.2	26960.4	49125.8	53710.5	25781.9	28613.7	28375.3	24352.5	25076.5	0	2.1277649386364398e-12	0.8827299424893027	True	0.0031486146095717885	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P37296	P37296		STV1		36217.4	40102.1	38200.8	37067.9	38576.0	41594.0	19558.9	21613.9	20397.3	41186.3	20529.7	40425.3	42399.0	18103.9	20636.8	20413.6	23450.6	19885.8	0	2.1396223883919155e-12	0.9466116893395914	True	0.0031534586320480533	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P02406	P02406		RPL28		1473460.0	1354980.0	1451400.0	1435540.0	1396990.0	1364480.0	793786.0	724232.0	763952.0	1554870.0	815622.0	1453090.0	1470010.0	792078.0	771690.0	722769.0	768616.0	788359.0	0	2.1540873269242728e-12	0.9002519197829711	True	0.003158302654524317	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P32347	P32347		HEM12		66296.5	63939.0	65980.4	65773.5	62406.7	62040.6	33531.6	34663.9	31280.6	64733.5	33946.3	71262.5	67574.3	35543.0	32145.9	33995.5	32813.9	34639.0	0	2.1614291005628357e-12	0.963512233182369	True	0.003163146677000581	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P38112	P38112		MAK5		19732.3	20273.0	19820.9	18499.0	18191.9	19812.6	10351.9	9669.65	9534.43	20160.6	10574.1	21227.7	19677.7	9514.27	10169.2	10485.8	10759.6	9784.24	0	2.1874509787569426e-12	0.9655207667781531	True	0.0031679906994768457	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P36015	P36015		YKT6		112918.0	116133.0	117981.0	118455.0	117395.0	117558.0	64242.7	62855.2	64429.0	121471.0	65608.8	125844.0	127780.0	64845.2	67663.1	60437.9	61536.7	64880.7	0	2.1918767653907166e-12	0.8996637123924416	True	0.00317283472195311	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
P0A6L0	P0A6L0		deoC		14438.1	11123.6	13218.2	12630.8	12062.9	11997.4	38199.5	35183.8	33564.9	13593.1	38266.2	11305.4	14000.2	38971.1	38798.1	34598.4	33504.4	36675.7	0	2.207755527060816e-12	-1.518944152337942	True	0.0031776787444293747	True	True	Ecoli	False	True	False	True	diatracer	manual	min	0.5
P53889	P53889		FMP41		111472.0	109259.0	107671.0	113046.0	101150.0	108608.0	58671.3	60386.1	53603.3	103949.0	58069.2	119051.0	114671.0	65575.6	61512.2	56201.5	60336.6	62365.4	0	2.2149537255185648e-12	0.8816182102787851	True	0.0031825227669056385	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
