Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P30771	RENT1_YEAST	NAM7	ATP-dependent helicase NAM7	9	9.0	53356.4	49090.5	50142.9	52529.8	42787.7	45593.8	49982.2	46176.9	42935.7	23622.0	21252.2	21468.0	23241.5	22548.9	16341.1	23993.2	23330.6	22286.9	0	2.2217862222508858e-10	1.1269047257307006	True	0.006472303206997086	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P48231	TCB2_YEAST	TCB2	Tricalbin-2	9	9.0	137434.0	128343.0	127065.0	128005.0	107495.0	117086.0	119038.0	110519.0	129032.0	56364.8	70578.3	49563.3	56924.9	56665.1	64183.6	58373.7	67906.1	65663.8	0	2.2251583029605707e-10	1.0151988340749114	True	0.006477162293488824	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25651	CSM1_YEAST	CSM1	Monopolin complex subunit CSM1	1	1.0	84539.4	79285.8	71729.8	85420.2	78356.7	86033.2	74548.3	76187.8	92896.1	42992.7	36362.8	44999.9	46627.8	37002.9	29271.1	37149.0	38177.2	40296.5	0	2.2338325656248892e-10	1.0467362145191006	True	0.006482021379980564	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P39180	AG43_ECOLI	flu	Antigen 43	3	3.0	1694.59	2347.24	2533.55	2987.76	2515.21	2108.73	2602.38	66.2308	3025.67	27183.9	31763.2	33897.8	31373.4	33906.4	33345.4	33157.6	38659.7	35728.3	9	2.2338524225034856e-10	-3.9107328238622676	True	0.006486880466472303	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P17505	MDHM_YEAST	MDH1	Malate dehydrogenase, mitochondrial	15	15.0	984399.0	951269.0	995454.0	927905.0	863986.0	919561.0	892065.0	950106.0	863853.0	467653.0	459438.0	458082.0	468429.0	504803.0	480038.0	492182.0	476658.0	471505.0	0	2.237982003263845e-10	0.9643317428088138	True	0.0064917395529640425	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25296	CANB_YEAST	CNB1	Calcineurin subunit B	6	5.0	264241.0	250380.0	256661.0	224137.0	241689.0	248282.0	219256.0	260292.0	270580.0	122173.0	123749.0	131334.0	115179.0	149125.0	130816.0	120331.0	123741.0	129510.0	0	2.2387922856546902e-10	0.9640549927698359	True	0.006496598639455783	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P29509	TRXB1_YEAST	TRR1	Thioredoxin reductase 1	9	7.0	3363350.0	3407670.0	3338310.0	3229900.0	2945760.0	3211160.0	3167390.0	3296800.0	2999460.0	1760550.0	1703400.0	1621740.0	1643080.0	1667800.0	1698550.0	1691530.0	1683290.0	1603000.0	0	2.257604602075834e-10	0.9420907947659025	True	0.006501457725947522	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q00402	NUM1_YEAST	NUM1	Nuclear migration protein NUM1	31	31.0	227095.0	247540.0	235082.0	223645.0	221336.0	214907.0	211221.0	227097.0	219802.0	113361.0	109298.0	113735.0	109233.0	110311.0	112339.0	109371.0	107088.0	115324.0	0	2.2743690946905627e-10	1.0197754482463766	True	0.0065063168124392615	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P15992	HSP26_YEAST	HSP26	Heat shock protein 26	12	12.0	6804200.0	6483160.0	6775140.0	6364670.0	6127830.0	6187190.0	6440630.0	6599840.0	5642380.0	3832670.0	3400670.0	3458380.0	3671500.0	3533210.0	3548180.0	3819880.0	3448380.0	3449710.0	0	2.2786731512942186e-10	0.8362968160582737	True	0.006511175898931001	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25294	SIS1_YEAST	SIS1	Protein SIS1	9	9.0	838037.0	959428.0	945540.0	834357.0	926240.0	907686.0	852556.0	871117.0	1005040.0	476307.0	433268.0	474094.0	464543.0	505994.0	491547.0	498577.0	493678.0	552418.0	0	2.2831734515662616e-10	0.8906680414718526	True	0.00651603498542274	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	8	8.0	551086.0	550667.0	545372.0	536311.0	490911.0	508568.0	498849.0	537632.0	478878.0	267950.0	268037.0	270733.0	277193.0	274460.0	263130.0	293761.0	265767.0	262450.0	0	2.3407877734416906e-10	0.9431929662212295	True	0.006520894071914481	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32629	ANP1_YEAST	ANP1	Mannan polymerase II complex ANP1 subunit	7	7.0	100269.0	89292.6	85874.4	85342.6	77280.3	88156.6	88211.8	87722.1	87019.3	48885.0	43984.9	42378.6	44859.4	44030.7	47207.4	44416.1	39805.0	49066.4	0	2.3419885727110957e-10	0.9637179700790507	True	0.00652575315840622	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P22470	SAN1_YEAST	SAN1	Protein SAN1	6	6.0	71238.4	68499.1	71124.1	65848.1	71880.8	64879.0	67935.6	54317.3	64737.7	31927.4	36459.5	34795.0	36512.4	32459.9	26435.5	32976.7	27663.1	39305.8	0	2.342869770454007e-10	1.008166851838476	True	0.006530612244897959	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40483	YIK8_YEAST	YIL108W	Putative zinc metalloproteinase YIL108W	9	9.0	133017.0	118312.0	122362.0	123002.0	120669.0	123351.0	122059.0	119671.0	117747.0	76055.0	69904.0	59372.0	78815.6	56120.3	71369.1	62217.2	62131.0	73282.4	0	2.3440051946061907e-10	0.8526071359293627	True	0.006535471331389699	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38972	PUR4_YEAST	ADE6	Phosphoribosylformylglycinamidine synthase	35	35.0	1252930.0	1259240.0	1186130.0	1190970.0	1141660.0	1118090.0	1149320.0	1144100.0	1112860.0	653678.0	619776.0	604339.0	638384.0	629556.0	628103.0	649818.0	634320.0	633303.0	0	2.344393794977413e-10	0.8911432795060641	True	0.006540330417881438	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P12612	TCPA_YEAST	TCP1	T-complex protein 1 subunit alpha	11	11.0	265206.0	269165.0	253629.0	227046.0	237111.0	253379.0	229236.0	242045.0	251353.0	120879.0	114894.0	121177.0	116281.0	107834.0	117876.0	117381.0	111636.0	106919.0	0	2.3537387944238773e-10	1.1064000016201059	True	0.0065451895043731785	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P53091	MCM6_YEAST	MCM6	DNA replication licensing factor MCM6	12	12.0	182683.0	182383.0	180342.0	164395.0	163691.0	159926.0	174402.0	158632.0	165319.0	89094.1	82782.1	84212.2	93531.9	89948.4	91028.1	91726.6	86785.1	83960.1	0	2.3718656495395063e-10	0.9496849451762551	True	0.006550048590864918	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	20	20.0	1277660.0	1277240.0	1345550.0	1154330.0	1219640.0	1244420.0	1163350.0	1278990.0	1215140.0	580507.0	587401.0	561848.0	569542.0	583806.0	609198.0	590253.0	577594.0	581087.0	0	2.3784254558931577e-10	1.0924662570752004	True	0.006554907677356657	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q08826	SNX3_YEAST	SNX3	Sorting nexin-3	3	3.0	65471.4	67378.4	61346.8	64912.9	67656.3	62429.6	60424.6	66141.3	53812.2	33003.2	37227.5	33602.5	33692.7	28972.4	35356.3	34972.3	30375.9	33622.3	0	2.416517339752065e-10	0.9209570785241528	True	0.006559766763848397	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40513	MAM33_YEAST	MAM33	Mitochondrial acidic protein MAM33	6	6.0	712017.0	745431.0	691184.0	711331.0	691192.0	619768.0	704648.0	697458.0	574175.0	316737.0	261815.0	314350.0	328212.0	310162.0	341579.0	364410.0	333615.0	356153.0	0	2.4274520070207253e-10	1.0704913517886738	True	0.006564625850340136	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q92328	MDM12_YEAST	MDM12	Mitochondrial distribution and morphology protein 12	1	1.0	10392.3	16489.2	15172.3	15239.0	16075.4	16442.6	13068.9	15056.4	15364.7	1807.3	1633.26	1095.9	4499.91	1168.67	1896.33	766.632	3100.73	1305.89	8	2.4300428131645513e-10	2.9479593914432476	True	0.006569484936831876	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38841	YHT8_YEAST	YHR138C	Uncharacterized protein YHR138C	6	6.0	164614.0	167388.0	159386.0	146501.0	146125.0	159347.0	153977.0	151918.0	133217.0	82698.1	76725.2	79520.2	88842.6	75579.4	72287.1	86009.6	82951.6	72990.5	0	2.4463575720943086e-10	0.945990864329828	True	0.006574344023323616	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P47169	MET5_YEAST	MET5	Sulfite reductase [NADPH] subunit beta	9	9.0	164336.0	149279.0	161252.0	153716.0	178157.0	149211.0	181355.0	157163.0	157327.0	79725.1	86051.9	91487.3	86451.8	75642.7	92337.7	73774.3	85587.3	77688.6	0	2.4503812259549725e-10	0.9552891018574488	True	0.006579203109815355	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q08647	PUS7_YEAST	PUS7	Multisubstrate pseudouridine synthase 7	7	7.0	92306.2	99738.6	78857.4	97837.4	84584.7	87592.4	83609.3	91987.9	82132.1	42887.8	47625.3	36682.2	48088.2	42273.3	44757.5	44727.3	41142.3	34106.8	0	2.4593468749506317e-10	1.0628860658644368	True	0.006584062196307095	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q07589	YD144_YEAST	YDL144C	Uncharacterized protein YDL144C	5	5.0	108516.0	113518.0	99291.1	94740.2	100520.0	115261.0	108881.0	95081.8	104789.0	44090.3	44456.9	48999.1	51891.4	50696.1	56500.8	49596.3	52286.5	51425.2	0	2.462011290967174e-10	1.0638374520301248	True	0.006588921282798833	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P06738	PHSG_YEAST	GPH1	Glycogen phosphorylase	26	26.0	1602500.0	1510570.0	1499020.0	1460360.0	1403020.0	1415480.0	1397800.0	1410510.0	1339300.0	807498.0	745194.0	749457.0	815926.0	780481.0	786278.0	802123.0	734833.0	760537.0	0	2.477738505130114e-10	0.9010047161187058	True	0.006593780369290574	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q02260	SMD1_YEAST	SMD1	Small nuclear ribonucleoprotein Sm D1	1	1.0	138685.0	119820.0	112878.0	136360.0	134992.0	128801.0	116637.0	108573.0	123671.0	64206.9	60526.3	39110.5	64760.6	64406.5	58230.8	50806.7	59467.8	53680.3	0	2.501026151669477e-10	1.1208413610044368	True	0.006598639455782314	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0AD05	YECA_ECOLI	yecA	Uncharacterized protein YecA	2	2.0	11726.4	14261.5	13969.5	2987.76	11272.7	2108.73	8986.09	17565.5	21527.0	63207.5	62412.1	61888.5	76431.1	72680.1	82712.0	76136.1	55994.2	78249.2	2	2.5044324961375046e-10	-2.5924961187093922	True	0.006603498542274053	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38293	UMP1_YEAST	UMP1	Proteasome maturation factor UMP1	2	2.0	53412.8	49972.0	37289.6	46700.3	43046.0	43171.9	35377.7	53954.8	40687.1	1807.3	1633.26	1095.9	1704.86	1168.67	1896.33	766.632	18709.9	1305.89	8	2.522579598066904e-10	3.7456740890373608	True	0.006608357628765792	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q12447	PAA1_YEAST	PAA1	Polyamine N-acetyltransferase 1	7	7.0	602778.0	557844.0	563679.0	528340.0	538517.0	510256.0	514656.0	539629.0	506042.0	349910.0	340950.0	303873.0	339834.0	340238.0	319384.0	367778.0	328141.0	354693.0	0	2.54119245280109e-10	0.6751250980337893	True	0.006613216715257531	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q07655	WHI4_YEAST	WHI4	Protein WHI4	5	5.0	80315.5	95213.3	85909.8	93536.7	93980.5	81865.2	91511.5	83958.1	93050.2	37227.4	40010.9	41355.6	39110.5	35537.1	41426.3	36443.2	37421.6	39282.0	0	2.5910241220058534e-10	1.2004922361995671	True	0.006618075801749272	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q03834	MSH6_YEAST	MSH6	DNA mismatch repair protein MSH6	6	6.0	90559.1	83789.2	81887.1	91770.8	78056.5	73327.7	85249.1	76330.7	79159.2	44288.1	39910.4	38341.2	41736.6	46563.5	42479.7	36828.6	34604.6	41390.2	0	2.5918608779595137e-10	1.0153707050331895	True	0.006622934888241012	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	13	13.0	155642.0	178527.0	166653.0	147941.0	165611.0	182954.0	150536.0	171413.0	164082.0	78899.2	78651.3	80298.8	69685.3	78820.1	81535.2	73856.6	64508.7	73435.8	0	2.626905713255576e-10	1.1259168737492038	True	0.00662779397473275	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q04372	TAP42_YEAST	TAP42	Type 2A phosphatase-associated protein 42	5	5.0	101147.0	104192.0	107261.0	96291.4	93424.7	101137.0	103429.0	91157.0	91787.4	47130.2	45598.2	46006.6	48066.1	46005.0	44035.2	44872.0	48467.7	42209.6	0	2.651527775475899e-10	1.10951261577968	True	0.0066326530612244895	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P07703	RPAC1_YEAST	RPC40	DNA-directed RNA polymerases I and III subunit RPAC1	6	6.0	206856.0	245506.0	264822.0	245838.0	245134.0	248871.0	211376.0	244711.0	237346.0	125659.0	97915.8	130122.0	127947.0	125322.0	124193.0	108449.0	106983.0	125437.0	0	2.661815502443196e-10	1.0043029779514132	True	0.006637512147716229	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38902	RPB11_YEAST	RPB11	DNA-directed RNA polymerase II subunit RPB11	5	5.0	147585.0	143241.0	159582.0	132449.0	132634.0	129669.0	145526.0	124670.0	136228.0	73179.2	49616.6	65678.6	68820.8	68272.6	69702.8	86978.4	72104.6	79426.5	0	2.6688129966266527e-10	0.9817008541819371	True	0.00664237123420797	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P47143	ADK_YEAST	ADO1	Adenosine kinase	10	10.0	1318530.0	1416470.0	1479530.0	1332740.0	1266100.0	1324980.0	1290740.0	1385170.0	1299720.0	637278.0	645986.0	641403.0	673243.0	689546.0	654942.0	677406.0	658798.0	649023.0	0	2.68031162668962e-10	1.0311468483708468	True	0.006647230320699709	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32561	RPD3_YEAST	RPD3	Histone deacetylase RPD3	8	8.0	101454.0	91735.7	104879.0	85176.1	93756.6	100599.0	87235.0	101194.0	99054.7	50303.7	54318.4	42667.9	45181.5	46346.0	50486.8	47408.8	43818.2	47996.0	0	2.7218245350735187e-10	1.0134532761786683	True	0.006652089407191448	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	4	4.0	38393.8	29409.3	48589.6	28665.5	43125.5	36615.0	39988.4	61188.5	33323.7	112805.0	147809.0	115689.0	112597.0	133459.0	143680.0	115695.0	115623.0	129317.0	0	2.7267190311514294e-10	-1.6488121063341359	True	0.006656948493683187	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P22515	UBA1_YEAST	UBA1	Ubiquitin-activating enzyme E1 1	27	27.0	2082210.0	2143960.0	2206350.0	1955660.0	1956720.0	2058630.0	2009370.0	2046050.0	1964770.0	1074310.0	1066650.0	1058670.0	1065250.0	1086050.0	1100130.0	1098380.0	1094100.0	1099340.0	0	2.7346517068563143e-10	0.9191441888105689	True	0.006661807580174927	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P39683	NPT1_YEAST	NPT1	Nicotinate phosphoribosyltransferase	12	12.0	162595.0	162941.0	159796.0	135691.0	151983.0	152719.0	143455.0	159173.0	149102.0	83803.6	84994.3	77717.6	75414.8	81871.3	74406.1	78575.7	84647.8	79498.7	0	2.75195990274668e-10	0.9340742980596882	True	0.006666666666666667	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P52488	UBA2_YEAST	UBA2	Ubiquitin-activating enzyme E1-like	8	8.0	134567.0	147762.0	155561.0	120795.0	138225.0	131058.0	150282.0	144859.0	147555.0	72781.4	66870.5	58037.8	64756.8	72427.7	59379.6	73050.6	64678.9	74916.9	0	2.7874810783341504e-10	1.0660513896711319	True	0.0066715257531584065	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P14908	MTF1_YEAST	MTF1	Mitochondrial transcription factor 1	2	2.0	23080.0	20333.7	23702.1	19449.0	19921.2	21791.7	21370.2	18979.3	25385.2	1807.3	1633.26	1095.9	1704.86	1168.67	1896.33	766.632	3100.73	1305.89	9	2.807616074440127e-10	3.7440579992553986	True	0.006676384839650146	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q03656	SKY1_YEAST	SKY1	Serine/threonine-protein kinase SKY1	8	8.0	147714.0	149448.0	170687.0	135706.0	142531.0	144882.0	133029.0	137687.0	148214.0	77914.2	70294.9	65552.3	67136.9	85404.3	79932.5	73861.8	82880.6	86856.4	0	2.819445941573437e-10	0.925133542454153	True	0.006681243926141885	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	3	3.0	28717.5	24544.8	2533.55	9478.66	27513.0	19527.1	29287.8	66.2308	34693.8	93097.1	92414.4	101365.0	110491.0	107615.0	104396.0	96225.1	95582.8	112932.0	2	2.839194821941364e-10	-2.3738376919455026	True	0.006686103012633625	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P46965	SPC1_YEAST	SPC1	Signal peptidase complex subunit 1	1	1.0	216026.0	226522.0	238750.0	195220.0	185747.0	210743.0	209244.0	235226.0	202311.0	99568.7	106354.0	64985.6	110630.0	104376.0	110532.0	105858.0	89969.7	123269.0	0	2.8611014943815985e-10	1.0682482047612325	True	0.006690962099125365	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P19524	MYO2_YEAST	MYO2	Myosin-2	33	29.0	570930.0	556866.0	531102.0	519061.0	502678.0	487485.0	507409.0	478457.0	505690.0	263145.0	234063.0	241008.0	258419.0	246996.0	245636.0	257756.0	244370.0	234051.0	0	2.863177383424197e-10	1.0661370651010476	True	0.006695821185617104	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0CX23;P0CX24	RL20A_YEAST;RL20B_YEAST	RPL20A;RPL20B	Large ribosomal subunit protein eL20A	8		4423620.0	4120770.0	4313530.0	4394680.0	4130580.0	4056160.0	3875560.0	4563710.0	4189390.0	2430240.0	2250810.0	2213520.0	2393040.0	2380410.0	2386860.0	2403310.0	2394520.0	2374280.0	0	2.887461209209582e-10	0.8426789654892295	True	0.006700680272108844	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P23644	TOM40_YEAST	TOM40	Mitochondrial import receptor subunit TOM40	5	5.0	755913.0	753003.0	740333.0	696622.0	711538.0	680866.0	699299.0	693725.0	632619.0	430629.0	418597.0	400251.0	404014.0	388971.0	379240.0	423535.0	410297.0	391027.0	0	2.906004223875754e-10	0.8033787186334314	True	0.006705539358600583	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P07260	IF4E_YEAST	CDC33	Eukaryotic translation initiation factor 4E	11	11.0	1328390.0	1203170.0	1219090.0	1207170.0	1136530.0	1175610.0	1161900.0	1171970.0	1132660.0	608169.0	608900.0	610195.0	605734.0	647921.0	609132.0	635536.0	639107.0	633825.0	0	2.9134855527778504e-10	0.9394052804453901	True	0.006710398445092323	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P28737	MSP1_YEAST	MSP1	Outer mitochondrial transmembrane helix translocase	4	4.0	113482.0	134782.0	147364.0	125443.0	134640.0	144994.0	130990.0	141190.0	142901.0	79439.7	70587.7	67244.6	71215.8	74221.3	71120.5	60870.0	73788.3	52784.2	0	2.9489767618758793e-10	0.968592138592246	True	0.006715257531584063	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P30657	PSB7_YEAST	PRE4	Proteasome subunit beta type-7	4	4.0	323692.0	334167.0	327012.0	303211.0	267188.0	280306.0	291486.0	302851.0	297751.0	149422.0	138591.0	143004.0	157355.0	152738.0	175963.0	143429.0	153350.0	137095.0	0	2.964785543674086e-10	1.0136948644352766	True	0.006720116618075802	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38427	TSL1_YEAST	TSL1	Trehalose synthase complex regulatory subunit TSL1	34	32.0	1373260.0	1403640.0	1447640.0	1256220.0	1359830.0	1385390.0	1237830.0	1420900.0	1356050.0	672516.0	643124.0	668646.0	665251.0	688479.0	662508.0	625812.0	653330.0	674076.0	0	3.04749151073785e-10	1.0398245241891142	True	0.006724975704567542	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	3	3.0	65699.1	51406.8	58424.9	44205.3	61120.6	41296.2	42994.7	61488.2	55708.5	210876.0	171239.0	175270.0	201981.0	232269.0	209137.0	212553.0	222297.0	205488.0	0	3.067203279853148e-10	-1.9324406024422276	True	0.006729834791059281	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q12114	CHS5_YEAST	CHS5	Chitin biosynthesis protein CHS5	12	12.0	120351.0	120437.0	122852.0	113459.0	139898.0	124320.0	119630.0	135708.0	130172.0	52847.3	63441.3	82379.2	54967.5	70581.3	68518.9	58841.4	71832.3	73077.2	0	3.0787851668921136e-10	0.9177048880863589	True	0.0067346938775510205	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P64534	RCNB_ECOLI	rcnB	Nickel/cobalt homeostasis protein RcnB	3	3.0	1694.59	2347.24	2533.55	2987.76	2515.21	2108.73	2602.38	66.2308	3025.67	70169.5	69009.1	55818.1	73495.1	74063.9	70201.6	75330.1	70154.6	65070.6	9	3.082084965978474e-10	-4.97046746438764	True	0.006739552964042761	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P53946	ARP5_YEAST	ARP5	Actin-related protein 5	10	10.0	76765.3	78366.9	82691.5	82008.2	71357.8	81091.7	80965.5	70009.1	86941.6	40379.8	39923.6	41969.9	47038.4	42133.3	50537.7	44831.6	46171.3	46585.0	0	3.148973248650726e-10	0.8297700500126522	True	0.0067444120505345	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P31658	HCHA_ECOLI	hchA	Protein/nucleic acid deglycase 1	4	4.0	41865.5	53083.4	52066.1	2987.76	42294.0	49010.1	36440.5	52327.2	37523.6	146359.0	156038.0	159083.0	139439.0	145963.0	155826.0	145907.0	138081.0	135463.0	1	3.149446736298362e-10	-1.846694232286735	True	0.00674927113702624	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38131	KTR4_YEAST	KTR4	Probable mannosyltransferase KTR4	7	7.0	84438.7	89099.5	79743.6	72941.9	76533.2	76520.6	66799.7	78747.1	74152.2	41057.1	29143.4	37059.7	38850.3	37151.9	35332.2	37412.9	31090.3	41709.9	0	3.152001532168982e-10	1.0879998677968743	True	0.006754130223517979	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P53729	ZNG1_YEAST	ZNG1	Zinc-regulated GTPase metalloprotein activator 1	7	7.0	88641.1	78018.5	86233.6	74174.6	82007.3	76835.0	68283.1	85407.1	83411.4	41629.2	33779.0	43793.4	43423.2	41768.1	34970.8	49963.3	38793.8	36452.7	0	3.154640627620204e-10	0.9878092944645839	True	0.0067589893100097175	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P26646	ACUI_ECOLI	acuI	Probable acrylyl-CoA reductase AcuI	5	5.0	46352.7	42337.2	44981.6	46373.0	41854.7	36250.2	37771.8	31406.5	36505.0	160878.0	146292.0	132168.0	160167.0	179212.0	166355.0	160124.0	175052.0	163407.0	0	3.1565381109188694e-10	-1.988378894550719	True	0.006763848396501459	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P29055	TF2B_YEAST	SUA7	Transcription initiation factor IIB	5	5.0	144098.0	142662.0	145062.0	127281.0	148270.0	138913.0	154826.0	153536.0	149113.0	85428.7	60437.8	76887.2	83478.7	85073.7	75718.3	97345.1	89884.7	76363.1	0	3.1621417489100776e-10	0.8354916047747621	True	0.006768707482993198	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q06103	RPN7_YEAST	RPN7	26S proteasome regulatory subunit RPN7	8	8.0	610524.0	595704.0	579655.0	626105.0	553927.0	551726.0	527831.0	572834.0	526573.0	311582.0	284288.0	306565.0	277549.0	310819.0	309705.0	284933.0	303605.0	278598.0	0	3.1719399327695934e-10	0.9475709973071615	True	0.0067735665694849375	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
